Datetime,Outsides_tem,Temperature,Related_humidity,CO2,PMV
 01/01  01:00:00,2.9625,10.67059768,51.98686796,410.8318023,-1.3564160969999999
 01/01  02:00:00,2.8125,10.59249238,54.60754546,410.8306449,-1.359745403
 01/01  03:00:00,2.5125,10.47467387,55.51589304,410.83023060000005,-1.373468933
 01/01  04:00:00,2.2125,10.35729241,55.37746569,410.8300824,-1.391002841
 01/01  05:00:00,1.975,10.25467274,54.88919003,410.8300294,-1.408699867
 01/01  06:00:00,1.7125,10.15260018,54.21538838,410.8300105,-1.425270354
 01/01  07:00:00,1.6,10.07960888,53.44113981,410.8300037,-1.441434053
 01/01  08:00:00,1.6625,11.32445604,48.625665600000005,410.83000089999996,-1.3541097119999999
 01/01  09:00:00,1.8875,11.693572999999999,47.09682647,410.8300001,-1.278043702
 01/01  10:00:00,2.1875,13.4371171,44.13649307,578.6373664,-1.136450138
 01/01  11:00:00,2.4875,13.62655418,45.00838075,622.3891469,-1.042361504
 01/01  12:00:00,2.725,13.72324127,44.77305731,617.3795022999999,-1.037937965
 01/01  13:00:00,2.925,13.41798237,44.81570346,572.7099264,-1.0561165129999999
 01/01  14:00:00,3.0625,13.58043055,43.70818379,572.3972368999999,-1.055829505
 01/01  15:00:00,3.1625,13.69534087,43.0474998,581.1332632,-1.039388824
 01/01  16:00:00,3.2,14.15330207,42.20395365,628.5601127,-0.9988633
 01/01  17:00:00,3.2,13.96098895,42.51774819,615.2115335,-0.994179758
 01/01  18:00:00,3.2,13.33292156,43.08981188,539.1024447000001,-1.052408276
 01/01  19:00:00,3.1375,12.76012225,43.58194771,466.29504199999997,-1.1212641970000001
 01/01  20:00:00,3.1,12.4270772,43.95278499,423.24243889999997,-2.134657139
 01/01  21:00:00,3.0375,12.34811505,44.20539146,412.3715985,-2.1506828319999998
 01/01  22:00:00,3.0,12.31530682,44.55725192,411.021486,-2.155704363
 01/01  23:00:00,2.9375,12.28768755,44.99296212,410.85378560000004,-2.157748159
 01/01  24:00:00,2.9,10.90379453,49.6620193,410.83533660000006,-2.262850603
 01/02  01:00:00,2.8375,10.54232261,51.22764584,410.8318086,-1.380353805
 01/02  02:00:00,2.7375,10.46635822,51.93257305,410.830647,-1.39218998
 01/02  03:00:00,2.6375,10.39834808,52.84244322,410.8302314,-1.401655048
 01/02  04:00:00,2.5375,10.33675551,53.8109412,410.8300828,-1.4094468130000002
 01/02  05:00:00,2.375,10.26264703,54.89465646,410.8300296,-1.4178409330000001
 01/02  06:00:00,2.2375,10.19124374,56.01100205,410.83001060000004,-1.426837109
 01/02  07:00:00,2.075,10.1203891,56.8355795,410.83000380000004,-1.4349218069999998
 01/02  08:00:00,2.0,11.36238467,52.32366704,410.83000089999996,-1.346900941
 01/02  09:00:00,2.25,11.74471826,50.75375555,410.8300001,-1.269383162
 01/02  10:00:00,2.775,13.56760007,46.87368532,578.5866017000001,-1.121687297
 01/02  11:00:00,3.3125,13.86229578,46.478275599999996,622.2870571000001,-1.016960778
 01/02  12:00:00,3.875,14.08584467,44.14730312,617.3098633,-1.004119849
 01/02  13:00:00,4.6,13.97807844,41.78441817,572.7081951,-1.004690527
 01/02  14:00:00,5.4625,14.34223093,38.66318446,572.4944365,-0.982970145
 01/02  15:00:00,6.4875,14.6790724,36.71724139,581.3905876,-0.9448625540000001
 01/02  16:00:00,7.4625,15.33750236,35.91872782,629.0590463,-0.8779261290000001
 01/02  17:00:00,7.675,15.24704532,36.51786973,615.8215647999999,-0.854221797
 01/02  18:00:00,7.2875,14.6228522,37.172849799999995,539.4966517000001,-0.907894001
 01/02  19:00:00,6.6625,14.01692279,37.72938137,466.4487772,-0.982352872
 01/02  20:00:00,5.9625,13.61475107,38.18341694,423.2751518,-1.999251356
 01/02  21:00:00,5.3875,13.42557791,38.92020697,412.3754909,-2.023239415
 01/02  22:00:00,5.0125,13.260052300000002,39.92074296,411.02182789999995,-2.039047461
 01/02  23:00:00,4.8375,13.177971300000001,40.69000517,410.85380510000005,-2.047049462
 01/02  24:00:00,4.8,11.67970989,45.58819468,410.8353619,-2.156860092
 01/03  01:00:00,4.8,11.29288916,47.38727213,410.8318215,-1.279351392
 01/03  02:00:00,4.675,11.230512300000001,48.07463054,410.8306546,-1.2864723040000001
 01/03  03:00:00,4.35,11.12606068,48.73146414,410.83023510000004,-1.29750372
 01/03  04:00:00,3.7625,10.95295742,49.46787416,410.8300843,-1.316045599
 01/03  05:00:00,2.9375,10.71222838,49.92864344,410.83003019999995,-1.34451792
 01/03  06:00:00,2.1,10.46016108,50.05579611,410.8300108,-1.3773827369999998
