Date/Time,环境:场地室外空气干球温度 [C](小时),热区: 空间102:区平均气温[C](小时),热区: 空间102:区域空气相对湿度[%](小时),热区:空间102:区空气CO2浓度[ppm](小时),人:区域热舒适Fanger模型PMV[](小时),人:区域热舒适Fanger模型PPD[%](小时),DOAS供电风机:风机电能 [KW.h](小时),热区: 空间102 VRF风机:风机电能 [KW.h](小时),VRF热泵:VRF热泵冷却电能[KW.h](小时),VRF热泵:VRF热泵加热电能[KW.h](小时)
 07/02  05:00:00,24.85,25.31557908,95.01498092,411.7716264,0.268191422,6.498533126,0,0,0,0
 07/02  06:00:00,24.5125,25.12613833,95.21868368,411.770597,0.215254326,5.964781901,0,0,0,0
 07/02  07:00:00,24.3375,24.99385875,95.5636212,411.7702191,0.175768109,5.641802834,0,0,0,0
 07/02  08:00:00,24.425,26.93547281,85.20010549,411.7700741,0.405684359,9.05172025,0.383618639,0,0,0
 07/02  09:00:00,24.6875,27.56873723,82.3392807,411.7700181,0.627146063,13.25538333,0.383618639,0,0,0
 07/02  10:00:00,25.05,28.39590975,83.00867082,626.2651584,0.755888385,17.1470197,0.383618639,0,0,0
 07/02  11:00:00,25.45,28.47772191,84.21127872,725.4810387,0.840504649,19.90590845,0.383618639,0,0,0
 07/02  12:00:00,25.9125,28.63623989,82.50922186,733.6623862,0.857527408,20.52082863,0.383618639,0,0,0
 07/02  13:00:00,26.6,28.6888187,80.30491565,681.9606434,0.862890094,20.71628489,0.383618639,0,0,0
 07/02  14:00:00,27.4625,29.002316,78.70708366,669.7937492,0.900528533,22.13164361,0.383618639,0,0,0
 07/02  15:00:00,28.6125,29.35798871,78.96042621,679.8344915,0.975392598,25.10811377,0.383618639,0,0,0
 07/02  16:00:00,30.0375,29.91316007,81.82768323,742.8115219,1.1051876,30.79024069,0.383618639,0,0,0
 07/02  17:00:00,31.0375,30.13408414,85.9771824,739.436799,1.219860046,36.2281283,0.383618639,0,0,0
 07/02  18:00:00,30.9875,29.99434087,88.05738236,639.4733338,1.244602942,37.45703135,0.383618639,0,0,0
 07/02  19:00:00,30.05,29.66426735,87.78101285,527.2548747,1.197139862,35.11645113,0.383618639,0,0,0
 07/02  20:00:00,28.725,29.25483007,86.00763068,452.0144432,0.058462269,5.08957395,0.383618639,0,0,0
 07/02  21:00:00,27.45,28.87808128,83.78079847,422.513003,-0.040691349,5.048008495,0.383618639,0,0,0
 07/02  22:00:00,26.5625,28.60118169,81.82487151,414.6335288,-0.119610581,5.301651194,0.383618639,0,0,0
 07/02  23:00:00,26.175,28.47151459,80.7757731,412.5329377,-0.161530048,5.54154557,0.383618639,0,0,0
 07/02  24:00:00,26.1625,26.74476545,89.00273362,412.0248249,-0.368952788,8.243360623,0,0,0,0
 07/03  01:00:00,26.3875,26.16204464,92.53826421,411.8587721,0.494614468,10.11322485,0,0,0,0
 07/03  02:00:00,26.625,26.19750932,93.39470936,411.8027059,0.495828606,10.13772544,0,0,0,0
 07/03  03:00:00,26.7625,26.23536856,94.14999136,411.7820551,0.504944086,10.32975033,0,0,0,0
 07/03  04:00:00,26.675,26.20421466,94.65521553,411.7744429,0.501687265,10.26113039,0,0,0,0
 07/03  05:00:00,26.4125,26.09286962,94.61379888,411.7716362,0.474745301,9.709033404,0,0,0,0
 07/03  06:00:00,26.1125,25.94599652,94.3904209,411.7706022,0.433012998,8.913893291,0,0,0,0
 07/03  07:00:00,25.875,25.80698466,94.23229961,411.7702215,0.390704706,8.182153595,0,0,0,0
 07/03  08:00:00,25.8625,27.64930725,84.01355903,411.7700744,0.593864335,12.88620574,0.383618639,0,0,0
 07/03  09:00:00,25.9625,28.14244462,81.65830488,411.7700183,0.770371967,17.50465912,0.383618639,0,0,0
 07/03  10:00:00,26.0625,28.84539792,83.48729572,626.3534654,0.88865367,21.76967193,0.383618639,0,0,0
 07/03  11:00:00,26.1625,28.84456412,86.25586334,725.6547455,0.967882468,24.78748104,0.383618639,0,0,0
 07/03  12:00:00,26.325,28.91604411,86.4463521,733.7377239,0.98372226,25.44032597,0.383618639,0,0,0
 07/03  13:00:00,26.4625,28.81937734,85.79447292,681.8022035,0.976396812,25.13941305,0.383618639,0,0,0
 07/03  14:00:00,26.625,28.92521416,84.8457662,669.3487676,0.977536223,25.18466352,0.383618639,0,0,0
 07/03  15:00:00,26.825,29.01597422,84.38736708,678.9967334,0.99842087,26.05370679,0.383618639,0,0,0
 07/03  16:00:00,27.0875,29.26119929,84.12923048,741.3244728,1.038574946,27.77832469,0.383618639,0,0,0
 07/03  17:00:00,27.325,29.24396173,83.59996464,737.4102451,1.051994865,28.36026569,0.383618639,0,0,0
 07/03  18:00:00,27.525,29.08002692,81.30154527,637.8004217,1.010947694,26.59148505,0.383618639,0,0,0
 07/03  19:00:00,27.6625,28.95137356,78.29221046,526.4270591,0.956863772,24.34558068,0.383618639,0,0,0
 07/03  20:00:00,27.3875,28.79501603,75.48683101,451.7461931,-0.144888687,5.442978633,0.383618639,0,0,0
 07/03  21:00:00,26.6375,28.56857883,72.89081884,422.4446578,-0.2107208,5.929466623,0.383618639,0,0,0
 07/03  22:00:00,25.8625,28.32065142,70.72219992,414.6172826,-0.280653336,6.64243743,0.383618639,0,0,0
 07/03  23:00:00,25.4125,28.15805389,69.71161275,412.5291197,-0.330239961,7.269444037,0.383618639,0,0,0
 07/03  24:00:00,25.175,26.36332521,77.38905835,412.0267999,-0.553337581,11.86815574,0,0,0,0
 07/04  01:00:00,24.9125,25.53080562,82.06182088,411.8580591,0.266137932,6.479045403,0,0,0,0
 07/04  02:00:00,24.6125,25.31632582,84.00818293,411.8023312,0.215875527,5.969281456,0,0,0,0
 07/04  03:00:00,24.0625,25.07110516,85.32664636,411.7818606,0.167299492,5.58726215,0,0,0,0
 07/04  04:00:00,23.175,24.72698951,85.51381506,411.7743424,0.087217768,5.172966836,0,0,0,0
 07/04  05:00:00,22.1125,24.3412718,84.20598083,411.7715857,-0.01780138,5.026664215,0,0,0,0
 07/04  06:00:00,21.1375,23.98630735,81.69921826,411.7705775,-0.129343592,5.365736473,0,0,0,0
 07/04  07:00:00,20.55,23.73958582,78.61249278,411.77021,-0.226556278,6.074580057,0,0,0,0
 07/04  08:00:00,20.65,25.37213867,69.04236974,411.770071,-0.063834911,5.513498985,0.383618639,0,0,0
 07/04  09:00:00,21.175,26.19579754,65.61523344,411.7700172,0.173205913,5.630105012,0.383618639,0,0,0
 07/04  10:00:00,21.5875,27.26805148,67.00162649,626.0974183,0.367695354,8.021030424,0.383618639,0,0,0
 07/04  11:00:00,21.7,27.2917499,69.28148762,724.9171462,0.471149305,9.6369609,0.383618639,0,0,0
 07/04  12:00:00,21.7625,27.31202339,68.71187349,732.8210333,0.463094327,9.476942532,0.383618639,0,0,0
 07/04  13:00:00,21.925,27.15206856,67.83401955,680.9589348,0.434507924,8.944237404,0.383618639,0,0,0
 07/04  14:00:00,22.375,27.33945658,67.1487948,668.7078815,0.442452689,9.089487936,0.383618639,0,0,0
 07/04  15:00:00,23.475,27.69150612,68.30862972,678.6737025,0.511198157,10.48075844,0.383618639,0,0,0
 07/04  16:00:00,25.3125,28.39984463,72.16937883,739.8076249,0.659451941,14.21332107,0.383618639,0,0,0
 07/04  17:00:00,27.2875,28.87561111,78.12099691,738.4987552,0.824935455,19.3827101,0.383618639,0,0,0
 07/04  18:00:00,28.5625,29.02301639,83.31728714,639.1321144,0.923073633,22.99882297,0.383618639,0,0,0
 07/04  19:00:00,28.4,28.87426952,85.77464501,527.242674,0.946544936,23.92770105,0.383618639,0,0,0
 07/04  20:00:00,26.9125,28.40367064,84.39279162,452.0172939,-0.184445154,5.737657687,0.383618639,0,0,0
 07/04  21:00:00,25.0125,27.81701658,80.57253243,422.4994871,-0.329689385,7.2992204,0.383618639,0,0,0
 07/04  22:00:00,23.4875,27.29823341,76.20882639,414.6228864,-0.48452309,9.936942672,0.383618639,0,0,0
 07/04  23:00:00,22.5625,26.94428003,72.99056672,412.5278203,-0.604037162,12.66494312,0.383618639,0,0,0
 07/04  24:00:00,22.175,25.00599471,79.5405376,412.0266222,-0.888837568,22.25171519,0,0,0,0
 07/05  01:00:00,22.1625,24.20853676,82.97098171,411.8569589,-0.09879894,5.205382133,0,0,0,0
 07/05  02:00:00,22.3875,24.19993281,84.29041873,411.8017924,-0.112291829,5.261289178,0,0,0,0
 07/05  03:00:00,22.5625,24.22166349,85.93484502,411.7816338,-0.102762411,5.218741367,0,0,0,0
 07/05  04:00:00,22.5375,24.18625526,87.45038867,411.7742577,-0.105585056,5.231180915,0,0,0,0
 07/05  05:00:00,22.4375,24.11649305,88.78318106,411.7715579,-0.121625404,5.30685156,0,0,0,0
 07/05  06:00:00,22.275,24.03020223,90.03340909,411.7705699,-0.140386187,5.409287256,0,0,0,0
 07/05  07:00:00,22.1375,23.94464464,90.61740338,411.7702084,-0.165076193,5.565586255,0,0,0,0
 07/05  08:00:00,22.2875,25.80870704,81.16671518,411.7700713,0.058619199,5.650569058,0.383618639,0,0,0
 07/05  09:00:00,22.7125,26.5806043,77.74768409,411.7700172,0.310234285,7.004721363,0.383618639,0,0,0
 07/05  10:00:00,23.275,27.58358307,77.65876019,626.3002187,0.479447852,9.968963651,0.383618639,0,0,0
 07/05  11:00:00,23.9375,27.75326129,77.90816969,725.6444881,0.582362675,12.10746311,0.383618639,0,0,0
 07/05  12:00:00,24.7,27.9996401,74.91246014,733.9821319,0.605319912,12.68595931,0.383618639,0,0,0
 07/05  13:00:00,25.625,28.11006219,71.06197653,682.3935239,0.610648756,12.82248212,0.383618639,0,0,0
 07/05  14:00:00,26.875,28.53254684,67.5034572,670.3326054,0.646836646,13.79538589,0.383618639,0,0,0
 07/05  15:00:00,28.4,28.99827795,65.94828644,680.5707569,0.726950194,16.13793037,0.383618639,0,0,0
 07/05  16:00:00,29.8125,29.5919276,66.72041398,743.7048217,0.854346532,20.44080303,0.383618639,0,0,0
 07/05  17:00:00,30.175,29.67709349,67.77075842,740.2647419,0.926158105,23.116064,0.383618639,0,0,0
 07/05  18:00:00,29.725,29.40118887,66.6641384,640.1025366,0.885410951,21.56408752,0.383618639,0,0,0
 07/05  19:00:00,29,29.08108037,65.25292665,527.7709034,0.814716424,19.00887643,0.383618639,0,0,0
 07/05  20:00:00,28.2,28.80187795,64.83173586,452.358321,-0.291083868,6.764884406,0.383618639,0,0,0
 07/05  21:00:00,27.4,28.58113649,65.6226603,422.6761089,-0.327831236,7.236278242,0.383618639,0,0,0
 07/05  22:00:00,26.725,28.39424157,66.99908939,414.6962244,-0.350437089,7.555472491,0.383618639,0,0,0
 07/05  23:00:00,26.1875,28.24811559,68.73216563,412.5541433,-0.360367178,7.702870446,0.383618639,0,0,0
 07/05  24:00:00,25.75,26.44577948,77.83945679,412.0360819,-0.564418527,12.09290538,0,0,0,0
 07/06  01:00:00,25.4125,25.64898625,83.45865274,411.8614209,0.274456523,6.5699067,0,0,0,0
 07/06  02:00:00,25.1125,25.45029379,86.44537012,411.8036207,0.238134703,6.1778747,0,0,0,0
 07/06  03:00:00,24.8125,25.28927264,88.92225968,411.7823573,0.212530983,5.937980125,0,0,0,0
 07/06  04:00:00,24.45,25.11325076,91.16102121,411.774539,0.183705151,5.701519996,0,0,0,0
 07/06  05:00:00,24.1125,24.929873,92.99182487,411.771666,0.14792996,5.455469982,0,0,0,0
 07/06  06:00:00,23.8125,24.7683534,94.12442261,411.7706111,0.111488208,5.259774357,0,0,0,0
 07/06  07:00:00,23.6375,24.6528483,94.23217104,411.770224,0.075420478,5.119355594,0,0,0,0
 07/06  08:00:00,23.725,26.58535841,83.19336676,411.7700755,0.298876672,7.462456892,0.383618639,0,0,0
 07/06  09:00:00,24.175,27.30563168,78.89166523,411.7700185,0.527224474,10.81698413,0.383618639,0,0,0
 07/06  10:00:00,24.8375,28.24976218,78.44826502,626.3874951,0.668751329,14.52529511,0.383618639,0,0,0
 07/06  11:00:00,25.5375,28.4270777,77.88564724,725.8943192,0.761142557,17.20395652,0.383618639,0,0,0
 07/06  12:00:00,26.3,28.66910471,73.82160053,734.2956887,0.774967765,17.65571881,0.383618639,0,0,0
 07/06  13:00:00,27.0375,28.74166073,68.77797303,682.6808286,0.763812361,17.29345372,0.383618639,0,0,0
 07/06  14:00:00,27.7375,29.00574761,64.23945399,670.470868,0.764297909,17.30708041,0.383618639,0,0,0
 07/06  15:00:00,28.4375,29.23505143,62.14865962,680.4837094,0.790819743,18.18501502,0.383618639,0,0,0
 07/06  16:00:00,28.95,29.55514758,63.52239879,743.3049627,0.859063517,20.5911585,0.383618639,0,0,0
 07/06  17:00:00,28.9125,29.49980003,66.47761593,739.6382176,0.903691338,22.24507445,0.383618639,0,0,0
 07/06  18:00:00,28.3,29.15027971,68.993869,639.4999105,0.878091359,21.28589999,0.383618639,0,0,0
 07/06  19:00:00,27.375,28.7324895,71.31702252,527.2894533,0.820418727,19.20559893,0.383618639,0,0,0
 07/06  20:00:00,26.375,28.34261362,73.74089054,452.0624557,-0.285585973,6.700034621,0.383618639,0,0,0
 07/06  21:00:00,25.5,28.04839694,75.83810094,422.5410355,-0.330241681,7.270274035,0.383618639,0,0,0
 07/06  22:00:00,24.95,27.85489726,76.86145745,414.6447059,-0.363350297,7.748923016,0.383618639,0,0,0
 07/06  23:00:00,24.7375,27.76358876,76.87738984,412.5366565,-0.385511979,8.095926355,0.383618639,0,0,0
 07/06  24:00:00,24.7,26.02020504,83.97269219,412.029219,-0.612723913,13.36400003,0,0,0,0
 07/07  01:00:00,24.7625,25.28880751,85.47766917,411.8587997,0.199915736,5.836253705,0,0,0,0
 07/07  02:00:00,24.7375,25.20977603,83.30846244,411.8025892,0.153695214,5.49228397,0,0,0,0
 07/07  03:00:00,24.5125,25.09791434,80.77250257,411.7819564,0.105881287,5.237490524,0,0,0,0
 07/07  04:00:00,23.9625,24.8649407,78.41998613,411.774383,0.036308094,5.039932343,0,0,0,0
 07/07  05:00:00,23.2,24.55083275,76.33153278,411.7716045,-0.056560629,5.080467708,0,0,0,0
 07/07  06:00:00,22.4625,24.25641141,74.72937062,411.7705866,-0.146528374,5.456475413,0,0,0,0
 07/07  07:00:00,22.0125,24.04808601,73.78510266,411.7702142,-0.218684287,5.996447389,0,0,0,0
 07/07  08:00:00,22.025,25.83397936,66.2491333,411.7700733,-0.014777977,5.560364941,0.383618639,0,0,0
 07/07  09:00:00,22.4125,26.62070622,64.35756599,411.7700177,0.245111123,6.253090392,0.383618639,0,0,0
 07/07  10:00:00,23.1625,27.66454926,66.99730061,626.3875107,0.426511379,8.987381175,0.383618639,0,0,0
 07/07  11:00:00,24.1875,27.9264498,70.57923142,725.9701384,0.566352124,11.72211597,0.383618639,0,0,0
 07/07  12:00:00,25.4125,28.29387918,71.56731728,734.5048243,0.640975681,13.63917052,0.383618639,0,0,0
 07/07  13:00:00,26.775,28.5279556,71.84909891,683.0049122,0.703876604,15.4242195,0.383618639,0,0,0
 07/07  14:00:00,28.175,28.99549367,71.74097291,670.8646514,0.788455484,18.12328774,0.383618639,0,0,0
 07/07  15:00:00,29.5125,29.42075991,72.22709964,680.9324411,0.890056458,21.74169543,0.383618639,0,0,0
 07/07  16:00:00,30.6875,29.92965561,73.42088313,743.8641005,1.007993663,26.48495974,0.383618639,0,0,0
 07/07  17:00:00,31.4125,30.11081456,73.6485105,740.4248004,1.085452076,29.85373136,0.383618639,0,0,0
 07/07  18:00:00,31.475,30.0208766,71.43380282,640.3893636,1.080006729,29.61186769,0.383618639,0,0,0
 07/07  19:00:00,31.025,29.83446853,68.08061619,528.0224587,1.027420105,27.29613735,0.383618639,0,0,0
 07/07  20:00:00,30.3,29.62235573,65.21898125,452.508511,-0.081959982,5.146150348,0.383618639,0,0,0
 07/07  21:00:00,29.4375,29.41543672,63.5804068,422.7422393,-0.134148579,5.37607747,0.383618639,0,0,0
 07/07  22:00:00,28.475,29.1796801,63.01844678,414.7207391,-0.176930766,5.651866502,0.383618639,0,0,0
 07/07  23:00:00,27.5375,28.93526182,63.03930536,412.5620869,-0.217348761,5.982180862,0.383618639,0,0,0
 07/07  24:00:00,26.6375,27.02235949,70.10917289,412.0390291,-0.439219504,9.447285492,0,0,0,0
 07/08  01:00:00,25.7375,26.05687255,73.94065786,411.8624041,0.365033313,7.794175521,0,0,0,0
 07/08  02:00:00,24.9,25.63835802,75.38289937,411.8039249,0.269623218,6.521001244,0,0,0,0
 07/08  03:00:00,24.1,25.26152625,76.77101359,411.7824382,0.188231511,5.745699215,0,0,0,0
 07/08  04:00:00,23.3625,24.9218186,77.56733745,411.7745534,0.107121866,5.246883215,0,0,0,0
 07/08  05:00:00,22.7875,24.67245729,77.54740166,411.7716646,0.03794002,5.035905018,0,0,0,0
 07/08  06:00:00,22.35,24.48464436,76.97339766,411.7706079,-0.019408337,5.012374711,0,0,0,0
 07/08  07:00:00,22.1375,24.3612195,75.96783198,411.7702219,-0.068098785,5.098544561,0,0,0,0
 07/08  08:00:00,22.6625,26.29285114,67.49406562,411.7700759,0.150188182,6.082795754,0.383618639,0,0,0
 07/08  09:00:00,24,27.42422679,65.21706547,411.7700183,0.467659661,9.59581941,0.383618639,0,0,0
 07/08  10:00:00,25.4125,28.61348289,68.15345133,626.6222266,0.688045022,15.14553871,0.383618639,0,0,0
 07/08  11:00:00,26.4625,28.89859784,71.01491543,726.5862948,0.832333738,19.61693641,0.383618639,0,0,0
 07/08  12:00:00,27.175,29.12716225,70.45781703,735.0708421,0.877421213,21.25511962,0.383618639,0,0,0
 07/08  13:00:00,27.775,29.17923646,68.19125347,683.2884869,0.889187791,21.69424154,0.383618639,0,0,0
 07/08  14:00:00,28.5,29.45675293,66.2384279,670.9201643,0.916948066,22.76186971,0.383618639,0,0,0
 07/08  15:00:00,29.4875,29.76373289,66.38236072,680.9018557,0.979041073,25.25451905,0.383618639,0,0,0
 07/08  16:00:00,30.525,30.21675047,68.72220829,743.8341399,1.088090213,29.99794162,0.383618639,0,0,0
 07/08  17:00:00,30.775,30.2622892,71.52321538,740.2864765,1.159767328,33.30543412,0.383618639,0,0,0
 07/08  18:00:00,30.3875,30.01716079,72.42936448,640.0775397,1.142028566,32.46931732,0.383618639,0,0,0
 07/08  19:00:00,29.7625,29.74907601,72.37965023,527.7233888,1.098351859,30.44304951,0.383618639,0,0,0
 07/08  20:00:00,29,29.48344727,72.80965365,452.3210981,0.002915143,5.004772565,0.383618639,0,0,0
 07/08  21:00:00,28.1375,29.23390332,73.71055446,422.6560779,-0.039087811,5.034130163,0.383618639,0,0,0
 07/08  22:00:00,27.2375,28.97489426,74.42158209,414.6869436,-0.079269541,5.133065167,0.383618639,0,0,0
 07/08  23:00:00,26.4,28.72393507,74.65150797,412.5501448,-0.123648526,5.319811356,0.383618639,0,0,0
 07/08  24:00:00,25.6,26.78206339,82.60654568,412.034142,-0.360040844,8.175021179,0,0,0,0
 07/09  01:00:00,24.8625,25.7679677,85.97460716,411.8604613,0.41397067,8.596928551,0,0,0,0
 07/09  02:00:00,24.225,25.40638208,86.29112683,411.8031446,0.317014421,7.100077878,0,0,0,0
 07/09  03:00:00,23.625,25.12551892,86.38698459,411.7821325,0.241681775,6.220342882,0,0,0,0
 07/09  04:00:00,23.0875,24.89206256,86.40485098,411.7744365,0.175742882,5.646092515,0,0,0,0
 07/09  05:00:00,22.65,24.69967464,86.76607036,411.771621,0.120409588,5.304186822,0,0,0,0
 07/09  06:00:00,22.375,24.55735244,87.41384587,411.770592,0.078424969,5.129221987,0,0,0,0
 07/09  07:00:00,22.2375,24.46234172,87.90436919,411.7702162,0.047149353,5.047204932,0,0,0,0
 07/09  08:00:00,22.45,26.29985846,79.27749015,411.7700739,0.262650696,6.99115186,0.383618639,0,0,0
 07/09  09:00:00,23.225,27.22540121,76.51867676,411.7700178,0.539617448,11.11221597,0.383618639,0,0,0
 07/09  10:00:00,24.35,28.37453998,78.21261196,626.3601657,0.747382374,16.95280426,0.383618639,0,0,0
 07/09  11:00:00,25.55,28.69892874,80.26558324,725.892494,0.889660118,21.71385463,0.383618639,0,0,0
 07/09  12:00:00,26.75,29.05720547,78.54482941,734.3836827,0.947630828,23.97339415,0.383618639,0,0,0
 07/09  13:00:00,27.95,29.26879562,75.20391971,682.8531839,0.978874181,25.23919511,0.383618639,0,0,0
 07/09  14:00:00,29.0875,29.66145343,71.56777718,670.7078659,1.01985402,26.96815378,0.383618639,0,0,0
 07/09  15:00:00,30.0625,29.98404131,68.79697103,680.7517132,1.069173649,29.12419016,0.383618639,0,0,0
 07/09  16:00:00,30.8375,30.37178766,68.08419525,743.6535436,1.140002863,32.38141025,0.383618639,0,0,0
 07/09  17:00:00,31.2875,30.49053673,67.88963647,740.1937576,1.195860534,35.0460106,0.383618639,0,0,0
 07/09  18:00:00,31.275,30.35968223,67.02014072,640.2243214,1.18238271,34.39574726,0.383618639,0,0,0
 07/09  19:00:00,30.825,30.13764797,66.36984494,527.9398266,1.1370281,32.23377595,0.383618639,0,0,0
 07/09  20:00:00,30.0375,29.88979974,66.18227561,452.4583705,0.045198295,5.046801139,0.383618639,0,0,0
 07/09  21:00:00,29.075,29.62664801,66.56932355,422.7138965,-0.002399804,5.003427738,0.383618639,0,0,0
 07/09  22:00:00,28.0125,29.33333014,67.12838212,414.7076024,-0.047820003,5.051347342,0.383618639,0,0,0
 07/09  23:00:00,26.975,29.03250964,67.17170365,412.5567141,-0.101362161,5.217741928,0.383618639,0,0,0
 07/09  24:00:00,25.9125,27.04017475,74.01264016,412.0380704,-0.341250871,7.889937471,0,0,0,0
 07/10  01:00:00,24.875,25.92134818,76.80959487,411.8612414,0.416071509,8.643011135,0,0,0,0
 07/10  02:00:00,23.875,25.4293482,76.94131648,411.8033952,0.292749467,6.801851555,0,0,0,0
 07/10  03:00:00,23,25.05750464,76.36437845,411.7822007,0.189080104,5.75493837,0,0,0,0
 07/10  04:00:00,22.2625,24.7683614,75.72837898,411.7744508,0.104932823,5.237535369,0,0,0,0
 07/10  05:00:00,21.625,24.52069196,75.29110253,411.7716215,0.031915147,5.028746709,0,0,0,0
 07/10  06:00:00,21.15,24.32075261,75.14872811,411.7705902,-0.02989749,5.022819784,0,0,0,0
 07/10  07:00:00,20.9375,24.19553219,75.3191707,411.7702147,-0.073360725,5.11304443,0,0,0,0
 07/10  08:00:00,21.15,25.88350849,68.38567014,411.7700727,0.125004217,5.797736386,0.383618639,0,0,0
 07/10  09:00:00,21.925,26.83367709,65.81483769,411.7700176,0.394830045,8.270504153,0.383618639,0,0,0
 07/10  10:00:00,23.05,28.0677828,67.64813942,626.255598,0.61295435,13.09575963,0.383618639,0,0,0
 07/10  11:00:00,24.25,28.40591467,70.21543698,725.6169143,0.762006626,17.23486797,0.383618639,0,0,0
 07/10  12:00:00,25.5125,28.78600884,69.99123072,734.089338,0.830239718,19.55139213,0.383618639,0,0,0
 07/10  13:00:00,26.75,29.0015586,68.51588133,682.5672444,0.877850882,21.26914619,0.383618639,0,0,0
 07/10  14:00:00,27.95,29.41372876,66.74285214,670.4406938,0.934437831,23.45322384,0.383618639,0,0,0
 07/10  15:00:00,29.0875,29.78627343,66.21442963,680.4960671,1.013703223,26.70889021,0.383618639,0,0,0
 07/10  16:00:00,30.0625,30.23030531,67.29794578,743.3774436,1.11165851,31.06853106,0.383618639,0,0,0
 07/10  17:00:00,30.65,30.36863506,68.46854959,739.8853124,1.183020889,34.4231473,0.383618639,0,0,0
 07/10  18:00:00,30.6125,30.23761863,68.0888303,639.9043962,1.180430745,34.30063118,0.383618639,0,0,0
 07/10  19:00:00,30,29.97423795,67.31803333,527.670624,1.130644768,31.93722995,0.383618639,0,0,0
 07/10  20:00:00,29.0125,29.65559106,66.95584172,452.2953156,0.021720351,5.017166535,0.383618639,0,0,0
 07/10  21:00:00,27.9125,29.34285136,67.21677551,422.6412703,-0.036423311,5.032200244,0.383618639,0,0,0
 07/10  22:00:00,26.8125,29.02123998,67.73223263,414.680187,-0.090128996,5.172913946,0.383618639,0,0,0
 07/10  23:00:00,25.8375,28.71929915,68.05770407,412.5474308,-0.143109081,5.428415537,0.383618639,0,0,0
 07/10  24:00:00,24.9375,26.71622662,75.78915426,412.0343663,-0.386592656,8.619648732,0,0,0,0
 07/11  01:00:00,24.1,25.61080447,80.07352755,411.8598446,0.374578929,7.946469023,0,0,0,0
 07/11  02:00:00,23.3625,25.24898294,80.75751752,411.8028513,0.278614034,6.62244315,0,0,0,0
 07/11  03:00:00,22.725,24.98669958,80.74454381,411.7819952,0.205507974,5.88320607,0,0,0,0
 07/11  04:00:00,22.1875,24.76759985,80.48381688,411.7743747,0.141327065,5.419921463,0,0,0,0
 07/11  05:00:00,21.75,24.58122967,80.02187965,411.7715939,0.082289221,5.145171145,0,0,0,0
 07/11  06:00:00,21.475,24.43937029,79.52348142,411.7705804,0.031485975,5.023655173,0,0,0,0
 07/11  07:00:00,21.4625,24.3712111,79.14127766,411.7702113,-0.00338803,5.000948811,0,0,0,0
 07/11  08:00:00,21.8125,26.15918014,71.47829675,411.7700721,0.206938342,6.391539511,0.383618639,0,0,0
 07/11  09:00:00,22.5625,27.0914006,68.9467696,411.7700173,0.476070399,9.747183906,0.383618639,0,0,0
 07/11  10:00:00,23.7125,28.25447299,71.36151911,626.3248301,0.675414387,14.7931956,0.383618639,0,0,0
 07/11  11:00:00,25.1375,28.64636323,75.5362188,725.8811067,0.842441644,19.9848658,0.383618639,0,0,0
 07/11  12:00:00,26.5125,29.05576544,77.79357492,734.4583027,0.941484937,23.73827769,0.383618639,0,0,0
 07/11  13:00:00,27.4375,29.19203669,79.22055394,682.8122555,1.005467394,26.35124074,0.383618639,0,0,0
 07/11  14:00:00,27.7,29.34636104,79.24303082,670.2863689,1.040960278,27.8769778,0.383618639,0,0,0
 07/11  15:00:00,27.0125,29.21393598,78.04648732,679.6251656,1.028640581,27.34621836,0.383618639,0,0,0
 07/11  16:00:00,25.4125,28.95879353,75.52217126,741.2816075,0.96399781,24.63821769,0.383618639,0,0,0
 07/11  17:00:00,23.3875,28.27799372,71.5301221,736.4313573,0.822004287,19.31120103,0.383618639,0,0,0
 07/11  18:00:00,21.6625,27.42147323,66.46055571,639.0587149,0.618077373,13.10758411,0.383618639,0,0,0
 07/11  19:00:00,20.85,26.7580909,62.49632099,525.2877467,0.422081704,8.760928518,0.383618639,0,0,0
 07/11  20:00:00,20.95,26.53365656,61.26344686,451.1777101,-0.738781923,16.49455132,0.383618639,0,0,0
 07/11  21:00:00,21.475,26.66903781,62.31650816,422.2445103,-0.729630735,16.20856422,0.383618639,0,0,0
 07/11  22:00:00,21.8875,26.82499236,64.58611549,414.5571725,-0.681624358,14.76878171,0.383618639,0,0,0
 07/11  23:00:00,22.0625,26.88520734,66.68075651,412.5117081,-0.651444365,13.91280221,0.383618639,0,0,0
 07/11  24:00:00,21.975,25.08981313,75.37784335,412.0213698,-0.86592897,21.35730085,0,0,0,0
 07/12  01:00:00,21.775,24.28804129,79.37350108,411.8550945,-0.061955226,5.084456487,0,0,0,0
 07/12  02:00:00,21.5125,24.14143797,80.0148996,411.8010324,-0.106322796,5.237181701,0,0,0,0
 07/12  03:00:00,21.2125,23.99800926,80.11327278,411.7813095,-0.149723148,5.467540741,0,0,0,0
 07/12  04:00:00,21.0375,23.88734874,79.75113705,411.7741195,-0.191178111,5.759922136,0,0,0,0
 07/12  05:00:00,20.9375,23.8022439,79.4944015,411.7715005,-0.225581522,6.057579105,0,0,0,0
 07/12  06:00:00,20.9,23.73472603,79.37964536,411.7705466,-0.255337802,6.354375231,0,0,0,0
 07/12  07:00:00,20.9,23.68310018,79.25337408,411.7701991,-0.279166152,6.619694913,0,0,0,0
 07/12  08:00:00,21.025,25.40253181,71.16767504,411.770068,-0.077245979,5.601122516,0.383618639,0,0,0
