Date/Time,环境:场地室外空气干球温度 [C](小时),热区: 空间102:区平均气温[C](小时),热区: 空间102:区域空气相对湿度[%](小时),热区:空间102:区空气CO2浓度[ppm](小时),人:区域热舒适Fanger模型PMV[](小时),人:区域热舒适Fanger模型PPD[%](小时),DOAS供电风机:风机电能 [KW.h](小时),热区: 空间102 VRF风机:风机电能 [KW.h](小时),VRF热泵:VRF热泵冷却电能[KW.h](小时),VRF热泵:VRF热泵加热电能[KW.h](小时)
 03/08  14:00:00,9.6125,17.88100213,53.6223599,670.4366595,-1.171674158,33.8789886,0.383618639,0,0,0
 03/08  15:00:00,10.1125,18.09947871,53.52731262,680.2146125,-1.131792191,31.98573284,0.383618639,0,0,0
 03/08  16:00:00,10.4875,18.60608505,53.38686972,740.8759165,-1.064955772,28.94945251,0.383618639,0,0,0
 03/08  17:00:00,10.5375,18.45241904,54.23341025,738.8780936,-1.049642399,28.2596209,0.383618639,0,0,0
 03/08  18:00:00,10.3125,17.82127232,54.33075647,641.7911471,-1.125993347,31.74066429,0.383618639,0,0,0
 03/08  19:00:00,9.95,17.17883844,53.56602941,529.6640768,-1.23221716,36.85320262,0.383618639,0,0,0
 03/08  20:00:00,9.4875,16.72903686,52.66078167,452.2896066,-2.315879036,88.73469678,0.383618639,0,0,0
 03/08  21:00:00,8.9875,16.50294679,52.00909441,422.7868087,-2.362644803,90.09552947,0.383618639,0,0,0
 03/08  22:00:00,8.55,16.3417197,51.60091537,414.8697068,-2.392475186,90.90063926,0.383618639,0,0,0
 03/08  23:00:00,8.2125,16.21638733,51.49597153,412.7468258,-2.4151917,91.48309336,0.383618639,0,0,0
 03/08  24:00:00,7.9125,14.62340547,56.74047864,412.2274136,-2.579989906,94.72333781,0,0,0,0
 03/09  01:00:00,7.675,14.14698134,58.54063955,412.0574921,-1.714548796,62.52863797,0,0,0,0
 03/09  02:00:00,7.475,14.0351448,59.28473239,412.0014484,-1.737253619,63.7355205,0,0,0,0
 03/09  03:00:00,7.275,13.93570203,59.92594858,411.9812998,-1.756155596,64.73326591,0,0,0,0
 03/09  04:00:00,7.075,13.8404934,60.29145252,411.9740584,-1.774934307,65.71764706,0,0,0,0
 03/09  05:00:00,6.9375,13.7610525,60.72880192,411.9714572,-1.792037838,66.60786379,0,0,0,0
 03/09  06:00:00,6.775,13.67969102,61.20870009,411.9705231,-1.807291394,67.39592832,0,0,0,0
 03/09  07:00:00,6.6375,13.59833685,61.19805549,411.9701877,-1.826203826,68.36534689,0,0,0,0
 03/09  08:00:00,6.6,15.02252179,55.55829679,411.970062,-1.694862096,61.41137208,0.383618639,0,0,0
 03/09  09:00:00,6.85,15.44665539,54.01767546,411.9700154,-1.577886797,55.14108136,0.383618639,0,0,0
 03/09  10:00:00,7.3125,17.20558443,51.61879863,619.8103026,-1.389810533,45.06779362,0.383618639,0,0,0
 03/09  11:00:00,7.6875,17.41286927,53.32764673,726.1168932,-1.257540196,38.10748878,0.383618639,0,0,0
 03/09  12:00:00,7.9875,17.5123154,52.9731616,734.4081133,-1.252282649,37.84111375,0.383618639,0,0,0
 03/09  13:00:00,8.225,17.19494766,52.59031847,682.6338755,-1.278489924,39.17377196,0.383618639,0,0,0
 03/09  14:00:00,8.425,17.36840117,50.9694659,670.1965155,-1.281089995,39.30157737,0.383618639,0,0,0
 03/09  15:00:00,8.625,17.51543149,50.24017769,679.8455774,-1.254886827,37.9720118,0.383618639,0,0,0
 03/09  16:00:00,8.825,17.99580389,49.86508673,740.3502946,-1.196896752,35.10898865,0.383618639,0,0,0
 03/09  17:00:00,8.9,17.82937172,50.9383162,738.2707937,-1.184043771,34.47466706,0.383618639,0,0,0
 03/09  18:00:00,8.8375,17.18637749,51.76126701,641.3290198,-1.25970152,38.23517513,0.383618639,0,0,0
 03/09  19:00:00,8.675,16.60371924,52.01000596,529.4115313,-1.355065212,43.14133727,0.383618639,0,0,0
 03/09  20:00:00,8.475,16.22581162,52.3046021,452.1834366,-2.421953413,91.64436591,0.383618639,0,0,0
 03/09  21:00:00,8.275,16.09687121,52.6300612,422.7529096,-2.451802055,92.36757691,0.383618639,0,0,0
 03/09  22:00:00,8.075,16.02128801,53.17610923,414.8605548,-2.463104872,92.62724871,0.383618639,0,0,0
 03/09  23:00:00,7.875,15.94505828,53.68638243,412.7445535,-2.474309914,92.87840754,0.383618639,0,0,0
 03/09  24:00:00,7.7375,14.38630748,59.46948683,412.2267211,-2.631622158,95.5808235,0,0,0,0
 03/10  01:00:00,7.575,13.93986948,61.07016525,412.0572877,-1.760396826,64.95591158,0,0,0,0
 03/10  02:00:00,7.4375,13.84563764,61.17579569,412.0013861,-1.783033325,66.13995173,0,0,0,0
 03/10  03:00:00,7.3375,13.77429101,61.49946315,411.9812847,-1.798948942,66.96565551,0,0,0,0
 03/10  04:00:00,7.2375,13.7100576,61.91780019,411.9740569,-1.81225012,67.65114754,0,0,0,0
 03/10  05:00:00,7.1375,13.64731696,62.37242541,411.9714583,-1.824989732,68.30352274,0,0,0,0
 03/10  06:00:00,7.1,13.59599626,62.8966909,411.9705242,-1.837217155,68.92582586,0,0,0,0
 03/10  07:00:00,7.0375,13.54544378,63.20860623,411.9701884,-1.847565097,69.44917765,0,0,0,0
 03/10  08:00:00,7,15.00150592,57.09194706,411.9700623,-1.712244451,62.33126277,0.383618639,0,0,0
 03/10  09:00:00,7.125,15.41735653,55.02912911,411.9700155,-1.594893291,56.06731423,0.383618639,0,0,0
 03/10  10:00:00,7.45,17.14930957,51.97166549,619.8189146,-1.412272704,46.25008623,0.383618639,0,0,0
 03/10  11:00:00,7.9125,17.3767701,52.86673648,726.1752364,-1.281908811,39.34313951,0.383618639,0,0,0
 03/10  12:00:00,8.475,17.56190714,51.75809619,734.5815738,-1.266344448,38.55156411,0.383618639,0,0,0
 03/10  13:00:00,9.1375,17.38617295,50.87298809,682.9682537,-1.275415742,39.01419461,0.383618639,0,0,0
 03/10  14:00:00,9.8375,17.71333978,49.21514638,670.697682,-1.252495539,37.8555878,0.383618639,0,0,0
 03/10  15:00:00,10.5375,17.99609421,48.38618377,680.5709753,-1.204415047,35.46556006,0.383618639,0,0,0
 03/10  16:00:00,11.1125,18.55637138,48.07360446,741.3913482,-1.129254145,31.88283461,0.383618639,0,0,0
 03/10  17:00:00,11.2375,18.43604139,48.89602891,739.5370843,-1.107161555,30.84517268,0.383618639,0,0,0
 03/10  18:00:00,11.075,17.85424523,48.9876737,642.3919014,-1.176623251,34.13334237,0.383618639,0,0,0
 03/10  19:00:00,10.75,17.27110089,48.78040428,530.0709436,-1.267392851,38.61551447,0.383618639,0,0,0
 03/10  20:00:00,10.4125,16.86052775,48.78531407,452.5012263,-2.340438936,89.46170262,0.383618639,0,0,0
 03/10  21:00:00,10.05,16.70180081,49.07612826,422.8763567,-2.372255106,90.36114167,0.383618639,0,0,0
 03/10  22:00:00,9.7125,16.5855856,49.71880229,414.9027838,-2.387130685,90.76070807,0.383618639,0,0,0
 03/10  23:00:00,9.4125,16.47937531,50.50029254,412.7581501,-2.400725105,91.11592349,0.383618639,0,0,0
 03/10  24:00:00,9.1125,14.82218834,56.74558077,412.2320182,-2.563859984,94.42205502,0,0,0,0
 03/11  01:00:00,8.8125,14.31553184,59.0950518,412.0594119,-1.700919591,61.80052784,0,0,0,0
 03/11  02:00:00,8.45,14.17516482,60.26955937,412.0022462,-1.724041701,63.03427785,0,0,0,0
 03/11  03:00:00,8.05,14.03038747,61.34897398,411.9816187,-1.747615284,64.28315798,0,0,0,0
 03/11  04:00:00,7.5875,13.87445374,61.95160419,411.9741818,-1.773058964,65.61922821,0,0,0,0
 03/11  05:00:00,7.025,13.69320548,62.00044788,411.971503,-1.805061841,67.28029339,0,0,0,0
 03/11  06:00:00,6.55,13.52665214,62.20349363,411.9705395,-1.83723728,68.92613056,0,0,0,0
 03/11  07:00:00,6.15,13.38293107,62.25600511,411.9701935,-1.864446309,70.29587229,0,0,0,0
 03/11  08:00:00,5.9375,14.7476849,56.16755892,411.9700638,-1.744330814,64.02881572,0.383618639,0,0,0
 03/11  09:00:00,6.0875,15.148328,54.4813702,411.9700158,-1.632257808,58.09813245,0.383618639,0,0,0
 03/11  10:00:00,6.575,16.94571781,51.65488459,619.6499737,-1.438791812,47.66225995,0.383618639,0,0,0
 03/11  11:00:00,7.3625,17.27428166,52.10008753,725.7551505,-1.295372675,40.03172796,0.383618639,0,0,0
 03/11  12:00:00,8.3875,17.60215111,50.40938159,734.2465641,-1.260285169,38.2476092,0.383618639,0,0,0
 03/11  13:00:00,9.6125,17.59484924,48.71735333,682.8598409,-1.246561511,37.55513701,0.383618639,0,0,0
 03/11  14:00:00,11.0375,18.14684041,46.11361307,670.8753607,-1.190414882,34.79361019,0.383618639,0,0,0
 03/11  15:00:00,12.6625,18.71425465,45.12845748,681.1332979,-1.0993922,30.49654096,0.383618639,0,0,0
 03/11  16:00:00,14.05,19.50279323,46.2329628,742.4666888,-0.98543499,25.54204166,0.383618639,0,0,0
 03/11  17:00:00,14.3125,19.4771981,49.1534914,740.9509413,-0.932296462,23.3588191,0.383618639,0,0,0
 03/11  18:00:00,13.7,18.85453404,51.305763,643.5077135,-0.990007355,25.72464349,0.383618639,0,0,0
 03/11  19:00:00,12.65,18.1162187,52.76783316,530.6384591,-1.089308729,30.04976338,0.383618639,0,0,0
 03/11  20:00:00,11.5125,17.47712166,54.21594171,452.6917976,-2.186877757,84.4215685,0.383618639,0,0,0
 03/11  21:00:00,10.475,17.07233683,55.52482234,422.9220023,-2.250320139,86.65697522,0.383618639,0,0,0
 03/11  22:00:00,9.6625,16.75949583,56.25972174,414.9101778,-2.29596683,88.13341903,0.383618639,0,0,0
 03/11  23:00:00,9.2125,16.57574394,56.52030377,412.7584241,-2.326885352,89.07343905,0.383618639,0,0,0
 03/11  24:00:00,8.975,14.98490991,62.30711913,412.231689,-2.487826587,92.92274357,0,0,0,0
 03/12  01:00:00,8.9,14.55520362,63.52101921,412.0592038,-1.616975539,57.268441,0,0,0,0
 03/12  02:00:00,8.9625,14.52812542,63.57004838,412.002169,-1.627821421,57.85754107,0,0,0,0
 03/12  03:00:00,9,14.50893046,63.81553629,411.9816048,-1.633249133,58.15203029,0,0,0,0
 03/12  04:00:00,8.9375,14.46712576,64.12295234,411.9741865,-1.641578191,58.60351144,0,0,0,0
 03/12  05:00:00,8.8375,14.41325325,64.71835377,411.9715101,-1.651813898,59.15760195,0,0,0,0
 03/12  06:00:00,8.675,14.34570275,65.77683526,411.9705446,-1.661833499,59.69906793,0,0,0,0
 03/12  07:00:00,8.5375,14.27874075,66.85962929,411.9701964,-1.672717607,60.28613353,0,0,0,0
 03/12  08:00:00,8.4375,15.72633306,61.19897852,411.9700651,-1.536060679,52.86594233,0.383618639,0,0,0
 03/12  09:00:00,8.4625,16.12472655,59.37634798,411.9700162,-1.420706257,46.61849063,0.383618639,0,0,0
 03/12  10:00:00,8.8125,17.87865195,55.83128929,619.8108305,-1.237538722,37.28059153,0.383618639,0,0,0
 03/12  11:00:00,9.5625,18.18508809,56.48767616,726.2330164,-1.099156202,30.47670603,0.383618639,0,0,0
 03/12  12:00:00,10.525,18.47291793,55.4540654,734.8296693,-1.067251958,29.0392076,0.383618639,0,0,0
 03/12  13:00:00,11.65,18.44086345,54.39103821,683.4005109,-1.056403362,28.55616358,0.383618639,0,0,0
 03/12  14:00:00,12.725,18.88012212,52.29741261,671.2602431,-1.015015025,26.76518038,0.383618639,0,0,0
 03/12  15:00:00,13.5375,19.23474628,51.05597519,681.2121768,-0.955188121,24.27480277,0.383618639,0,0,0
 03/12  16:00:00,13.9875,19.75982169,50.14027978,742.0627372,-0.88381648,21.50780361,0.383618639,0,0,0
 03/12  17:00:00,13.975,19.62229154,50.33924302,740.2112582,-0.869300112,20.95474407,0.383618639,0,0,0
 03/12  18:00:00,13.5875,19.03363733,50.29731572,642.9084551,-0.938644856,23.63514687,0.383618639,0,0,0
 03/12  19:00:00,13.025,18.42614229,50.28960464,530.3476166,-1.032465087,27.5240033,0.383618639,0,0,0
 03/12  20:00:00,12.3625,17.92025685,50.86417032,452.6090627,-2.111748929,81.53274218,0.383618639,0,0,0
 03/12  21:00:00,11.6625,17.62384286,51.43381715,422.9077782,-2.163029907,83.54601069,0.383618639,0,0,0
 03/12  22:00:00,11.025,17.39080942,52.20847515,414.9103302,-2.196426088,84.78310773,0.383618639,0,0,0
 03/12  23:00:00,10.55,17.20979746,52.93348377,412.7595794,-2.222569508,85.7128532,0.383618639,0,0,0
 03/12  24:00:00,10.2125,15.53920791,59.21823318,412.2325602,-2.387956099,90.50578813,0,0,0,0
 03/13  01:00:00,9.9125,15.02434438,61.45193358,412.0597317,-1.525791852,52.30294703,0,0,0,0
 03/13  02:00:00,9.675,14.91021182,62.21250167,412.0024118,-1.548255973,53.5264447,0,0,0,0
 03/13  03:00:00,9.475,14.82010679,63.03679238,411.981703,-1.564217211,54.39623931,0,0,0,0
 03/13  04:00:00,9.275,14.7353282,63.90164354,411.9742239,-1.578369332,55.16739069,0,0,0,0
 03/13  05:00:00,9.1375,14.6653402,64.81952923,411.971524,-1.590864786,55.84799901,0,0,0,0
 03/13  06:00:00,8.975,14.59394918,65.83404404,411.9705497,-1.6016967,56.43761769,0,0,0,0
 03/13  07:00:00,8.8375,14.52464966,66.65258965,411.9701982,-1.614125056,57.11356226,0,0,0,0
 03/13  08:00:00,8.8,15.9705716,60.87253385,411.9700657,-1.479811689,49.83177369,0.383618639,0,0,0
 03/13  09:00:00,8.8625,16.37448386,59.05159665,411.9700163,-1.365112091,43.6619802,0.383618639,0,0,0
 03/13  10:00:00,9.0875,18.0869332,55.88925292,619.8189581,-1.184491103,34.68688,0.383618639,0,0,0
 03/13  11:00:00,9.45,18.2930579,56.75122318,726.1414863,-1.058000948,28.62715597,0.383618639,0,0,0
 03/13  12:00:00,9.9125,18.44196857,55.79132022,734.50153,-1.047592783,28.16726305,0.383618639,0,0,0
 03/13  13:00:00,10.5375,18.26275226,54.89194213,682.8550351,-1.059284792,28.6861554,0.383618639,0,0,0
 03/13  14:00:00,11.3625,18.60333567,53.08440496,670.6210787,-1.036726111,27.69771866,0.383618639,0,0,0
 03/13  15:00:00,12.3875,18.95012122,52.79979275,680.6301696,-0.981359043,25.3466913,0.383618639,0,0,0
 03/13  16:00:00,13.3,19.61507718,53.44352449,741.6235277,-0.885365733,21.57845082,0.383618639,0,0,0
 03/13  17:00:00,13.5375,19.5597879,55.02674355,739.857172,-0.846148206,20.11002968,0.383618639,0,0,0
 03/13  18:00:00,13.3125,19.00728215,55.31770214,642.6380169,-0.908916941,22.46986301,0.383618639,0,0,0
 03/13  19:00:00,12.95,18.45326846,55.04442363,530.2043004,-0.996895996,26.00612324,0.383618639,0,0,0
 03/13  20:00:00,12.55,18.03174479,55.05513504,452.5598104,-2.068515309,79.7517331,0.383618639,0,0,0
 03/13  21:00:00,12.15,17.82453815,55.20872525,422.898527,-2.108270308,81.40310565,0.383618639,0,0,0
 03/13  22:00:00,11.8125,17.69790525,55.35796368,414.9107704,-2.128997378,82.2323279,0.383618639,0,0,0
 03/13  23:00:00,11.575,17.61206568,55.3917607,412.7609153,-2.143109932,82.78501583,0.383618639,0,0,0
 03/13  24:00:00,11.375,15.98607506,61.32829788,412.2335335,-2.299274228,87.96079104,0,0,0,0
 03/14  01:00:00,11.175,15.45884011,63.28508174,412.0603305,-1.440254473,47.66845221,0,0,0,0
 03/14  02:00:00,10.975,15.35952844,63.78454243,412.0027272,-1.460498949,48.75990103,0,0,0,0
 03/14  03:00:00,10.775,15.27149377,64.40366579,411.9818529,-1.476230329,49.61082367,0,0,0,0
 03/14  04:00:00,10.5125,15.17407136,64.92116648,411.9742906,-1.492460759,50.490844,0,0,0,0
 03/14  05:00:00,10.15,15.05215117,65.46645022,411.971552,-1.512009955,51.55301244,0,0,0,0
 03/14  06:00:00,9.8125,14.93011575,65.91414258,411.9705609,-1.533937545,52.7464323,0,0,0,0
 03/14  07:00:00,9.575,14.83211041,66.29388485,411.9702026,-1.55298721,53.78425437,0,0,0,0
 03/14  08:00:00,9.4375,16.25896984,60.34849215,411.9700672,-1.423760639,46.83022666,0.383618639,0,0,0
 03/14  09:00:00,9.7125,16.72932847,58.50503427,411.9700167,-1.303554152,40.45220345,0.383618639,0,0,0
 03/14  10:00:00,10.4,18.53460114,55.97456035,619.9841284,-1.106020407,31.02486954,0.383618639,0,0,0
 03/14  11:00:00,11.2625,18.8534863,57.67320602,726.7684163,-0.960414734,24.48407211,0.383618639,0,0,0
 03/14  12:00:00,12.1625,19.12584876,56.98158764,735.4496314,-0.926173168,23.12029464,0.383618639,0,0,0
 03/14  13:00:00,13.0625,19.09924698,55.82412264,683.9039028,-0.915058377,22.68523277,0.383618639,0,0,0
 03/14  14:00:00,13.9,19.50916296,53.73568308,671.5561168,-0.875687387,21.19548069,0.383618639,0,0,0
 03/14  15:00:00,14.6375,19.82581433,52.27040374,681.4154502,-0.824833247,19.35402332,0.383618639,0,0,0
 03/14  16:00:00,15.275,20.38467315,51.14237737,742.3213549,-0.75206254,16.93149704,0.383618639,0,0,0
 03/14  17:00:00,15.625,20.36375076,50.93796535,740.6366709,-0.723515903,16.01786594,0.383618639,0,0,0
 03/14  18:00:00,15.575,19.9230853,50.37036344,643.4057852,-0.772826112,17.60372707,0.383618639,0,0,0
 03/14  19:00:00,15.25,19.44311637,49.56020605,528.3747226,-0.848863325,20.21926677,0.383618639,0,0,0
 03/14  20:00:00,14.725,19.07110796,48.97446877,452.8239456,-1.910921224,72.57934217,0.383618639,0,0,0
 03/14  21:00:00,14.125,18.83620639,48.99399637,422.9989203,-1.952151761,74.55347265,0.383618639,0,0,0
 03/14  22:00:00,13.5875,18.63496935,49.71405535,414.9445731,-1.979434088,75.82317335,0.383618639,0,0,0
 03/14  23:00:00,13.0875,18.44002473,50.73340081,412.7715414,-2.003176314,76.90422021,0.383618639,0,0,0
 03/14  24:00:00,12.65,16.67114336,57.28092841,412.2391591,-2.172496418,83.61586903,0,0,0,0
 03/15  01:00:00,12.25,16.01180953,60.63335232,412.0619268,-1.329937335,41.81884534,0,0,0,0
 03/15  02:00:00,11.85,15.85731734,62.47923009,412.0033652,-1.352922433,43.02053518,0,0,0,0
 03/15  03:00:00,11.3875,15.70226882,64.32175348,411.9820982,-1.372794804,44.06785595,0,0,0,0
 03/15  04:00:00,10.825,15.52178064,65.95936174,411.9743811,-1.397393218,45.37334955,0,0,0,0
 03/15  05:00:00,10.225,15.33053516,67.27821382,411.9715841,-1.425739313,46.88864959,0,0,0,0
 03/15  06:00:00,9.625,15.13707028,68.21860414,411.9705719,-1.456475379,48.54290881,0,0,0,0
 03/15  07:00:00,9.2125,14.9817343,68.5312011,411.9702062,-1.487011385,50.19526391,0,0,0,0
 03/15  08:00:00,8.975,16.33431552,62.27756037,411.9700683,-1.368718185,43.91354342,0.383618639,0,0,0
 03/15  09:00:00,9.2125,16.75106211,60.1112359,411.970017,-1.260606125,38.26076865,0.383618639,0,0,0
 03/15  10:00:00,9.775,18.56476101,56.63619242,619.8561335,-1.064279232,29.15436045,0.383618639,0,0,0
 03/15  11:00:00,10.375,18.85982234,56.89362498,726.293073,-0.924871943,23.06757673,0.383618639,0,0,0
 03/15  12:00:00,11.1,19.09383054,54.49870525,734.768337,-0.904677522,22.28537751,0.383618639,0,0,0
 03/15  13:00:00,12.0875,19.03980494,51.55504218,683.2544504,-0.906206838,22.34524604,0.383618639,0,0,0
 03/15  14:00:00,13.5,19.59517009,48.17254663,671.1866499,-0.863993509,20.77259552,0.383618639,0,0,0
 03/15  15:00:00,15.475,20.30370765,46.88325179,681.4948902,-0.7612474,17.23368685,0.383618639,0,0,0
 03/15  16:00:00,17.4875,21.34919542,47.74907316,743.0267977,-0.59242228,12.42979974,0.383618639,0,0,0
 03/15  17:00:00,18.075,21.52924327,49.71678953,741.6595965,-0.49519739,10.12461524,0.383618639,0,0,0
 03/15  18:00:00,17.625,21.04392282,49.79755762,644.1356806,-0.540110728,11.12619036,0.383618639,0,0,0
 03/15  19:00:00,16.9,20.45428539,49.41467897,531.1148216,-0.635364263,13.49638901,0.383618639,0,0,0
 03/15  20:00:00,16.1,19.97758632,49.31336457,452.977658,-1.715198248,62.56063679,0.383618639,0,0,0
 03/15  21:00:00,15.3,19.69056981,49.48409626,423.0511626,-1.762122708,65.04607822,0.383618639,0,0,0
 03/15  22:00:00,14.625,19.45492384,49.57581762,414.9601261,-1.7957202,66.7980239,0.383618639,0,0,0
 03/15  23:00:00,14.025,19.24343809,49.22320647,412.7758751,-1.825873723,68.34783156,0.383618639,0,0,0
 03/15  24:00:00,13.55,17.41773808,54.12163675,412.2406436,-2.003786414,76.67609825,0,0,0,0
 03/16  01:00:00,13.15,16.72244613,55.16645231,412.0624649,-1.17544787,34.0581543,0,0,0,0
 03/16  02:00:00,12.6875,16.56029181,54.27800185,412.0035663,-1.208515597,35.66585151,0,0,0,0
 03/16  03:00:00,12.1875,16.39593534,53.57810821,411.9821711,-1.240774682,37.26437045,0,0,0,0
 03/16  04:00:00,11.625,16.22102553,53.44093678,411.974408,-1.27094763,38.78460187,0,0,0,0
 03/16  05:00:00,10.9,16.00300552,53.69989088,411.971594,-1.306003588,40.57902449,0,0,0,0
 03/16  06:00:00,10.225,15.78135946,54.26662881,411.9705754,-1.344825359,42.59655526,0,0,0,0
 03/16  07:00:00,9.75,15.61152083,54.73312247,411.9702074,-1.376413701,44.25940978,0,0,0,0
 03/16  08:00:00,9.475,16.91413837,50.29051717,411.9700687,-1.262537559,38.44485007,0.383618639,0,0,0
 03/16  09:00:00,9.9625,17.37217064,49.24858434,411.9700171,-1.150786912,32.88076093,0.383618639,0,0,0
 03/16  10:00:00,11.2375,19.34350631,47.98234758,618.3090309,-0.933885488,23.7519473,0.383618639,0,0,0
 03/16  11:00:00,12.8625,19.97789505,49.79354587,726.9593958,-0.740620053,16.55236583,0.383618639,0,0,0
 03/16  12:00:00,14.5625,20.56267463,49.42221159,735.9325344,-0.658649399,14.12866767,0.383618639,0,0,0
 03/16  13:00:00,16.1375,20.8002918,47.87946355,684.5988592,-0.605003974,12.67719888,0.383618639,0,0,0
 03/16  14:00:00,17.5125,21.36494769,45.06461254,672.3889483,-0.543924969,11.20463265,0.383618639,0,0,0
 03/16  15:00:00,18.625,21.80042142,43.10128217,682.438722,-0.476940682,9.756163165,0.383618639,0,0,0
 03/16  16:00:00,19.25,22.35371268,42.17173729,745.3577066,-0.398709087,8.327789311,0.383618639,0,0,0
 03/16  17:00:00,19.2125,22.25676108,41.97067652,741.8776067,-0.378840992,7.990579159,0.383618639,0,0,0
 03/16  18:00:00,18.725,21.77241709,41.66930373,644.3240842,-0.431256988,8.89557078,0.383618639,0,0,0
 03/16  19:00:00,17.875,21.21241002,42.10124805,528.8593921,-0.505907336,10.3645214,0.383618639,0,0,0
 03/16  20:00:00,16.875,20.7213417,43.27245252,453.0085857,-1.573520573,54.9030168,0.383618639,0,0,0
 03/16  21:00:00,15.8125,20.34008823,45.25574706,423.0534549,-1.623761349,57.63669729,0.383618639,0,0,0
 03/16  22:00:00,14.775,19.95935682,47.86753392,414.9572394,-1.665352228,59.88837057,0.383618639,0,0,0
 03/16  23:00:00,13.9,19.59838763,50.39500704,412.7736335,-1.706278196,62.08667884,0.383618639,0,0,0
 03/16  24:00:00,13.1625,17.69119197,58.32838766,412.2394204,-1.88905171,71.32287696,0,0,0,0
 03/17  01:00:00,12.5875,16.97657776,62.78906986,412.0618389,-1.052589661,28.38695424,0,0,0,0
 03/17  02:00:00,12.0875,16.79396782,65.35414915,412.003261,-1.076628899,29.45558637,0,0,0,0
 03/17  03:00:00,11.7125,16.64844914,67.38609637,411.9820326,-1.097521671,30.40109746,0,0,0,0
 03/17  04:00:00,11.475,16.54220257,69.25828647,411.9743502,-1.112828121,31.10336383,0,0,0,0
 03/17  05:00:00,11.275,16.4507003,70.7971607,411.9715721,-1.125924288,31.71054657,0,0,0,0
 03/17  06:00:00,11.1375,16.37717432,71.6418328,411.9705679,-1.138711636,32.3088243,0,0,0,0
 03/17  07:00:00,11.1,16.32995959,71.70909547,411.9702051,-1.150799741,32.8792452,0,0,0,0
 03/17  08:00:00,11.1,17.69955686,65.11699104,411.970068,-1.029363771,27.50409002,0.383618639,0,0,0
 03/17  09:00:00,11.2875,18.11421602,62.44543328,411.9700169,-0.92426673,23.04227298,0.383618639,0,0,0
 03/17  10:00:00,11.7125,19.8363977,58.88407975,619.8316312,-0.746282435,17.00427998,0.383618639,0,0,0
 03/17  11:00:00,12.275,20.10718874,59.16907001,726.2186298,-0.616382456,12.97246906,0.383618639,0,0,0
 03/17  12:00:00,12.875,20.32826547,57.2441015,734.6383983,-0.599321452,12.53323461,0.383618639,0,0,0
 03/17  13:00:00,13.6,20.25964132,55.30646405,682.9990397,-0.601968301,12.60185333,0.383618639,0,0,0
 03/17  14:00:00,14.4,20.63943664,52.96338698,670.7225647,-0.573705206,11.90212718,0.383618639,0,0,0
 03/17  15:00:00,15.325,20.9991186,51.78126968,680.6503085,-0.521839366,10.70061054,0.383618639,0,0,0
 03/17  16:00:00,16.1375,21.59133201,51.71073091,741.5881609,-0.439415534,9.049724315,0.383618639,0,0,0
 03/17  17:00:00,16.275,21.51632912,52.56360075,739.7882148,-0.410279573,8.51082821,0.383618639,0,0,0
 03/17  18:00:00,15.95,20.99083166,52.39509275,642.5384496,-0.47149112,9.664990999,0.383618639,0,0,0
 03/17  19:00:00,15.425,20.42999049,51.56282803,527.7389098,-0.560770222,11.60399887,0.383618639,0,0,0
 03/17  20:00:00,14.7625,19.97141258,51.21569467,452.4781982,-1.637019089,58.35471001,0.383618639,0,0,0
 03/17  21:00:00,14.125,19.67086355,51.48170251,422.8557158,-1.68991518,61.2102817,0.383618639,0,0,0
 03/17  22:00:00,13.5875,19.42281422,52.05255907,414.893062,-1.725970057,63.13644831,0.383618639,0,0,0
 03/17  23:00:00,13.15,19.19615375,52.79531051,412.7544163,-1.757642667,64.81111598,0.383618639,0,0,0
 03/17  24:00:00,12.8125,17.48566817,59.15127342,412.2310953,-1.927019096,73.17874146,0,0,0,0
 03/18  01:00:00,12.5125,16.95092101,61.70659133,412.0594734,-1.065618881,28.96360007,0,0,0,0
 03/18  02:00:00,12.275,16.83235635,62.90034929,412.002403,-1.086941068,29.92026009,0,0,0,0
 03/18  03:00:00,12.0125,16.72290887,64.08783845,411.9817296,-1.104017821,30.69826613,0,0,0,0
 03/18  04:00:00,11.7125,16.60397843,65.4278954,411.9742434,-1.122175038,31.53636405,0,0,0,0
 03/18  05:00:00,11.35,16.47217083,66.73790526,411.971534,-1.141532226,32.44188451,0,0,0,0
 03/18  06:00:00,11.0125,16.34404259,67.90874362,411.9705541,-1.162168387,33.42021509,0,0,0,0
 03/18  07:00:00,10.775,16.23866133,68.83616231,411.9702,-1.180742187,34.31212624,0,0,0,0
 03/18  08:00:00,10.6375,17.55609307,63.3299789,411.9700663,-1.064379584,29.03178055,0.383618639,0,0,0
 03/18  09:00:00,10.975,17.98910217,61.58852132,411.9700165,-0.955947851,24.30365781,0.383618639,0,0,0
 03/18  10:00:00,11.7625,19.80698105,58.69571423,619.8968882,-0.758402669,17.41977544,0.383618639,0,0,0
 03/18  11:00:00,12.7875,20.22404866,59.49668159,726.5190118,-0.605795574,12.69751048,0.383618639,0,0,0
 03/18  12:00:00,13.8875,20.62283721,57.84075098,735.1671509,-0.557382623,11.51259332,0.383618639,0,0,0
 03/18  13:00:00,15.1125,20.7492115,55.47402297,683.6770412,-0.528875866,10.85271334,0.383618639,0,0,0
 03/18  14:00:00,16.5375,21.31511409,52.66856099,671.5406431,-0.474860628,9.722106226,0.383618639,0,0,0
