日期/时间,环境:场地室外空气干球温度[C](小时),热区:空间102:区平均气温[C](小时),热区:空间102:区域空气相对湿度[%](小时),热区:空间102:区空气CO2浓度[ppm](小时),人:区域热舒适Fanger模型PMV[](小时),人:区域热舒适Fanger模型PPD[%](小时),DOAS供电风机:风机电能[KWh](小时),VRF热泵:VRF热泵冷却电能[kwh](小时),VRF热泵:VRF热泵加热电能[kwh](小时)
 10/18  12:00:00,19.1875,24.00114077,71.80113718,754.9811818,-1.277253346,39.10444775,0.09590466,1.968059894,0
 10/18  13:00:00,19.2375,24.0013247,71.46099315,721.8507171,-1.272416235,38.8582762,0.09590466,0.818746232,0
 10/18  14:00:00,18.95,24.0014853,70.1487903,705.6059425,-1.278916812,39.18899925,0.09590466,1.03947149,0
 10/18  15:00:00,18.425,24.0015297,68.52420312,710.8280109,-1.287252412,39.61459858,0.09590466,0.543279397,0
 10/18  16:00:00,17.825,24.00170443,67.57663865,763.9395766,-1.292563949,39.88652745,0.09590466,1.219825867,0
 10/18  17:00:00,17.2875,23.92680365,66.11825689,771.6996893,-1.308615972,40.71349138,0.09590466,0,0
 10/18  18:00:00,16.7875,23.40274215,65.01595771,688.3185185,-1.39430699,45.22140949,0.09590466,0,0
 10/18  19:00:00,16.475,22.89675535,63.71195472,576.3980349,-1.508790865,51.38087618,0.09590466,0,0
 10/18  20:00:00,16.4,22.59881257,62.82957934,488.2311654,-1.587368203,55.65723264,0.09590466,0,0
 10/18  21:00:00,16.525,22.54599863,62.7594969,441.9601645,-1.614797193,57.15011854,0.09590466,0,0
 10/18  22:00:00,16.6625,22.5739647,63.31596129,422.5607702,-0.575159271,11.93071439,0.09590466,0,0
 10/18  23:00:00,16.6375,22.56445802,64.10774703,414.41981,-0.572685266,11.87064652,0.09590466,0,0
 10/18  24:00:00,16.475,20.63237928,72.69638913,410.9533203,-0.790823228,18.68420157,0,0,0
 10/19  01:00:00,16.275,19.91233911,75.96826033,409.3577783,-1.017372597,26.85943476,0,0,0
 10/19  02:00:00,16.0125,19.77941429,76.43055753,408.8306437,-1.051833569,28.35393082,0,0,0
 10/19  03:00:00,15.7125,19.64666115,76.43943509,408.6391182,-1.08599389,29.87857659,0,0,0
 10/19  04:00:00,15.475,19.53292589,76.14357276,408.5695807,-1.118971238,31.38837747,0,0,0
 10/19  05:00:00,15.275,19.43287148,75.96807624,408.5443526,-1.147573802,32.72741538,0,0,0
 10/19  06:00:00,15.075,19.33456469,75.59904876,408.5352024,-1.176345898,34.10064536,0,0,0
 10/19  07:00:00,14.9375,19.25101838,75.18684699,408.5318852,-1.203589451,35.42371131,0,0,0
 10/19  08:00:00,14.9,20.76130017,67.93282591,408.5307375,-2.081842123,79.9962803,0.09590466,0,0
 10/19  09:00:00,15.4625,21.55342677,64.71852698,408.5302924,-1.887940507,71.45149881,0.09590466,0,0
 10/19  10:00:00,16.425,23.14675522,63.54476695,600.730551,-1.648456032,58.90122531,0.09590466,0,0
 10/19  11:00:00,17.1125,23.48298162,66.13538624,725.3076101,-1.477159769,49.66118255,0.09590466,0,0
 10/19  12:00:00,17.4875,23.62305851,66.43596102,754.551615,-1.445140146,47.93179029,0.09590466,0,0
 10/19  13:00:00,17.7875,23.50077655,65.61021079,720.9963946,-1.450973548,48.24678288,0.09590466,0,0
 10/19  14:00:00,18.0875,23.65422725,63.95738407,704.9402362,-1.446534548,48.0069884,0.09590466,0,0
 10/19  15:00:00,18.575,23.83892296,63.43013514,710.6507689,-1.412742586,46.19300806,0.09590466,0,0
 10/19  16:00:00,19.175,23.99457114,65.37158662,764.5882448,-1.36459564,43.63612723,0.09590466,1.661911491,0
 10/19  17:00:00,19.275,24.00099,67.54038637,773.2639783,-1.339168302,42.29980871,0.09590466,0.929177066,0
 10/19  18:00:00,18.8875,23.73510352,68.3945296,690.1138232,-1.3653577,43.67866711,0.09590466,0,0
 10/19  19:00:00,18.325,23.28599839,68.73175877,577.8345906,-1.443449636,47.84506214,0.09590466,0,0
 10/19  20:00:00,17.6625,22.88648046,68.87369803,489.1299234,-1.524721886,52.24558549,0.09590466,0,0
 10/19  21:00:00,17.0875,22.63374548,68.67113138,442.4164584,-1.584760108,55.51536922,0.09590466,0,0
 10/19  22:00:00,16.7125,22.47278139,68.41283168,422.7662758,-0.586391759,12.20815445,0.09590466,0,0
 10/19  23:00:00,16.5375,22.38032862,67.9445226,414.5083434,-0.61138876,12.84091167,0.09590466,0,0
 10/19  24:00:00,16.5,20.46930935,75.22089567,410.990266,-0.837268743,20.28756474,0,0,0
 10/20  01:00:00,16.5,19.8044081,76.77228838,409.3708668,-1.062009037,28.80413997,0,0,0
 10/20  02:00:00,16.5,19.74807435,75.43062431,408.8357484,-1.090386651,30.07678252,0,0,0
 10/20  03:00:00,16.4375,19.69337353,74.12063043,408.6411849,-1.114146517,31.1648026,0,0,0
 10/20  04:00:00,16.2125,19.60079783,73.1230326,408.5704236,-1.141736678,32.45228808,0,0,0
 10/20  05:00:00,15.9125,19.48168386,72.26790551,408.5446881,-1.175488353,34.05976062,0,0,0
 10/20  06:00:00,15.55,19.34797318,71.37977677,408.5353331,-1.211185105,35.79750074,0,0,0
 10/20  07:00:00,15.2125,19.21244287,70.59188912,408.5319349,-1.250112969,37.73280664,0,0,0
 10/20  08:00:00,15.0375,20.70944368,63.62531349,408.5307574,-2.135714556,82.15581732,0.09590466,0,0
 10/20  09:00:00,15.4375,21.48003309,60.65047005,408.5303003,-1.941699822,74.05109863,0.09590466,0,0
 10/20  10:00:00,16.2,22.99810104,60.05363433,600.8245191,-1.714176693,62.39320473,0.09590466,0,0
 10/20  11:00:00,16.8125,23.29768928,63.05592092,725.4411998,-1.550746075,53.66212943,0.09590466,0,0
 10/20  12:00:00,17.125,23.41672111,63.81687131,754.6544929,-1.520773708,52.02986045,0.09590466,0,0
 10/20  13:00:00,17.325,23.25458906,63.4582136,721.0092615,-1.532252137,52.65502376,0.09590466,0,0
 10/20  14:00:00,17.4625,23.36328886,62.08775625,704.8735738,-1.533922874,52.74568808,0.09590466,0,0
 10/20  15:00:00,17.625,23.46583508,61.21862948,710.427491,-1.514803166,51.70489856,0.09590466,0,0
 10/20  16:00:00,17.825,23.80086637,61.00096206,764.0031643,-1.463663434,48.93371817,0.09590466,0,0
 10/20  17:00:00,17.8375,23.71216806,61.8438678,772.2776005,-1.44488783,47.91828713,0.09590466,0,0
 10/20  18:00:00,17.675,23.27531811,61.98442759,689.1766313,-1.51009376,51.4516168,0.09590466,0,0
 10/20  19:00:00,17.475,22.85506261,61.41510576,577.1897356,-1.59892534,56.28552177,0.09590466,0,0
 10/20  20:00:00,17.2125,22.55547577,61.05929189,488.767914,-1.667382873,59.99690758,0.09590466,0,0
 10/20  21:00:00,16.975,22.41461484,61.02870385,442.2471064,-1.705327318,62.03644281,0.09590466,0,0
 10/20  22:00:00,16.775,22.33124745,61.32343292,422.6955465,-0.685940208,14.89168042,0.09590466,0,0
 10/20  23:00:00,16.575,22.25353193,61.58457662,414.4792851,-0.700350715,15.31589627,0.09590466,0,0
 10/20  24:00:00,16.4375,20.32880063,69.3933287,411.0119813,-0.922666703,23.43999836,0,0,0
 10/21  01:00:00,16.3375,19.60875169,72.77770379,409.3675633,-1.148996359,32.79515496,0,0,0
 10/21  02:00:00,16.175,19.50705345,73.41946328,408.8346359,-1.175513209,34.06034257,0,0,0
 10/21  03:00:00,15.975,19.40819045,73.84367333,408.6407616,-1.200027791,35.24940774,0,0,0
 10/21  04:00:00,15.7125,19.29937343,74.3220971,408.5702537,-1.224769359,36.46745329,0,0,0
 10/21  05:00:00,15.4125,19.17596549,74.79276723,408.5446202,-1.253480333,37.9016457,0,0,0
 10/21  06:00:00,15.175,19.06728401,75.16892669,408.535307,-1.281450704,39.31867525,0,0,0
 10/21  07:00:00,14.975,18.97247807,75.54070758,408.5319257,-1.304913791,40.5219838,0,0,0
 10/21  08:00:00,14.8375,20.48577491,68.39446102,408.5307539,-2.182596208,83.92070441,0.09590466,0,0
 10/21  09:00:00,15.3,21.26589365,65.24934744,408.5302988,-1.986315889,76.12862967,0.09590466,0,0
 10/21  10:00:00,16.225,22.82604215,64.00232103,600.9131326,-1.753557023,64.44670255,0.09590466,0,0
 10/21  11:00:00,17.0375,23.18418873,66.3046229,725.6797889,-1.581121085,55.31728525,0.09590466,0,0
 10/21  12:00:00,17.675,23.38787505,66.16057188,755.0684195,-1.541990563,53.18520747,0.09590466,0,0
 10/21  13:00:00,18.15,23.31977158,64.92233025,721.5909263,-1.538034964,52.96978709,0.09590466,0,0
 10/21  14:00:00,18.55,23.50936034,62.42647962,705.5610927,-1.529698301,52.51572273,0.09590466,0,0
 10/21  15:00:00,18.95,23.68730036,60.72177246,711.2688988,-1.499835163,50.89134962,0.09590466,0,0
 10/21  16:00:00,19.2875,23.98288036,60.45658126,765.0900394,-1.448833574,48.13235038,0.09590466,0.514175156,0
 10/21  17:00:00,19.275,23.95736626,61.0108072,773.560402,-1.429639497,47.09757616,0.09590466,0,0
 10/21  18:00:00,18.95,23.53874666,61.14605062,690.3228152,-1.483679517,50.01846945,0.09590466,0,0
 10/21  19:00:00,18.4875,23.08380643,60.9498713,577.9991876,-1.573400092,54.89631313,0.09590466,0,0
 10/21  20:00:00,18.05,22.74727573,61.01133914,489.2392768,-1.646325572,58.85929961,0.09590466,0,0
 10/21  21:00:00,17.775,22.60170087,61.68183695,442.4986788,-1.68125701,60.74575219,0.09590466,0,0
 10/21  22:00:00,17.7625,22.56854486,62.94655004,422.8275772,-0.650202213,13.87817861,0.09590466,0,0
 10/21  23:00:00,17.7375,22.56324478,64.61195538,414.5494732,-0.640675705,13.61736947,0.09590466,0,0
 10/21  24:00:00,17.575,20.64368342,73.99750716,411.0478147,-0.84732164,20.6134184,0,0,0
 10/22  01:00:00,17.25,19.82794175,78.11782613,409.3822054,-1.084171849,29.7981804,0,0,0
 10/22  02:00:00,16.9125,19.67085241,78.40440684,408.8405883,-1.124209242,31.63180675,0,0,0
 10/22  03:00:00,16.7375,19.57415663,78.49831258,408.6431433,-1.151820868,32.92798671,0,0,0
 10/22  04:00:00,16.6375,19.50980061,78.86199774,408.5712143,-1.169469462,33.76945605,0,0,0
 10/22  05:00:00,16.4125,19.41889194,79.29962772,408.5450089,-1.188807495,34.70305534,0,0,0
 10/22  06:00:00,16.1125,19.30183412,79.27160198,408.5354618,-1.216770542,36.07199936,0,0,0
 10/22  07:00:00,15.8125,19.18319059,78.69954346,408.531986,-1.24859758,37.65648853,0,0,0
 10/22  08:00:00,15.5125,20.73058238,70.39336011,408.5307787,-2.129747229,81.90494577,0.09590466,0,0
 10/22  09:00:00,15.3375,21.3700277,66.61558074,408.5303088,-1.947596783,74.33859574,0.09590466,0,0
 10/22  10:00:00,15.1125,22.59200208,64.69522985,604.0736728,-1.778816819,65.80288456,0.09590466,0,0
 10/22  11:00:00,14.6875,22.54713801,66.07986647,723.4495436,-1.691722765,61.30587106,0.09590466,0,0
 10/22  12:00:00,14.4375,22.4531231,65.39527997,752.9531049,-1.722758393,62.96634723,0.09590466,0,0
 10/22  13:00:00,14.65,22.22036319,64.57602112,719.4245438,-1.760364833,64.95100759,0.09590466,0,0
 10/22  14:00:00,15.05,22.38445199,63.38474254,703.6070773,-1.758485563,64.85421967,0.09590466,0,0
 10/22  15:00:00,15.5125,22.57756113,63.27342011,709.4452634,-1.719214665,62.77681792,0.09590466,0,0
 10/22  16:00:00,15.8875,22.99311277,63.57800684,763.2042209,-1.648328037,58.96488661,0.09590466,0,0
 10/22  17:00:00,16.0625,22.93611264,64.53133196,771.4646582,-1.622283047,57.55658452,0.09590466,0,0
 10/22  18:00:00,16.0375,22.50544936,64.5645216,688.3751235,-1.68620192,61.00475179,0.09590466,0,0
 10/22  19:00:00,15.9375,22.07642178,63.69693432,576.516743,-1.779367497,65.93996543,0.09590466,0,0
 10/22  20:00:00,15.775,21.77759822,62.61869381,488.2882022,-1.852806214,69.70777063,0.09590466,0,0
 10/22  21:00:00,15.575,21.63511455,61.58781472,441.9558782,-1.897205637,71.91579927,0.09590466,0,0
 10/22  22:00:00,15.375,21.54083565,60.97145519,422.5355318,-0.885056317,21.5386295,0.09590466,0,0
 10/22  23:00:00,15.175,21.44960951,60.82848042,414.3969281,-0.906069959,22.33674273,0.09590466,0,0
 10/22  24:00:00,14.975,19.54156437,68.1833019,410.9397812,-1.135094206,32.52204607,0,0,0
 10/23  01:00:00,14.8375,18.88184265,71.02621618,409.3517161,-1.35299638,43.02508621,0,0,0
 10/23  02:00:00,14.675,18.77627634,71.68510171,408.8280468,-1.381305545,44.51849287,0,0,0
 10/23  03:00:00,14.475,18.67471985,72.34134145,408.6380754,-1.405925409,45.82819346,0,0,0
 10/23  04:00:00,14.275,18.57592681,72.95408247,408.5691749,-1.430223765,47.12919159,0,0,0
 10/23  05:00:00,14.075,18.47802713,73.62556023,408.5441951,-1.453721917,48.39411909,0,0,0
 10/23  06:00:00,13.875,18.38236111,73.86288308,408.5351413,-1.477992179,49.70637474,0,0,0
 10/23  07:00:00,13.675,18.28974849,73.62841302,408.5318612,-1.503346674,51.08210438,0,0,0
 10/23  08:00:00,13.6,19.74312608,66.31315326,408.5307271,-2.38744795,90.43372439,0.09590466,0,0
 10/23  09:00:00,14.225,20.48264975,62.52968046,408.5302874,-2.205611177,85.10145338,0.09590466,0,0
 10/23  10:00:00,15.2875,22.20927364,59.89923325,601.1747898,-1.954245796,74.33124444,0.09590466,0,0
 10/23  11:00:00,16.1375,22.61974336,60.57186593,725.9935413,-1.773353034,65.635068,0.09590466,0,0
 10/23  12:00:00,16.7125,22.83101552,58.5263099,755.2338984,-1.740078792,63.88426082,0.09590466,0,0
 10/23  13:00:00,17.15,22.76148413,55.16255284,721.5268162,-1.745100657,64.148762,0.09590466,0,0
 10/23  14:00:00,17.675,22.99641934,50.93073355,705.512425,-1.739587261,63.85791427,0.09590466,0,0
 10/23  15:00:00,18.525,23.30068339,48.12673992,711.435099,-1.696289186,61.5512463,0.09590466,0,0
 10/23  16:00:00,19.4625,23.85250625,47.88244417,765.7405649,-1.603206792,56.51666077,0.09590466,0.041743095,0
 10/23  17:00:00,19.675,23.85059288,49.92347611,774.5325545,-1.558813163,54.1017465,0.09590466,0,0
 10/23  18:00:00,19.2875,23.40655573,51.76558212,691.1869058,-1.60903937,56.83539212,0.09590466,0,0
 10/23  19:00:00,18.725,22.94596145,53.38987946,578.5374616,-1.684778178,60.93133342,0.09590466,0,0
 10/23  20:00:00,18,22.55390008,55.66698873,489.4843771,-1.748399646,64.32186131,0.09590466,0,0
 10/23  21:00:00,17.325,22.29326234,58.19120406,442.5701076,-1.790494696,66.52736146,0.09590466,0,0
 10/23  22:00:00,16.7875,22.10353964,60.56700459,422.8294138,-0.777153993,17.72781163,0.09590466,0,0
 10/23  23:00:00,16.4125,21.95987974,62.38545699,414.5316683,-0.795253369,18.33251084,0.09590466,0,0
 10/23  24:00:00,16.175,20.00819764,71.37817866,411.0334485,-1.015001996,27.1832036,0,0,0
 10/24  01:00:00,15.975,19.25312062,75.26073082,409.3749267,-1.244675592,37.46024475,0,0,0
 10/24  02:00:00,15.775,19.13969336,75.61718815,408.8372567,-1.275357293,39.00842069,0,0,0
 10/24  03:00:00,15.575,19.04443651,75.55332384,408.6416878,-1.301343278,40.33806571,0,0,0
 10/24  04:00:00,15.3125,18.93930869,75.8087311,408.5705823,-1.326241282,41.62633214,0,0,0
 10/24  05:00:00,15.0125,18.82097202,76.1664951,408.5447368,-1.353703363,43.06189772,0,0,0
 10/24  06:00:00,14.65,18.68878242,76.37594713,408.5353474,-1.383839079,44.65308195,0,0,0
 10/24  07:00:00,14.375,18.5708114,76.37896076,408.5319388,-1.415086597,46.31790443,0,0,0
 10/24  08:00:00,14.2375,20.04746908,68.9643525,408.5307583,-2.297126308,87.81593434,0.09590466,0,0
 10/24  09:00:00,14.7,20.80717463,65.22507547,408.5302999,-2.108331706,81.39357765,0.09590466,0,0
 10/24  10:00:00,15.75,22.47515661,62.57985581,601.2739313,-1.864500025,70.05032861,0.09590466,0,0
 10/24  11:00:00,16.8875,22.94660944,63.58757409,726.3134092,-1.676035475,60.46433977,0.09590466,0,0
 10/24  12:00:00,17.9875,23.29023663,62.3146497,755.8643148,-1.614390355,57.12684134,0.09590466,0,0
 10/24  13:00:00,19.025,23.39700296,59.59309859,722.4841218,-1.582939075,55.41629984,0.09590466,0,0
 10/24  14:00:00,19.9625,23.79001809,55.82534291,706.6757325,-1.533228591,52.70850591,0.09590466,0,0
 10/24  15:00:00,20.8,23.99723921,53.5259803,712.6997245,-1.477258196,49.66656128,0.09590466,1.106929177,0
 10/24  16:00:00,21.4125,24.00176063,53.63723922,767.2153748,-1.459968942,48.73134271,0.09590466,3.804360404,0
 10/24  17:00:00,21.4125,24.00178007,53.56114756,776.1349436,-1.449470179,48.16459472,0.09590466,3.076597055,0
 10/24  18:00:00,20.7375,23.9747896,51.82322191,692.3989947,-1.470502308,49.3009431,0.09590466,0.128164748,0
 10/24  19:00:00,19.7125,23.51827993,50.78926212,579.1614688,-1.544032023,53.29755529,0.09590466,0,0
 10/24  20:00:00,18.55,23.0093327,50.2642742,489.7144665,-1.645510858,58.81336531,0.09590466,0,0
 10/24  21:00:00,17.5375,22.64622097,50.10616815,442.6230833,-1.721687095,62.90723531,0.09590466,0,0
 10/24  22:00:00,16.8875,22.40245448,50.30409607,422.8281234,-0.733829806,16.33766479,0.09590466,0,0
 10/24  23:00:00,16.5125,22.2533362,50.42284573,414.521583,-0.763074195,17.2670707,0.09590466,0,0
 10/24  24:00:00,16.4,20.30795074,56.59811068,411.026788,-0.989985244,26.14268889,0,0,0
 10/25  01:00:00,16.4,19.60892412,59.0272958,409.3726161,-1.214692461,35.96939658,0,0,0
 10/25  02:00:00,16.3375,19.54693011,59.70416096,408.8366002,-1.23168817,36.81045372,0,0,0
 10/25  03:00:00,16.1125,19.45705506,60.53106462,408.6415335,-1.248465747,37.64915505,0,0,0
 10/25  04:00:00,15.625,19.29977096,61.6868193,408.5705397,-1.275245814,39.00327559,0,0,0
 10/25  05:00:00,14.9,19.06773171,63.06716928,408.5447129,-1.317659838,41.18241023,0,0,0
 10/25  06:00:00,14.1,18.80682764,64.33267074,408.5353294,-1.369925002,43.91765643,0,0,0
 10/25  07:00:00,13.3625,18.56046944,65.35694535,408.5319268,-1.42150709,46.66260399,0,0,0
 10/25  08:00:00,12.975,19.85385964,60.17429145,408.5307512,-2.330509641,88.87966659,0.09590466,0,0
 10/25  09:00:00,13.275,20.38681897,58.78894181,408.5302963,-2.175162278,83.99876643,0.09590466,0,0
 10/25  10:00:00,14.1875,22.11461004,57.76873842,601.0612873,-1.93604605,73.43315696,0.09590466,0,0
 10/25  11:00:00,15.4125,22.71371354,59.89956727,725.6029097,-1.713603084,62.47723267,0.09590466,0,0
 10/25  12:00:00,16.65,23.09697193,60.30039042,754.9264555,-1.638725466,58.44680935,0.09590466,0,0
 10/25  13:00:00,17.85,23.22490012,59.66763347,721.5568436,-1.595316305,56.0903193,0.09590466,0,0
 10/25  14:00:00,18.8625,23.60114187,57.6593089,705.8253198,-1.544968648,53.34760168,0.09590466,0,0
 10/25  15:00:00,19.5125,23.87384336,56.07911973,711.7668009,-1.490035194,50.35955382,0.09590466,0,0
 10/25  16:00:00,19.7625,23.9976061,56.11721874,765.8309613,-1.456012339,48.51773578,0.09590466,1.517817264,0
 10/25  17:00:00,19.6125,24.00140998,55.9757434,774.3040818,-1.447450005,48.0556782,0.09590466,0.461199573,0
 10/25  18:00:00,19.0625,23.6269806,55.7300729,690.7689261,-1.493418302,50.54566757,0.09590466,0,0
 10/25  19:00:00,18.2375,23.0940383,55.50949668,578.0836697,-1.591086905,55.85851707,0.09590466,0,0
 10/25  20:00:00,17.275,22.5921264,55.52695071,489.1052503,-1.692222866,61.32983138,0.09590466,0,0
 10/25  21:00:00,16.4,22.23215468,55.74999084,442.3162269,-1.768599605,65.38365781,0.09590466,0,0
 10/25  22:00:00,15.7875,21.96887897,55.89689918,422.6795122,-0.786199582,18.03099839,0.09590466,0,0
 10/25  23:00:00,15.475,21.80088318,55.84231073,414.4515985,-0.824151964,19.32836609,0.09590466,0,0
 10/25  24:00:00,15.3375,19.87559247,62.2337118,410.9611162,-1.057128896,29.01133626,0,0,0
 10/26  01:00:00,15.2375,19.22181682,64.09924337,409.3591098,-1.276845884,39.08481152,0,0,0
 10/26  02:00:00,15.075,19.12506568,64.1193402,408.8307718,-1.305109727,40.53209118,0,0,0
 10/26  03:00:00,14.8125,19.01346282,64.32008936,408.6390665,-1.331901192,41.92114805,0,0,0
 10/26  04:00:00,14.325,18.84645809,64.67118546,408.5695168,-1.367383854,43.78295966,0,0,0
 10/26  05:00:00,13.6625,18.62710521,65.16245935,408.5442971,-1.414112761,46.26672801,0,0,0
 10/26  06:00:00,12.9625,18.39222301,65.48737429,408.5351639,-1.466716446,49.09687463,0,0,0
 10/26  07:00:00,12.325,18.16872656,65.55310024,408.5318621,-1.520260402,52.00217037,0,0,0
 10/26  08:00:00,11.975,19.44680959,59.83269064,408.5307246,-2.431622623,91.61036206,0.09590466,0,0
 10/26  09:00:00,12.3375,19.94411386,58.07339596,408.5302853,-2.284905154,87.78489803,0.09590466,0,0
 10/26  10:00:00,13.225,21.67106124,56.57332569,600.9419612,-2.050298311,78.54857842,0.09590466,0,0
 10/26  11:00:00,14.2875,22.246948,58.10631714,725.1951502,-1.833832034,68.75258346,0.09590466,0,0
 10/26  12:00:00,15.3875,22.60754873,57.88377571,754.2874972,-1.765005277,65.19241676,0.09590466,0,0
 10/26  13:00:00,16.6125,22.75427261,56.63789177,720.819891,-1.718873829,62.75934211,0.09590466,0,0
 10/26  14:00:00,17.975,23.2080861,54.64545931,705.2237077,-1.662836329,59.74955264,0.09590466,0,0
 10/26  15:00:00,19.5,23.7270399,53.6757914,711.5244327,-1.559668654,54.14833545,0.09590466,0,0
 10/26  16:00:00,20.85,23.99495221,55.77419205,766.243615,-1.477831089,49.69837795,0.09590466,2.453275285,0
 10/26  17:00:00,21.1125,24.0011717,57.96361114,775.4469014,-1.437405931,47.51507362,0.09590466,2.273423973,0
 10/26  18:00:00,20.4375,23.89295635,57.87277068,691.9791141,-1.450883121,48.24150433,0.09590466,0,0
 10/26  19:00:00,19.35,23.37298088,57.77608828,578.9654345,-1.533019791,52.6984495,0.09590466,0,0
 10/26  20:00:00,18.15,22.83507012,57.38635956,489.6399526,-1.641317942,58.58597062,0.09590466,0,0
 10/26  21:00:00,17.1375,22.45897224,57.0392536,442.602528,-1.723365343,62.99620115,0.09590466,0,0
 10/26  22:00:00,16.4875,22.20580561,56.9955873,422.8240694,-0.740474618,16.5467071,0.09590466,0,0
 10/26  23:00:00,16.175,22.06079949,56.95965428,414.5224196,-0.772919812,17.58834083,0.09590466,0,0
 10/26  24:00:00,16.1625,20.14359407,64.12322239,410.9944811,-0.996974911,26.43319292,0,0,0
 10/27  01:00:00,16.2,19.49053851,67.15522421,409.3727088,-1.210135461,35.7450168,0,0,0
 10/27  02:00:00,16.1375,19.42769208,67.70472,408.8365313,-1.227594396,36.6069851,0,0,0
 10/27  03:00:00,15.85,19.32298071,68.36297481,408.6414623,-1.24715622,37.58386244,0,0,0
 10/27  04:00:00,15.2,19.12159974,68.98684177,408.570481,-1.284224997,39.46198403,0,0,0
 10/27  05:00:00,14.275,18.83588501,69.17692746,408.5446701,-1.342649421,42.48532241,0,0,0
 10/27  06:00:00,13.2125,18.50469282,68.9149868,408.5353025,-1.416327194,46.38699151,0,0,0
 10/27  07:00:00,12.3,18.20166089,68.27949284,408.5319118,-1.491218945,50.42456616,0,0,0
 10/27  08:00:00,11.8125,19.43371282,61.7570277,408.5307435,-2.416538986,91.25231877,0.09590466,0,0
 10/27  09:00:00,12.2625,19.93515739,59.506254,408.5302927,-2.27501292,87.4677842,0.09590466,0,0
 10/27  10:00:00,13.5375,21.75690348,57.81076563,598.938706,-2.027998562,77.55785724,0.09590466,0,0
 10/27  11:00:00,15.1,22.51192434,59.85345907,727.3529877,-1.772464575,65.5851283,0.09590466,0,0
 10/27  12:00:00,16.7625,23.01908011,60.3970639,755.6797921,-1.673819735,60.33979049,0.09590466,0,0
 10/27  13:00:00,18.4,23.28216003,60.07821113,722.09672,-1.599168511,56.29980085,0.09590466,0,0
 10/27  14:00:00,19.875,23.82960484,58.20339017,706.3663919,-1.498811322,50.83967122,0.09590466,0.163708092,0
 10/27  15:00:00,21.2125,24.00015959,57.87269486,712.6095732,-1.426069454,46.9062238,0.09590466,2.318270303,0
 10/27  16:00:00,22.1375,24.00159122,59.39908783,767.3424504,-1.404142587,45.73286493,0.09590466,5.211005844,0
 10/27  17:00:00,22.2125,24.00186388,59.73400074,776.4812324,-1.409019399,45.99319712,0.09590466,4.102088662,0
 10/27  18:00:00,21.5375,24.00157314,57.54687222,692.8984427,-1.423267135,46.7558181,0.09590466,1.185960144,0
 10/27  19:00:00,20.5125,23.76485616,55.37265274,579.6310496,-1.466271729,49.07440013,0.09590466,0,0
 10/27  20:00:00,19.35,23.3181546,54.4472449,490.0720759,-1.551629546,53.71064225,0.09590466,0,0
 10/27  21:00:00,18.2125,22.94950639,54.18563979,442.8483067,-1.626387821,57.77875839,0.09590466,0,0
 10/27  22:00:00,17.3,22.64495224,54.59851178,422.9481505,-0.646724606,13.78629534,0.09590466,0,0
 10/27  23:00:00,16.6875,22.41514781,55.53326853,414.5802325,-0.687820451,14.94779795,0.09590466,0,0
 10/27  24:00:00,16.25,20.37161984,63.92509291,411.0523314,-0.922165557,23.4445087,0,0,0
 10/28  01:00:00,15.975,19.58372222,68.07773301,409.3804359,-1.158317013,33.23763061,0,0,0
 10/28  02:00:00,15.8375,19.49102948,69.92458169,408.8390384,-1.178525516,34.20490041,0,0,0
 10/28  03:00:00,15.675,19.40990356,71.5823199,408.6422755,-1.191266243,34.82207237,0,0,0
 10/28  04:00:00,15.475,19.3186543,72.43514159,408.5707678,-1.21052248,35.76374358,0,0,0
 10/28  05:00:00,15.2125,19.21410033,72.49600625,408.5447937,-1.234710427,36.96165972,0,0,0
 10/28  06:00:00,14.975,19.1101306,71.60358296,408.5353642,-1.266209999,38.54433904,0,0,0
 10/28  07:00:00,14.8375,19.03256932,70.29568891,408.5319443,-1.295215839,40.02321023,0,0,0
 10/28  08:00:00,14.7375,20.53872143,62.34825994,408.5307606,-2.178530575,83.79304841,0.09590466,0,0
 10/28  09:00:00,15.7625,21.47008504,58.22658593,408.5303013,-1.976240042,75.64962797,0.09590466,0,0
 10/28  10:00:00,17.525,23.30212391,57.54363292,601.1021712,-1.689876043,61.08332999,0.09590466,0,0
 10/28  11:00:00,18.7625,23.80461615,60.6872833,726.345767,-1.478906161,49.75630994,0.09590466,0,0
 10/28  12:00:00,19.35,23.98646103,61.63436408,756.0084796,-1.426324802,46.92039301,0.09590466,0.257400959,0
 10/28  13:00:00,19.5,23.88086358,61.00241053,722.5104166,-1.427996526,47.00995189,0.09590466,0,0
 10/28  14:00:00,19.5,23.97822254,59.04138032,706.2344377,-1.428210883,47.02113646,0.09590466,0.015041156,0
 10/28  15:00:00,19.6875,24.00117711,58.182695,711.7776063,-1.421290417,46.64970164,0.09590466,0.51604716,0
 10/28  16:00:00,20.05,24.00125603,59.80306399,765.7454993,-1.409484736,46.01824065,0.09590466,2.501031857,0
 10/28  17:00:00,20.075,24.00117536,61.5632619,774.422602,-1.392465832,45.11074346,0.09590466,1.627061168,0
 10/28  18:00:00,19.75,23.87254644,61.99486475,691.0782226,-1.40305523,45.67548114,0.09590466,0,0
 10/28  19:00:00,19.225,23.47809322,62.62673813,578.5011565,-1.462664104,48.88027913,0.09590466,0,0
