日期/时间,环境:场地室外空气干球温度[C](小时),热区:空间102:区平均气温[C](小时),热区:空间102:区域空气相对湿度[%](小时),热区:空间102:区空气CO2浓度[ppm](小时),人:区域热舒适Fanger模型PMV[](小时),人:区域热舒适Fanger模型PPD[%](小时),DOAS供电风机:风机电能[KWh](小时),VRF热泵:VRF热泵冷却电能[kwh](小时),VRF热泵:VRF热泵加热电能[kwh](小时)
 01/01  01:00:00,2.9625,11.57280702,48.95823512,411.5317577,-1.175601385,34.0641188,0,0,0
 01/01  02:00:00,2.8125,11.45505871,51.56731829,411.0803118,-1.187199888,34.62459406,0,0,0
 01/01  03:00:00,2.5125,11.31214895,52.50881729,410.9192201,-1.206046892,35.54396908,0,0,0
 01/01  04:00:00,2.2125,11.17509691,52.441668,410.8617775,-1.227617788,36.60844484,0,0,0
 01/01  05:00:00,1.975,11.05560631,52.03418245,410.8413114,-1.248776611,37.66470133,0,0,0
 01/01  06:00:00,1.7125,10.93822954,51.44478071,410.8340245,-1.268487903,38.65930775,0,0,0
 01/01  07:00:00,1.6,10.85099049,50.75657795,410.8314312,-1.287557064,39.63027194,0,0,0
 01/01  08:00:00,1.6625,15.34597289,37.59520398,410.8305456,-1.922952646,72.2780651,0.09590466,0,16.85034168
 01/01  09:00:00,1.8875,15.99999493,35.67145664,410.830205,-1.717057257,62.66279593,0.09590466,0,12.78704768
 01/01  10:00:00,2.1875,16.00003457,38.45656481,602.6284893,-1.699462192,61.72253025,0.09590466,0,4.848322386
 01/01  11:00:00,2.4875,16.00009805,40.27307381,719.4533274,-1.684284722,60.90860677,0.09590466,0,6.388357689
 01/01  12:00:00,2.725,16.00011919,40.75469326,750.8043703,-1.677905064,60.56550981,0.09590466,0,5.639845821
 01/01  13:00:00,2.925,16.00012276,40.13137049,717.4595568,-1.677078468,60.52102774,0.09590466,0,7.417449422
 01/01  14:00:00,3.0625,16.00011731,39.58479051,701.9680579,-1.677079394,60.52107887,0.09590466,0,6.204721329
 01/01  15:00:00,3.1625,16.00011836,39.28567477,707.9963458,-1.675914961,60.45839013,0.09590466,0,5.74512865
 01/01  16:00:00,3.2,16.00012992,39.74098264,762.0813403,-1.671519599,60.2216044,0.09590466,0,3.024840644
 01/01  17:00:00,3.2,16.00013994,39.59818149,769.7370386,-1.669005966,60.08612201,0.09590466,0,4.79014697
 01/01  18:00:00,3.2,16.00011278,38.34299526,685.7918641,-1.672812192,60.2912578,0.09590466,0,7.861736026
 01/01  19:00:00,3.1375,16.00007019,36.83089981,574.0744141,-1.679283555,60.63968149,0.09590466,0,9.374163819
 01/01  20:00:00,3.1,16.00003198,35.70805777,486.9286057,-1.684651595,60.92834427,0.09590466,0,10.12770215
 01/01  21:00:00,3.0375,16.0000096,35.25039141,441.9620731,-1.686735415,61.04030966,0.09590466,0,10.20942662
 01/01  22:00:00,3,15.99999847,35.19903822,423.5646475,-0.721497127,15.95425199,0.09590466,0,10.2504279
 01/01  23:00:00,2.9375,15.99999472,35.35149471,416.038838,-0.720014942,15.90885755,0.09590466,0,10.31459164
 01/01  24:00:00,2.9,12.51993872,44.71462131,412.9724422,-0.966604272,25.30950934,0,0,0
 01/02  01:00:00,2.8375,11.49268911,48.08353897,411.5317358,-1.189884299,34.75536987,0,0,0
 01/02  02:00:00,2.7375,11.3766734,48.87953047,411.0802003,-1.210119971,35.74379414,0,0,0
 01/02  03:00:00,2.6375,11.28221963,49.8242654,410.9192096,-1.224920353,36.47429234,0,0,0
 01/02  04:00:00,2.5375,11.19935129,50.80869385,410.8618064,-1.237000982,37.07507224,0,0,0
 01/02  05:00:00,2.375,11.10716852,51.89288331,410.8413384,-1.249071713,37.6793208,0,0,0
 01/02  06:00:00,2.2375,11.01959802,53.00353248,410.8340408,-1.261366928,38.29855766,0,0,0
 01/02  07:00:00,2.075,10.93356621,53.83586658,410.8314397,-1.27254084,38.86472805,0,0,0
 01/02  08:00:00,2,15.34736527,40.49727783,410.8305495,-1.913875391,71.8801113,0.09590466,0,16.87808395
 01/02  09:00:00,2.25,15.99999558,38.54265886,410.8302068,-1.709600748,62.26501663,0.09590466,0,12.73428202
 01/02  10:00:00,2.775,16.00004277,41.12964604,602.6367591,-1.69186553,61.31537474,0.09590466,0,4.074047245
 01/02  11:00:00,3.3125,16.00012874,42.31327263,719.7544788,-1.677070002,60.52055745,0.09590466,0,5.145097483
 01/02  12:00:00,3.875,16.00016903,41.48664016,751.4671886,-1.673538091,60.33037798,0.09590466,0,3.654624235
 01/02  13:00:00,4.6,16.00018094,39.35548105,718.5587456,-1.673850359,60.34719835,0.09590466,0,4.4878162
 01/02  14:00:00,5.4625,16.00017868,37.40814606,703.5355212,-1.674923947,60.40502578,0.09590466,0,1.746424912
 01/02  15:00:00,6.4875,16.02078578,36.17142994,710.2574935,-1.675203072,60.41999059,0.09590466,0,0
 01/02  16:00:00,7.4625,16.69207955,35.1827302,765.9486954,-1.618638942,57.35647495,0.09590466,0,0
 01/02  17:00:00,7.675,16.68829981,35.66370143,774.4845373,-1.586247114,55.59646928,0.09590466,0,0
 01/02  18:00:00,7.2875,16.08281265,35.99599994,688.7302004,-1.638969376,58.45939609,0.09590466,0,0.57069879
 01/02  19:00:00,6.6625,16.00016954,34.69261791,575.7102938,-1.675410751,60.43119724,0.09590466,0,4.261133835
 01/02  20:00:00,5.9625,16.00003794,33.57548901,488.2520808,-1.68139128,60.75307538,0.09590466,0,6.098861524
 01/02  21:00:00,5.3875,16.00000214,33.2700015,442.7336546,-1.682322415,60.80314969,0.09590466,0,6.759123927
 01/02  22:00:00,5.0125,15.99999169,33.46891337,423.9611773,-0.715136565,15.76012259,0.09590466,0,7.389659403
 01/02  23:00:00,4.8375,15.99998585,33.8052583,416.2308858,-0.71181272,15.65936782,0.09590466,0,7.760914266
 01/02  24:00:00,4.8,13.02254482,41.69660432,413.0613711,-0.919534149,23.28354338,0,0,0
 01/03  01:00:00,4.8,12.14473481,44.75886108,411.565256,-1.108387537,30.89895755,0,0,0
 01/03  02:00:00,4.675,12.05252761,45.51953219,411.0934411,-1.121736787,31.5157827,0,0,0
 01/03  03:00:00,4.35,11.92816876,46.20812775,410.9243422,-1.136852767,32.22174813,0,0,0
 01/03  04:00:00,3.7625,11.73969943,46.95318878,410.8637465,-1.158676674,33.25423518,0,0,0
 01/03  05:00:00,2.9375,11.48654827,47.42489008,410.8420478,-1.189901101,34.75682281,0,0,0
 01/03  06:00:00,2.1,11.22325076,47.57563129,410.8342913,-1.225247747,36.49161469,0,0,0
 01/03  07:00:00,1.3625,10.98428466,47.46445824,410.8315254,-1.258973179,38.17859996,0,0,0
 01/03  08:00:00,0.975,15.3270038,35.3191352,410.8305852,-1.914380892,71.92960751,0.09590466,0,16.78726929
 01/03  09:00:00,1.525,15.99979953,33.6524072,410.8302231,-1.709116845,62.2391546,0.09590466,0,12.42664418
 01/03  10:00:00,2.9,15.9999988,37.3684513,602.6456627,-1.686612638,61.03319984,0.09590466,0,2.500298027
 01/03  11:00:00,4.5625,15.98718712,40.61119204,720.2810563,-1.663151406,59.77015917,0.09590466,0,1.648317716
 01/03  12:00:00,6.2625,16.20602568,41.65361331,752.9231187,-1.636464542,58.32535861,0.09590466,0,0
 01/03  13:00:00,7.9,16.36812095,41.21659505,720.8144527,-1.601781794,56.44221198,0.09590466,0,0
 01/03  14:00:00,9.375,16.97366733,39.21799273,706.0445786,-1.544153821,53.30335173,0.09590466,0,0
 01/03  15:00:00,10.7125,17.53081095,37.40335405,712.6660989,-1.474408423,49.51293243,0.09590466,0,0
 01/03  16:00:00,11.6375,18.13559504,36.49061232,767.4254576,-1.417008305,46.42348717,0.09590466,0,0
 01/03  17:00:00,11.7125,18.12980372,36.28101492,775.9290914,-1.385341211,44.73236394,0.09590466,0,0
 01/03  18:00:00,11.1,17.48309019,35.83965308,690.6564059,-1.445104144,47.93483836,0.09590466,0,0
 01/03  19:00:00,10.175,16.74773688,35.10933004,576.1842024,-1.533064876,52.69995221,0.09590466,0,0
 01/03  20:00:00,9.05,16.13594744,34.78917901,488.0070246,-1.607587884,56.75715344,0.09590466,0,0.234951968
 01/03  21:00:00,7.9125,16.00049147,34.45153645,442.8774151,-1.637895394,58.40397139,0.09590466,0,1.981274121
 01/03  22:00:00,7,15.99999232,34.49225675,424.1027678,-0.672256989,14.49685221,0.09590466,0,3.195809768
 01/03  23:00:00,6.2625,15.99998375,34.88581659,416.3155803,-0.669545232,14.41964024,0.09590466,0,4.138126138
 01/03  24:00:00,5.6875,13.45701244,41.93668494,413.0621766,-0.846178417,20.42945182,0,0,0
 01/04  01:00:00,5.25,12.6333561,45.47300684,411.5794316,-1.009659817,26.52900864,0,0,0
 01/04  02:00:00,4.9125,12.48118043,47.16348887,411.0984134,-1.02855167,27.33748619,0,0,0
 01/04  03:00:00,4.55,12.34181617,48.95529714,410.9260653,-1.043330622,27.97962499,0,0,0
 01/04  04:00:00,4.15,12.19343161,50.76402566,410.86435,-1.059316329,28.68310554,0,0,0
 01/04  05:00:00,3.6875,12.03422175,52.25331014,410.8422693,-1.07671318,29.45919895,0,0,0
 01/04  06:00:00,3.25,11.87602729,53.22797383,410.8343771,-1.096748134,30.36597341,0,0,0
 01/04  07:00:00,2.9125,11.74022653,53.57907344,410.83156,-1.116732407,31.28402534,0,0,0
 01/04  08:00:00,2.7375,15.580233,41.47693075,410.8305893,-1.800814961,66.60366395,0.09590466,0,13.51711963
 01/04  09:00:00,3.075,15.99999322,39.91357668,410.8302296,-1.643651285,58.71583234,0.09590466,0,9.684831581
 01/04  10:00:00,4.1125,16.18961099,42.13601163,602.8985112,-1.616140244,57.2224035,0.09590466,0,0
 01/04  11:00:00,5.5375,16.29550734,43.84766879,720.792154,-1.580261521,55.27046874,0.09590466,0,0
 01/04  12:00:00,7.225,16.77406683,43.06083995,753.3936192,-1.53673638,52.8992359,0.09590466,0,0
 01/04  13:00:00,9.025,17.03433259,41.66472865,721.2595326,-1.490870254,50.4046187,0.09590466,0,0
 01/04  14:00:00,10.6375,17.67848829,39.29053696,706.5124971,-1.429348752,47.08529809,0.09590466,0,0
 01/04  15:00:00,12.0125,18.21478901,37.70338389,713.2060668,-1.361892594,43.49399935,0.09590466,0,0
 01/04  16:00:00,12.875,18.79040914,37.66031955,768.0510616,-1.306189976,40.59159222,0.09590466,0,0
 01/04  17:00:00,12.7875,18.67513359,39.53420886,776.6407129,-1.285632665,39.53217414,0.09590466,0,0
 01/04  18:00:00,11.85,18.01569812,41.53118646,691.2370193,-1.32863663,41.75737067,0.09590466,0,0
 01/04  19:00:00,10.275,17.15406527,43.27952335,576.4317413,-1.416081199,46.37740556,0.09590466,0,0
 01/04  20:00:00,8.475,16.27397582,44.80867678,488.0009987,-1.510158983,51.45412058,0.09590466,0,0
 01/04  21:00:00,6.675,15.99892412,44.5596517,442.7849422,-1.564996449,54.43870777,0.09590466,0,2.654231588
 01/04  22:00:00,5.125,16.00004968,43.23907094,424.001672,-0.604651527,12.66690026,0.09590466,0,5.197625434
 01/04  23:00:00,3.975,16.00005218,41.77433885,416.2392475,-0.610262532,12.81124893,0.09590466,0,7.240159581
 01/04  24:00:00,3.1625,13.09406091,48.67723968,413.0189086,-0.825343172,19.81111287,0,0,0
 01/05  01:00:00,2.525,12.20478229,49.65621222,411.5569375,-1.018870805,26.92372909,0,0,0
 01/05  02:00:00,1.9875,11.9839744,48.83866014,411.0879654,-1.056668295,28.56708129,0,0,0
 01/05  03:00:00,1.4875,11.79215559,48.00613737,410.9214362,-1.088004444,29.96925853,0,0,0
 01/05  04:00:00,0.925,11.59014056,47.08833851,410.8623679,-1.119995349,31.43623811,0,0,0
 01/05  05:00:00,0.325,11.3750757,46.21725941,410.8414413,-1.154376824,33.0502215,0,0,0
 01/05  06:00:00,-0.2125,11.17313641,45.13961726,410.8340384,-1.188114688,34.66990971,0,0,0
 01/05  07:00:00,-0.65,10.99440537,43.72616583,410.8314238,-1.220390071,36.25086228,0,0,0
 01/05  08:00:00,-0.8625,15.35747174,31.75240319,410.8305383,-1.873814699,69.99906455,0.09590466,0,17.31534194
 01/05  09:00:00,0.35,15.99997482,30.11849961,410.8302009,-1.673475605,60.32698809,0.09590466,0,12.23219412
 01/05  10:00:00,2.85,16.05654089,34.45968593,602.7494518,-1.648216136,58.96239849,0.09590466,0,0.846456684
 01/05  11:00:00,5.4,16.29263242,38.10045624,720.6433091,-1.598652126,56.27166931,0.09590466,0,0
 01/05  12:00:00,7.675,16.99126468,38.8933901,753.4627819,-1.522601461,52.13022339,0.09590466,0,0
 01/05  13:00:00,9.5625,17.2562124,38.71520899,721.4877072,-1.47341701,49.4585022,0.09590466,0,0
 01/05  14:00:00,11.075,17.78427244,37.03891348,706.7653154,-1.428948332,47.06251847,0.09590466,0,0
 01/05  15:00:00,12.1625,18.21185383,35.81293944,713.4140824,-1.373955868,44.13089679,0.09590466,0,0
 01/05  16:00:00,12.75,18.90569373,35.55893396,768.925994,-1.288197581,39.67347915,0.09590466,0,0
 01/05  17:00:00,12.5875,18.76077363,37.70637012,777.4801444,-1.270598079,38.76787526,0.09590466,0,0
 01/05  18:00:00,11.65,18.01914377,40.2738652,691.4545009,-1.32983081,41.82056011,0.09590466,0,0
 01/05  19:00:00,10.2,17.1695528,42.59809061,576.4804745,-1.413556214,46.24125949,0.09590466,0,0
 01/05  20:00:00,8.475,16.32197662,44.82074475,488.0301537,-1.499914913,50.89754358,0.09590466,0,0
 01/05  21:00:00,6.7375,16.00250433,45.28595053,442.8066131,-1.555382767,53.914794,0.09590466,0,2.309703563
 01/05  22:00:00,5.2875,16.00004671,44.34142354,424.0182953,-0.595437413,12.43283982,0.09590466,0,4.590863824
 01/05  23:00:00,4.175,16.00004654,43.09073886,416.2502718,-0.600701444,12.56610996,0.09590466,0,6.890440729
 01/05  24:00:00,3.3,13.16997079,49.89459431,413.0244261,-0.810392253,19.27329723,0,0,0
 01/06  01:00:00,2.6875,12.30067753,50.41209552,411.5588776,-1.001585139,26.18898694,0,0,0
 01/06  02:00:00,2.1875,12.09443468,49.18379105,411.0887283,-1.037966791,27.7469455,0,0,0
 01/06  03:00:00,1.6875,11.89901585,48.16732944,410.9217365,-1.071081412,29.20775797,0,0,0
 01/06  04:00:00,1.1875,11.70823596,47.39695071,410.8624895,-1.102427416,30.62620969,0,0,0
 01/06  05:00:00,0.625,11.50575544,46.80283228,410.841492,-1.133805009,32.07981609,0,0,0
 01/06  06:00:00,0.15,11.31733939,46.30839551,410.8340596,-1.165121691,33.56184668,0,0,0
 01/06  07:00:00,-0.25,11.15236738,45.82085568,410.8314327,-1.192339443,34.87475432,0,0,0
 01/06  08:00:00,-0.4625,15.35362397,34.28377012,410.8305467,-1.855754594,69.19279703,0.09590466,0,16.90403584
 01/06  09:00:00,-0.1875,15.99980646,32.44002797,410.8302075,-1.659440348,59.56986419,0.09590466,0,13.00596252
 01/06  10:00:00,0.8125,16.00001758,35.56108438,602.2425303,-1.641439639,58.59580541,0.09590466,0,3.84251479
 01/06  11:00:00,2.55,16.00006331,38.36992971,719.0179205,-1.622353588,57.56063797,0.09590466,0,3.04527769
 01/06  12:00:00,4.675,16.12976231,40.07909342,751.3878496,-1.604614486,56.59614863,0.09590466,0,0
 01/06  13:00:00,6.9375,16.38423892,40.88991253,719.5380838,-1.567037536,54.54992505,0.09590466,0,0
 01/06  14:00:00,9.05,17.13745389,40.82125496,705.223673,-1.494717118,50.61591889,0.09590466,0,0
 01/06  15:00:00,10.8,17.83822417,41.14065898,712.2128526,-1.395828747,45.29433322,0.09590466,0,0
 01/06  16:00:00,11.8375,18.61302234,41.89374628,767.9706919,-1.297637148,40.15770948,0.09590466,0,0
 01/06  17:00:00,11.85,18.58970142,43.50944193,776.6167465,-1.258762443,38.16739738,0.09590466,0,0
 01/06  18:00:00,11.1375,17.917681,44.6138148,690.7236553,-1.314160056,41.00923928,0.09590466,0,0
 01/06  19:00:00,9.9875,17.08113413,45.07374891,576.0457644,-1.411620315,46.13930721,0.09590466,0,0
 01/06  20:00:00,8.5625,16.30033126,45.13420965,487.8480187,-1.504248734,51.13289057,0.09590466,0,0
 01/06  21:00:00,7.1875,16.00391647,44.20852672,442.7581277,-1.561172185,54.23029792,0.09590466,0,1.677708753
 01/06  22:00:00,6.075,16.00006325,42.80973938,424.0243188,-0.604090238,12.65255313,0.09590466,0,3.297542788
 01/06  23:00:00,5.2,16.00004243,41.57455247,416.2681318,-0.60948243,12.79107663,0.09590466,0,4.677882995
 01/06  24:00:00,4.4625,13.42432635,47.84012055,413.0370645,-0.7980202,18.77461613,0,0,0
 01/07  01:00:00,3.8875,12.60334828,49.06045516,411.566347,-0.972632662,24.98369188,0,0,0
 01/07  02:00:00,3.3875,12.404825,48.8702315,411.0923013,-1.0040584,26.29206072,0,0,0
 01/07  03:00:00,2.825,12.20543517,48.75125729,410.9233203,-1.032782668,27.52144921,0,0,0
 01/07  04:00:00,2.1625,11.98514198,48.46438773,410.8631486,-1.064050402,28.89438633,0,0,0
 01/07  05:00:00,1.4,11.73824276,48.05796284,410.8417528,-1.099326732,30.48500438,0,0,0
 01/07  06:00:00,0.6625,11.49068152,47.68209974,410.8341587,-1.13628107,32.19609526,0,0,0
 01/07  07:00:00,0.0875,11.28022526,47.0134113,410.8314691,-1.170001184,33.79581873,0,0,0
 01/07  08:00:00,-0.225,15.38782119,35.09805717,410.830561,-1.842689373,68.59015308,0.09590466,0,16.47793537
 01/07  09:00:00,0.2,15.99980247,33.50623931,410.8302132,-1.653126653,59.22862061,0.09590466,0,12.48476984
 01/07  10:00:00,1.3125,16.00000914,37.01286967,602.1672423,-1.63344295,58.16232034,0.09590466,0,2.810212933
 01/07  11:00:00,2.675,16.00007337,39.71536771,718.9687908,-1.613634543,57.08689279,0.09590466,0,2.648801508
 01/07  12:00:00,4.1375,16.0316691,40.84230596,751.0567089,-1.605210686,56.62877364,0.09590466,0,0
 01/07  13:00:00,5.7,16.06923437,40.61318392,718.82912,-1.594888024,56.06700738,0.09590466,0,0
 01/07  14:00:00,7.3625,16.67508286,39.13441907,704.215023,-1.544991726,53.34900234,0.09590466,0,0
 01/07  15:00:00,9.1875,17.35546134,38.40417494,711.0815076,-1.465777108,49.04705475,0.09590466,0,0
 01/07  16:00:00,10.7125,18.21618833,39.00019188,766.9534315,-1.369306729,43.89253299,0.09590466,0,0
 01/07  17:00:00,11.0125,18.22825473,41.05090141,775.8258787,-1.328251501,41.73075772,0.09590466,0,0
 01/07  18:00:00,10.4,17.60559915,42.37192224,690.1421816,-1.371039827,43.98072841,0.09590466,0,0
 01/07  19:00:00,9.4125,16.8283098,43.13774598,575.680694,-1.455836138,48.51228608,0.09590466,0,0
 01/07  20:00:00,8.25,16.14900629,43.80717207,487.6821932,-1.537795841,52.95711324,0.09590466,0,0.205937957
 01/07  21:00:00,7.05,16.00075376,43.44100378,442.695487,-1.57172983,54.80563636,0.09590466,0,2.034498341
 01/07  22:00:00,5.975,16.00003141,42.69345364,424.0021993,-0.610860844,12.82669168,0.09590466,0,3.554731654
 01/07  23:00:00,5.1625,16.00001967,42.05477629,416.2610916,-0.614300963,12.9159311,0.09590466,0,4.874721122
 01/07  24:00:00,4.4625,13.39573744,49.1226335,413.0349086,-0.802613032,18.93696274,0,0,0
 01/08  01:00:00,3.8875,12.54702274,50.99946477,411.5658003,-0.979522413,25.26742341,0,0,0
 01/08  02:00:00,3.3875,12.34138763,51.14189908,411.0921717,-1.011087323,26.59006562,0,0,0
 01/08  03:00:00,2.825,12.13854058,51.0919566,410.9232967,-1.04034968,27.85041966,0,0,0
 01/08  04:00:00,2.225,11.92901061,50.7107194,410.8631507,-1.071426596,29.22316847,0,0,0
 01/08  05:00:00,1.625,11.72029817,50.10713156,410.8417613,-1.103468122,30.67398607,0,0,0
 01/08  06:00:00,1.025,11.51181185,49.58945717,410.8341665,-1.135225417,32.14628698,0,0,0
 01/08  07:00:00,0.55,11.3254525,48.85511828,410.831474,-1.166478609,33.62687911,0,0,0
 01/08  08:00:00,0.3375,15.40237003,36.65457943,410.8305637,-1.840289289,68.48548101,0.09590466,0,16.07580569
 01/08  09:00:00,0.6125,15.99982188,34.74085556,410.8302145,-1.654232778,59.28843894,0.09590466,0,12.18336443
 01/08  10:00:00,1.6125,16.00002657,37.60958334,602.2437632,-1.637179872,58.36497552,0.09590466,0,2.604472026
 01/08  11:00:00,3.2875,15.98922309,40.0795028,719.2824681,-1.61889833,57.37295425,0.09590466,0,1.766957131
 01/08  12:00:00,5.4375,16.28489762,40.99088931,751.7844072,-1.592689703,55.94682917,0.09590466,0,0
 01/08  13:00:00,7.8,16.67509008,41.27516189,719.9797641,-1.530941341,52.58347206,0.09590466,0,0
 01/08  14:00:00,10.2625,17.53669295,40.95421585,705.7060641,-1.443817496,47.86525803,0.09590466,0,0
 01/08  15:00:00,12.575,18.25455844,42.03232869,712.9721602,-1.351806699,42.96707711,0.09590466,0,0
 01/08  16:00:00,14.2125,19.16765635,43.98962999,769.1866744,-1.234231451,36.95678059,0.09590466,0,0
 01/08  17:00:00,14.3875,19.17799637,47.37453693,778.3179048,-1.184731275,34.50524979,0.09590466,0,0
 01/08  18:00:00,13.325,18.46895173,50.00072551,692.4275795,-1.233542023,36.9131848,0.09590466,0,0
 01/08  19:00:00,11.6125,17.5977645,51.33041108,577.2713655,-1.323695084,41.50382195,0.09590466,0,0
 01/08  20:00:00,9.7125,16.76498389,51.9043335,488.5670874,-1.417237492,46.43739285,0.09590466,0,0
 01/08  21:00:00,7.9375,16.11755954,51.84258896,443.1324009,-1.501203949,50.9667458,0.09590466,0,0.353939305
 01/08  22:00:00,6.6125,16.00011823,50.16462998,424.206732,-0.569147166,11.78532978,0.09590466,0,2.398296403
 01/08  23:00:00,5.7625,16.00006465,48.44762078,416.3540246,-0.57618702,11.95574157,0.09590466,0,3.558812431
 01/08  24:00:00,5.3125,13.62569363,55.04179927,413.0745466,-0.752193919,17.21219528,0,0,0
 01/09  01:00:00,5.1375,12.96520771,56.43098005,411.5818205,-0.903482202,22.23766367,0,0,0
 01/09  02:00:00,5.0375,12.87916143,56.10654542,411.0988757,-0.920853595,22.90876871,0,0,0
 01/09  03:00:00,4.875,12.7900435,55.54559349,410.9261387,-0.93702249,23.54496064,0,0,0
 01/09  04:00:00,4.55,12.66628076,54.63825766,410.8643554,-0.957511009,24.36610864,0,0,0
 01/09  05:00:00,4.0875,12.50980633,53.31034584,410.8422638,-0.983220626,25.4197039,0,0,0
 01/09  06:00:00,3.5875,12.33773059,51.7100992,410.8343723,-1.012915213,26.66800526,0,0,0
 01/09  07:00:00,3.15,12.17443244,50.06561472,410.831557,-1.043148785,27.97248281,0,0,0
 01/09  08:00:00,2.9375,15.70030141,38.49555247,410.8305879,-1.755463947,64.37880672,0.09590466,0,11.82573502
 01/09  09:00:00,4.525,15.99994414,38.07777116,410.83023,-1.621779558,57.52947805,0.09590466,0,6.83969232
 01/09  10:00:00,7.0625,17.07664409,41.85548163,604.1724794,-1.523513108,52.18486862,0.09590466,0,0
 01/09  11:00:00,8.6875,17.51337962,47.32814763,727.0997375,-1.405079163,45.78324078,0.09590466,0,0
 01/09  12:00:00,9.1625,17.7076111,50.35841952,756.4200284,-1.363740315,43.59034373,0.09590466,0,0
 01/09  13:00:00,8.8875,17.36738907,51.85908104,722.2947699,-1.372948128,44.07794124,0.09590466,0,0
 01/09  14:00:00,8.325,17.29258906,51.05118272,705.865973,-1.394834065,45.2366974,0.09590466,0,0
 01/09  15:00:00,7.975,17.2504391,50.23397007,711.1687403,-1.401047242,45.56763737,0.09590466,0,0
 01/09  16:00:00,8.025,17.63639862,49.72763339,764.7196327,-1.372110721,44.03456611,0.09590466,0,0
 01/09  17:00:00,8.0375,17.49968866,51.05165219,772.5366964,-1.35905407,43.34341783,0.09590466,0,0
 01/09  18:00:00,7.875,16.84713839,52.57485314,687.601215,-1.412523512,46.18575919,0.09590466,0,0
 01/09  19:00:00,7.675,16.20268135,53.58570084,575.4748247,-1.486858317,50.1886772,0.09590466,0,0
 01/09  20:00:00,7.475,16.0049719,53.11862386,488.5072419,-1.527123857,52.37539426,0.09590466,0,1.222268234
 01/09  21:00:00,7.3375,16.00005654,52.08001083,443.0466292,-1.53520187,52.81525272,0.09590466,0,1.530936287
 01/09  22:00:00,7.3,16.00005344,50.95424535,424.1884777,-0.575208909,11.93192307,0.09590466,0,1.616193825
 01/09  23:00:00,7.3625,16.00007699,49.37584558,416.3687294,-0.58181482,12.09360055,0.09590466,0,1.559658039
 01/09  24:00:00,7.4625,14.04722026,53.48621785,413.0762832,-0.729577118,16.41212684,0,0,0
 01/10  01:00:00,7.5,13.50652797,52.20695283,411.5928918,-0.861098019,20.65099505,0,0,0
 01/10  02:00:00,7.4375,13.43113992,49.44603513,411.1045983,-0.885393152,21.55131003,0,0,0
 01/10  03:00:00,7.2125,13.33307752,47.30396219,410.9288263,-0.907779441,22.40268993,0,0,0
 01/10  04:00:00,6.725,13.17448134,46.10121946,410.8655405,-0.932892064,23.3822197,0,0,0
 01/10  05:00:00,6.0625,12.96502892,45.94739931,410.8427635,-0.961637773,24.53386846,0,0,0
 01/10  06:00:00,5.3625,12.74081376,46.63810168,410.8345762,-0.990177952,25.70908104,0,0,0
 01/10  07:00:00,4.7875,12.54192591,47.86590152,410.8316382,-1.01550477,26.7776891,0,0,0
 01/10  08:00:00,4.475,15.773723,39.5639472,410.8306216,-1.741885939,63.72680292,0.09590466,0,10.32905221
 01/10  09:00:00,4.7125,15.9999613,39.91936025,410.830244,-1.621646885,57.52228518,0.09590466,0,7.276377035
 01/10  10:00:00,5.275,16.62554096,42.27839799,605.8043608,-1.558911619,54.10695289,0.09590466,0,0
 01/10  11:00:00,5.75,16.61321707,44.57888601,724.1222419,-1.514377468,51.68182187,0.09590466,0,0
 01/10  12:00:00,6.025,16.68392284,43.77008329,753.9067114,-1.512656034,51.58809208,0.09590466,0,0
 01/10  13:00:00,6.2875,16.40517993,41.68534872,720.1447691,-1.535270519,52.81941001,0.09590466,0,0
 01/10  14:00:00,6.5875,16.54826909,38.07531786,704.3869265,-1.549003188,53.56716022,0.09590466,0,0
 01/10  15:00:00,6.95,16.74692194,34.71610334,710.2821984,-1.538016493,52.96857144,0.09590466,0,0
 01/10  16:00:00,7.4125,17.30618286,32.16632011,765.1836908,-1.499581317,50.87866802,0.09590466,0,0
 01/10  17:00:00,7.7875,17.2824528,31.33673402,773.4341909,-1.482922897,49.97364048,0.09590466,0,0
 01/10  18:00:00,7.775,16.6934334,30.81257232,688.0212937,-1.53220147,52.65304671,0.09590466,0,0
 01/10  19:00:00,7.45,16.06854875,30.11091515,575.5943335,-1.609394356,56.85510398,0.09590466,0,0.238152616
 01/10  20:00:00,6.9875,15.99952686,29.13497976,488.4515379,-1.637745612,58.39584834,0.09590466,0,2.407940132
 01/10  21:00:00,6.4875,15.99998783,29.14841072,442.9463463,-1.639324906,58.48145021,0.09590466,0,3.119310114
 01/10  22:00:00,6.05,15.99997666,29.69953251,424.1026394,-0.672854122,14.51389411,0.09590466,0,3.734365769
 01/10  23:00:00,5.775,15.99997003,30.42616946,416.3100967,-0.670549818,14.44821214,0.09590466,0,4.115294838
 01/10  24:00:00,5.575,13.58985284,36.74745221,413.0589139,-0.839101062,20.14418104,0,0,0
 01/11  01:00:00,5.375,12.85923301,39.9255498,411.5778305,-0.989929063,25.69817952,0,0,0
 01/11  02:00:00,5.2375,12.74667645,41.40361286,411.0978332,-1.005557976,26.35444482,0,0,0
 01/11  03:00:00,5.0125,12.63959574,42.54160535,410.9258987,-1.01776508,26.87396069,0,0,0
 01/11  04:00:00,4.7125,12.51328601,43.26143112,410.8643137,-1.034201756,27.58213839,0,0,0
