Datetime,Outsides_tem,Temperature,Related_humidity,CO2,PMV
 10/05  04:00:00,18.3375,20.95080078,72.10763709,408.5345152,-0.752761267
 10/05  05:00:00,18.05,20.84107384,74.28619742,408.53164639999994,-0.7659717640000001
 10/05  06:00:00,17.65,20.69215761,76.0440935,408.5305997,-0.790814894
 10/05  07:00:00,17.3125,20.55542202,77.15057397,408.5302183,-0.8185126709999999
 10/05  08:00:00,17.1375,22.07892266,70.13239216,408.5300727,-0.659942655
 10/05  09:00:00,17.225,22.68950736,66.91772207,408.5300181,-0.488461464
 10/05  10:00:00,17.6125,23.99147625,64.9350484,617.2695964,-0.313936352
 10/05  11:00:00,18.2375,24.19411004,64.69611763,723.2450239,-0.197291732
 10/05  12:00:00,18.9375,24.43652126,61.35072779,731.7899864,-0.17876483699999998
 10/05  13:00:00,19.6375,24.42284457,57.13287135,680.1468859,-0.18994196800000002
 10/05  14:00:00,20.275,24.71087805,52.421184999999994,667.8022464,-0.183044508
 10/05  15:00:00,20.6875,24.89270462,48.93883325,677.6488314,-0.164759388
 10/05  16:00:00,20.8,25.202163600000002,47.12841832,740.2552502,-0.128486338
 10/05  17:00:00,20.6125,25.02350095,46.06916565,736.527116,-0.139725084
 10/05  18:00:00,20.1875,24.54594185,44.74062083,639.2440077,-0.22097322
 10/05  19:00:00,19.6875,24.06228014,44.03261327,524.4050524,-0.31913831
 10/05  20:00:00,19.125,23.69089592,44.36300044,449.1000932,-1.42899435
 10/05  21:00:00,18.525,23.43357287,45.6476105,419.4420428,-1.477407369
 10/05  22:00:00,18.05,23.22391302,47.23298687,411.46241549999996,-1.511272261
 10/05  23:00:00,17.65,23.04305876,48.534208899999996,409.3174509,-1.539158368
 10/05  24:00:00,17.375,21.223996600000003,54.79600613,408.79409289999995,-1.753502725
 10/06  01:00:00,17.1125,20.53250216,57.65478443,408.62030649999997,-0.924279585
 10/06  02:00:00,16.8125,20.38669392,58.36867507,408.5628235,-0.95946599
 10/06  03:00:00,16.5125,20.25414017,59.181343999999996,408.5419239,-0.988761452
 10/06  04:00:00,16.15,20.10989175,60.02345407,408.5343287,-1.01917167
 10/06  05:00:00,15.75,19.95177582,60.92946459,408.5315701,-1.053771024
 10/06  06:00:00,15.35,19.79535378,61.89833585,408.530569,-1.087076807
 10/06  07:00:00,15.1375,19.67899992,62.73379098,408.53020610000004,-1.117433755
 10/06  08:00:00,15.1,21.01681746,58.48799029999999,408.5300685,-0.9695095029999999
 10/06  09:00:00,15.4125,21.5031883,57.84543111,408.5300171,-0.8220137940000001
 10/06  10:00:00,16.1,23.12702134,57.88945450000001,617.3148641,-0.5951123389999999
 10/06  11:00:00,17.025,23.50199134,61.02017007,723.4100969,-0.41632333899999996
 10/06  12:00:00,17.9,23.80016672,62.17585354,732.0345032,-0.356807983
 10/06  13:00:00,18.325,23.70159725,62.37930178,680.266139,-0.344978096
 10/06  14:00:00,18.0875,23.73949141,60.94071574,667.5668052,-0.353076162
 10/06  15:00:00,17.4,23.57617613,59.59911332,676.9120466,-0.38095149
 10/06  16:00:00,16.6,23.61176179,58.39747732,738.9039809,-0.39557423799999997
 10/06  17:00:00,15.925,23.2048853,58.157281499999996,734.7018678999999,-0.45104011299999996
 10/06  18:00:00,15.45,22.54148161,58.16875197,637.5941004,-0.566094498
 10/06  19:00:00,15.175,21.90621253,58.92044837,523.3778361999999,-0.691437785
 10/06  20:00:00,15.0375,21.48485291,60.427251,448.6301322,-1.818611314
 10/06  21:00:00,15.0625,21.39725377,61.97865179,419.274109,-1.847890539
 10/06  22:00:00,15.1625,21.415991,63.7960657,411.4096954,-1.840010871
 10/06  23:00:00,15.1375,21.40064634,65.2455037,409.30178060000003,-1.834717775
 10/06  24:00:00,15.1,19.90842779,72.08858112,408.7860857,-2.014738176
 10/07  01:00:00,14.975,19.46280086,74.07079785,408.6179383,-1.131891323
 10/07  02:00:00,14.8375,19.36318486,74.03501736,408.5618435,-1.162637642
 10/07  03:00:00,14.7375,19.28519473,73.70569363,408.5415296,-1.1880314790000002
 10/07  04:00:00,14.6375,19.21070534,73.21587366,408.534174,-1.21338078
 10/07  05:00:00,14.5375,19.1392376,72.91874437,408.53151099999997,-1.236695197
 10/07  06:00:00,14.4375,19.06832116,72.53846509,408.53054689999993,-1.259679311
 10/07  07:00:00,14.4,19.010066199999997,72.08146013,408.530198,-1.282773068
 10/07  08:00:00,14.4,20.35743025,65.85278237,408.53006580000005,-1.134399623
 10/07  09:00:00,14.7125,20.84144554,63.84335538,408.53001639999997,-0.992297348
 10/07  10:00:00,15.2125,22.44275784,62.40817867,617.3081535,-0.769063567
 10/07  11:00:00,15.5875,22.65466216,64.37912114,723.2625634,-0.6179840129999999
 10/07  12:00:00,15.8875,22.77655956,64.15479365,731.6407791,-0.602014221
 10/07  13:00:00,16.125,22.58171881,63.657054200000005,679.7992413,-0.619910375
 10/07  14:00:00,16.45,22.779904100000003,62.35516739,667.2932507999999,-0.61183109
 10/07  15:00:00,17.0375,23.01544871,62.21839667,677.0573820000001,-0.567124915
 10/07  16:00:00,17.8625,23.56364397,63.13566822,737.9174034,-0.470917081
 10/07  17:00:00,18.5125,23.63686822,65.12531756,736.2163429,-0.41071529
 10/07  18:00:00,18.575,23.28274695,65.75088268,639.1131035,-0.449702847
 10/07  19:00:00,18.25,22.83902345,64.9360843,524.3421232,-0.5401635920000001
 10/07  20:00:00,17.7875,22.48847932,63.96726768,449.0753557,-1.655954928
 10/07  21:00:00,17.2875,22.26914327,63.09709727,419.4355903,-1.712033676
 10/07  22:00:00,16.85,22.08630543,62.53605424,411.4616119,-1.7534322690000002
 10/07  23:00:00,16.575,21.95648827,62.48009247,409.31778199999997,-1.7840307080000002
 10/07  24:00:00,16.375,20.22139996,69.62535731,408.7943321,-1.988958646
 10/08  01:00:00,16.2375,19.58885744,72.63008095,408.6203849,-1.152132361
 10/08  02:00:00,16.1375,19.50488262,73.81230496,408.56287180000004,-1.173589301
 10/08  03:00:00,15.975,19.42252338,75.10012096,408.5419534,-1.189081885
 10/08  04:00:00,15.775,19.33004313,76.28529752,408.53434500000003,-1.207388738
 10/08  05:00:00,15.5125,19.22452278,77.33449008,408.53157860000005,-1.22776652
 10/08  06:00:00,15.275,19.120319199999997,78.03678123,408.5305732,-1.251352199
 10/08  07:00:00,15.075,19.02520525,78.43991117,408.530208,-1.275241252
 10/08  08:00:00,14.9375,20.41643634,71.55649099,408.53006919999996,-1.1243582490000001
 10/08  09:00:00,15.275,20.99456671,68.76324894,408.5300173,-0.967438021
 10/08  10:00:00,16.125,22.62969329,66.86582078,616.7121466,-0.7342538040000001
 10/08  11:00:00,17.0625,22.98189421,68.69912765,723.7885156000001,-0.561957655
 10/08  12:00:00,18.025,23.32956797,68.02365232,732.5161122000001,-0.499748271
 10/08  13:00:00,18.9,23.39487858,66.69964312,680.8795642000001,-0.464348107
 10/08  14:00:00,19.7,23.76821199,64.16648008,668.4345037,-0.418225178
 10/08  15:00:00,20.3125,24.002791600000002,62.73972402,678.2753504,-0.374999704
 10/08  16:00:00,20.6875,24.40635233,61.98553019,740.9752892999999,-0.31082725
 10/08  17:00:00,20.8625,24.39094877,61.75239936,737.3824921,-0.273544177
 10/08  18:00:00,20.8375,24.03189452,61.13620041,637.3551694,-0.328571058
 10/08  19:00:00,20.55,23.66250403,60.38086277,525.0010829,-0.405551579
 10/08  20:00:00,20.0875,23.36349105,60.22178557,449.4180841,-1.50564014
 10/08  21:00:00,19.5875,23.19270376,60.72541877,419.5740888,-1.5393634980000002
 10/08  22:00:00,19.0875,23.03456912,61.64005995,411.5102481,-1.561745238
 10/08  23:00:00,18.5875,22.86663993,62.43948512,409.33337,-1.586571902
 10/08  24:00:00,18.15,21.00589123,70.06824838,408.8039435,-1.8010016180000001
 10/09  01:00:00,17.6875,20.16740769,73.84792933,408.62276789999993,-0.998401853
 10/09  02:00:00,17.1875,19.96788063,74.67273108,408.56381749999997,-1.043496757
 10/09  03:00:00,16.6875,19.78594604,75.37589737,408.54231410000006,-1.081398183
 10/09  04:00:00,16.1875,19.61022468,75.69248812,408.53447860000006,-1.119541695
 10/09  05:00:00,15.6875,19.43326076,76.01877541,408.531627,-1.159580948
 10/09  06:00:00,15.1875,19.25592285,76.2386199,408.53059039999994,-1.199952374
 10/09  07:00:00,14.8125,19.10833541,75.74689301,408.530214,-1.2396710770000001
 10/09  08:00:00,14.6375,20.43205277,68.51324685,408.5300711,-1.104347797
 10/09  09:00:00,15.475,21.121999600000002,65.78747042,408.5300177,-0.9456655759999999
 10/09  10:00:00,16.9375,23.0241115,64.58987845,616.7694428,-0.654437336
 10/09  11:00:00,18.0625,23.47425075,66.83205603,723.9428191000001,-0.448172189
 10/09  12:00:00,18.775,23.74067062,65.617127,732.5948732999999,-0.40127024200000005
 10/09  13:00:00,19.3125,23.68881838,62.98787985,680.8319196,-0.401561216
 10/09  14:00:00,20.0,24.0574036,59.37082478,668.3331796,-0.361095502
 10/09  15:00:00,21.175,24.50062489,57.85877812,678.2930980000001,-0.280126937
 10/09  16:00:00,22.5125,25.11584852,59.55357589,741.4361943,-0.17198796100000002
 10/09  17:00:00,22.8125,25.10932994,62.65903037,738.1508835,-0.11067376599999999
 10/09  18:00:00,22.2625,24.67234882,64.29954017,640.582971,-0.15583909099999999
 10/09  19:00:00,21.375,24.15424983,65.27009348,525.1598125,-0.24063548199999998
 10/09  20:00:00,20.375,23.69724498,66.04447801,449.41860779999996,-1.3616819169999999
 10/09  21:00:00,19.4375,23.36939874,66.75405409999999,419.5504477,-1.425016225
 10/09  22:00:00,18.725,23.11185159,67.11791129,411.4956537,-1.474095097
 10/09  23:00:00,18.25,22.93147634,66.9788449,409.327254,-1.511632205
 10/09  24:00:00,18.0375,21.11547921,74.13773370000001,408.8014009,-1.72548849
 10/10  01:00:00,17.9375,20.39963328,76.73299715,408.6218522,-0.9088050999999999
 10/10  02:00:00,17.9,20.33610881,76.64807402,408.5635039,-0.932853858
 10/10  03:00:00,17.8375,20.28604081,76.85118939,408.5422222,-0.947851188
 10/10  04:00:00,17.675,20.21282126,77.50020512,408.53445810000005,-0.9636417509999999
 10/10  05:00:00,17.475,20.12622698,78.47478331,408.5316256,-0.980932963
 10/10  06:00:00,17.2125,20.02310377,79.70221613,408.53059249999995,-0.999868348
 10/10  07:00:00,16.975,19.92053183,80.82007676,408.5302158,-1.020022164
 10/10  08:00:00,16.8375,21.51494613,73.34561455,408.530072,-0.8486368679999999
 10/10  09:00:00,17.05,22.1655017,70.36967245,408.53001789999996,-0.66306707
 10/10  10:00:00,17.6375,23.52941836,68.95142707,617.3916712,-0.46894288
 10/10  11:00:00,18.4,23.77137135,69.87916179,723.6270473999999,-0.333883114
 10/10  12:00:00,19.2,24.053589499999998,67.53102014,732.2729722,-0.297226597
 10/10  13:00:00,20.125,24.11760048,64.46007837,680.6648142000001,-0.283475219
 10/10  14:00:00,21.125,24.53124474,61.24768814,668.3642712000001,-0.238320239
 10/10  15:00:00,22.125,24.89630921,59.80139586,678.3666197000001,-0.170079423
 10/10  16:00:00,22.9375,25.41791284,60.29030335,741.3031595,-0.07143538
 10/10  17:00:00,23.0125,25.37262376,62.20310993,737.8161514999999,-0.024776209
 10/10  18:00:00,22.4625,24.94575617,63.12407467,640.268001,-0.072201914
 10/10  19:00:00,21.575,24.39933309,63.63810366,524.9602217,-0.172431146
 10/10  20:00:00,20.5125,23.90428027,64.53251037,449.3237033,-1.303330472
 10/10  21:00:00,19.5375,23.55332444,65.75543304,419.5127674,-1.3702868959999999
 10/10  22:00:00,18.7625,23.27313526,66.98888177,411.4821671,-1.417838779
 10/10  23:00:00,18.25,23.06513284,67.85587149999999,409.3226103,-1.456528552
 10/10  24:00:00,17.975,21.22862566,76.02484244,408.7996066,-1.670555759
