日期-时间,环境:工地室外空气干球温度[C](小时),热区:第102空间:区平均气温[C](每小时),热区:空间102:区域空气相对湿度[%](小时),热区:空间102:区空气CO2浓度[ppm](小时),人:区域热舒适Fanger模型PMV[](小时),人群:区域热舒适Fanger模型PPD[%](小时),DOAS供电风机:风机电能[Kwh](小时),VRF热泵：VRF热泵冷却电能[Kwh](小时),VRF热泵：VRF热泵加热电能[Kwh](小时),,,
 09/20  14:00:00,22.8125,26.89187827,57.22333676,668.9658181,-0.649190499,13.86607157,0.038361864,0,0,,,
 09/20  15:00:00,24.55,27.45452267,56.10239671,676.7597173,-0.549248775,11.33747399,0.038361864,0,0,,,
 09/20  16:00:00,26.3625,28.14874406,58.12716379,733.0557175,-0.413822025,8.612989128,0.038361864,0,0,,,
 09/20  17:00:00,26.8125,28.26051934,61.36745675,735.8749647,-0.32330067,7.173426145,0.038361864,0,0,,,
 09/20  18:00:00,26.325,27.92955387,62.64189377,647.8557191,-0.352162235,7.59112848,0.038361864,0,0,,,
 09/20  19:00:00,25.5375,27.53341154,63.24659263,540.1358751,-0.418318017,8.659967054,0.038361864,0,0,,,
 09/20  20:00:00,24.575,27.14478731,64.08808645,462.1151108,-0.487679245,9.977510567,0.038361864,0,0,,,
 09/20  21:00:00,23.6375,26.83621835,65.029442,426.6605174,-0.543635084,11.18935377,0.038361864,0,0,,,
 09/20  22:00:00,22.8625,26.57284574,65.61204845,414.6591706,0.450219572,9.233377389,0.038361864,0,0,,,
 09/20  23:00:00,22.35,26.37962141,65.56033086,410.6039315,0.408814431,8.484886072,0.038361864,0,0,,,
 09/20  24:00:00,21.95,24.46208724,72.70342123,409.3217587,0.185421337,6.164589717,0,0,0,,,
 09/21  01:00:00,21.675,23.55957705,75.54835701,408.8051122,-0.077764035,5.131986548,0,0,0,,,
 09/21  02:00:00,21.475,23.42828569,74.81182468,408.6368587,-0.123872602,5.320152839,0,0,0,,,
 09/21  03:00:00,21.2125,23.30814158,74.34850965,408.5753775,-0.159908897,5.532003342,0,0,0,,,
 09/21  04:00:00,20.9125,23.17820272,74.24562572,408.5529155,-0.195088286,5.791135926,0,0,0,,,
 09/21  05:00:00,20.55,23.03219375,74.43121009,408.5447123,-0.231530988,6.114798013,0,0,0,,,
 09/21  06:00:00,20.15,22.8716453,75.09581671,408.5417181,-0.269743194,6.513061276,0,0,0,,,
 09/21  07:00:00,19.875,22.73927498,76.10352929,408.5406261,-0.301703844,6.892788963,0,0,0,,,
 09/21  08:00:00,19.7375,24.32797257,69.67141817,408.5402232,-1.178039559,34.42589878,0.038361864,0,0,,,
 09/21  09:00:00,19.825,25.01120414,67.36982586,408.5400701,-0.978488988,25.22605424,0.038361864,0,0,,,
 09/21  10:00:00,19.9625,26.05843158,67.81948518,606.042212,-0.813460781,19.12993665,0.038361864,0,0,,,
 09/21  11:00:00,20.0625,26.09826412,69.80419281,709.1912827,-0.719458794,15.89371603,0.038361864,0,0,,,
 09/21  12:00:00,20.1,26.11607537,69.11483629,725.2257211,-0.723543917,16.01712807,0.038361864,0,0,,,
 09/21  13:00:00,20.225,25.94342346,67.38266525,682.8943732,-0.756199427,17.0520193,0.038361864,0,0,,,
 09/21  14:00:00,20.55,26.08509537,65.23134107,668.3634176,-0.764736769,17.32185554,0.038361864,0,0,,,
 09/21  15:00:00,21.2,26.30466129,64.23091388,675.7618636,-0.732964949,16.31219196,0.038361864,0,0,,,
 09/21  16:00:00,22.1875,26.80564176,64.86014168,731.5315734,-0.6481986,13.85234893,0.038361864,0,0,,,
 09/21  17:00:00,23.2875,27.02029338,66.95058952,734.1857311,-0.57074274,11.82733445,0.038361864,0,0,,,
 09/21  18:00:00,24.0125,26.96264617,68.63317184,646.7187254,-0.550983432,11.35786886,0.038361864,0,0,,,
 09/21  19:00:00,23.8875,26.73659963,69.23162203,539.5212113,-0.579071711,12.0348806,0.038361864,0,0,,,
 09/21  20:00:00,22.95,26.34496896,68.61546861,461.7896498,-0.654246767,14.00812086,0.038361864,0,0,,,
 09/21  21:00:00,21.75,25.92410496,67.26838762,426.4968237,-0.750964947,16.89154692,0.038361864,0,0,,,
 09/21  22:00:00,20.7375,25.54377409,65.8782473,414.5840539,0.201013632,5.848776529,0.038361864,0,0,,,
 09/21  23:00:00,20.0875,25.25705971,64.99113894,410.5721289,0.127739171,5.343834697,0.038361864,0,0,,,
 09/21  24:00:00,19.7125,23.32468685,72.11074201,409.3073101,-0.117657654,5.768492507,0,0,0,,,
 09/22  01:00:00,19.5375,22.56404187,75.44692653,408.7991921,-0.358305044,7.674699765,0,0,0,,,
 09/22  02:00:00,19.5,22.48166148,76.67828212,408.6343944,-0.383705618,8.066571241,0,0,0,,,
 09/22  03:00:00,19.5,22.42931473,78.2776864,408.5743881,-0.395604497,8.260614161,0,0,0,,,
 09/22  04:00:00,19.4375,22.36872995,80.00827834,408.5525292,-0.405448715,8.425929559,0,0,0,,,
 09/22  05:00:00,19.3375,22.29757476,81.6382434,408.5445644,-0.418311705,8.648257402,0,0,0,,,
 09/22  06:00:00,19.2375,22.22479462,83.00667595,408.5416626,-0.433301305,8.916257294,0,0,0,,,
 09/22  07:00:00,19.075,22.13685972,83.72169038,408.5406054,-0.453894492,9.300816945,0,0,0,,,
 09/22  08:00:00,19,23.69556473,75.78422775,408.5402157,-1.336280297,42.29557476,0.038361864,0,0,,,
 09/22  09:00:00,19.125,24.38241269,71.89290343,408.5400677,-1.143700673,32.54540848,0.038361864,0,0,,,
 09/22  10:00:00,19.5125,25.54032722,70.2472328,606.1094021,-0.975352179,25.27713938,0.038361864,0,0,,,
 09/22  11:00:00,20.2,25.75970463,70.79897184,709.4701693,-0.85660762,20.48653579,0.038361864,0,0,,,
 09/22  12:00:00,21.0625,26.02705457,69.1817145,725.8651301,-0.82055864,19.20565528,0.038361864,0,0,,,
 09/22  13:00:00,22.0875,26.13970188,67.25197858,683.9105984,-0.799048262,18.46163917,0.038361864,0,0,,,
 09/22  14:00:00,23.3125,26.56891781,65.36458693,669.644869,-0.741998286,16.61133093,0.038361864,0,0,,,
 09/22  15:00:00,24.6125,27.07206868,64.75104893,677.288014,-0.624909897,13.21686854,0.038361864,0,0,,,
 09/22  16:00:00,25.6625,27.5721028,66.55062241,733.2622769,-0.52061334,10.68838457,0.038361864,0,0,,,
 09/22  17:00:00,25.875,27.5640003,68.95186051,735.8443029,-0.473290057,9.678105464,0.038361864,0,0,,,
 09/22  18:00:00,25.3625,27.19499274,69.61519908,647.7898976,-0.518652268,10.64124892,0.038361864,0,0,,,
 09/22  19:00:00,24.5375,26.76612485,69.6149983,540.0637294,-0.598900999,12.53649819,0.038361864,0,0,,,
 09/22  20:00:00,23.575,26.36228846,69.54164524,462.0585533,-0.68131218,14.76990101,0.038361864,0,0,,,
 09/22  21:00:00,22.6375,26.04208591,69.66544259,426.6293119,-0.749580203,16.83755113,0.038361864,0,0,,,
 09/22  22:00:00,21.8,25.760688,69.95741129,414.6451533,0.238426085,6.184116867,0.038361864,0,0,,,
 09/22  23:00:00,21.125,25.51469129,70.21196435,410.5978005,0.188560607,5.740396167,0.038361864,0,0,,,
 09/22  24:00:00,20.5875,23.5482076,78.48036495,409.31862,-0.049173726,5.531631379,0,0,0,,,
 09/23  01:00:00,20.15,22.64867181,81.96313687,408.8035571,-0.314446503,7.062586232,0,0,0,,,
 09/23  02:00:00,19.6875,22.45261676,82.00595288,408.6360647,-0.3663065,7.797039848,0,0,0,,,
 09/23  03:00:00,19.25,22.27537229,82.12089784,408.5749822,-0.413055887,8.55934253,0,0,0,,,
 09/23  04:00:00,18.7875,22.10253811,81.93928857,408.5527267,-0.456335782,9.350034558,0,0,0,,,
 09/23  05:00:00,18.2875,21.9191617,80.92117046,408.5446239,-0.507349107,10.38595588,0,0,0,,,
 09/23  06:00:00,17.7875,21.73298823,79.91428188,408.5416781,-0.561944992,11.61791226,0,0,0,,,
 09/23  07:00:00,17.4125,21.57308809,79.22754184,408.5406085,-0.611495001,12.84632042,0,0,0,,,
 09/23  08:00:00,17.2375,22.93139321,71.82302039,408.5402161,-1.519695123,51.98313295,0.038361864,0,0.010741412,,,
 09/23  09:00:00,17.7,23.53717887,69.46643946,408.5400677,-1.358821818,43.33503124,0.038361864,0,0,,,
 09/23  10:00:00,18.6875,25.10225241,68.57222562,601.9805457,-1.113948843,31.41570618,0.038361864,0,0,,,
 09/23  11:00:00,19.85,25.56516349,69.77454366,710.2522375,-0.925066174,23.07657522,0.038361864,0,0,,,
 09/23  12:00:00,21.1125,25.98774186,68.00444911,726.187037,-0.848938232,20.2209671,0.038361864,0,0,,,
 09/23  13:00:00,22.5375,26.24409937,64.94523352,684.1320897,-0.800232579,18.50240578,0.038361864,0,0,,,
 09/23  14:00:00,24.2875,26.8602355,61.24577294,669.9274628,-0.713297023,15.7348124,0.038361864,0,0,,,
 09/23  15:00:00,26.4375,27.50539722,59.39264773,677.8599493,-0.602374651,12.62881281,0.038361864,0,0,,,
 09/23  16:00:00,28.425,28.24263009,60.05094968,734.3573585,-0.460801382,9.479725541,0.038361864,0,0,,,
 09/23  17:00:00,28.9125,28.4014592,61.24972818,737.3437546,-0.370817668,7.862735763,0.038361864,0,0,,,
 09/23  18:00:00,28.425,28.12277266,60.5480023,649.2135581,-0.401228408,8.364444701,0.038361864,0,0,,,
 09/23  19:00:00,27.575,27.77005906,59.3220782,541.1156384,-0.467577918,9.577457955,0.038361864,0,0,,,
 09/23  20:00:00,26.45,27.38708719,58.89704701,462.677679,-0.542308704,11.16466008,0.038361864,0,0,,,
 09/23  21:00:00,25.3125,27.06138676,59.63351649,426.92871,-0.600245186,12.55849543,0.038361864,0,0,,,
 09/23  22:00:00,24.275,26.75962522,61.00469475,414.7743238,0.395362789,8.259175085,0.038361864,0,0,,,
 09/23  23:00:00,23.275,26.45818198,62.57751179,410.6496801,0.353047139,7.597014105,0.038361864,0,0,,,
 09/23  24:00:00,22.3375,24.41668973,70.98249592,409.3407596,0.117271426,5.734174792,0,0,0,,,
 09/24  01:00:00,21.5625,23.31527076,76.04675657,408.811943,-0.166799077,5.589963773,0,0,0,,,
 09/24  02:00:00,20.8625,23.01674502,78.02793014,408.639391,-0.231064322,6.11247467,0,0,0,,,
 09/24  03:00:00,20.225,22.77317345,79.61480214,408.5762726,-0.281884491,6.654027039,0,0,0,,,
 09/24  04:00:00,19.6875,22.56647357,80.56165932,408.5532198,-0.326845385,7.224833522,0,0,0,,,
 09/24  05:00:00,19.1875,22.37631849,80.86545267,408.544812,-0.373746643,7.911885151,0,0,0,,,
 09/24  06:00:00,18.75,22.20119865,81.34290716,408.5417499,-0.418121014,8.647470387,0,0,0,,,
 09/24  07:00:00,18.475,22.06879494,80.89408621,408.5406358,-0.458136198,9.383417196,0,0,0,,,
 09/24  08:00:00,18.3375,23.51897768,72.63893331,408.5402261,-1.359928878,43.50072921,0.038361864,0,0,,,
 09/24  09:00:00,18.7375,24.24414658,69.55932163,408.5400709,-1.174336064,34.01066843,0.038361864,0,0,,,
 09/24  10:00:00,19.6875,25.66512825,68.66304112,602.5686109,-0.95089548,24.34711799,0.038361864,0,0,,,
 09/24  11:00:00,20.9125,26.09450486,69.24859721,710.1854088,-0.783368929,17.93609507,0.038361864,0,0,,,
 09/24  12:00:00,22.3375,26.53205264,67.01506278,726.3533714,-0.716671228,15.81846066,0.038361864,0,0,,,
 09/24  13:00:00,23.9,26.82220446,63.75425848,684.4585244,-0.665240468,14.2991099,0.038361864,0,0,,,
 09/24  14:00:00,25.625,27.38962571,60.18647901,670.2907201,-0.592221962,12.37534299,0.038361864,0,0,,,
 09/24  15:00:00,27.6125,28.06118782,58.47774843,678.1930606,-0.458939339,9.431455372,0.038361864,0,0,,,
 09/24  16:00:00,29.3375,28.72802144,60.34834016,734.6083635,-0.319009165,7.155642391,0.038361864,0,0,,,
 09/24  17:00:00,29.65,28.87793209,63.64928094,737.5453726,-0.20836995,5.902482782,0.038361864,0,0,,,
 09/24  18:00:00,28.8125,28.48436367,66.1833889,649.3270229,-0.240018426,6.210971183,0.038361864,0,0,,,
 09/24  19:00:00,27.525,27.9833559,67.94171708,541.1059088,-0.315345211,7.079765552,0.038361864,0,0,,,
 09/24  20:00:00,26,27.4624189,69.61434586,462.6155426,-0.402362821,8.389175849,0.038361864,0,0,,,
 09/24  21:00:00,24.4625,26.99061067,71.16317589,426.8708555,-0.484802623,9.919108118,0.038361864,0,0,,,
 09/24  22:00:00,23.15,26.57089172,72.40520569,414.7373997,0.483366304,9.888768795,0.038361864,0,0,,,
 09/24  23:00:00,22.2,26.23450935,72.93245147,410.6308742,0.41784626,8.645110603,0.038361864,0,0,,,
 09/24  24:00:00,21.525,24.21637549,81.21366684,409.3316379,0.17394048,6.106773361,0,0,0,,,
 09/25  01:00:00,21.05,23.2511089,84.66431517,408.808208,-0.103582927,5.231676565,0,0,0,,,
 09/25  02:00:00,20.7125,23.07642173,84.2683001,408.6378678,-0.157900676,5.519549583,0,0,0,,,
 09/25  03:00:00,20.475,22.95789188,83.35875443,408.5756914,-0.197622621,5.812125166,0,0,0,,,
 09/25  04:00:00,20.275,22.85726194,82.33183584,408.5530115,-0.233648336,6.134671864,0,0,0,,,
 09/25  05:00:00,20.075,22.75981767,81.39145798,408.544742,-0.26664201,6.478070939,0,0,0,,,
 09/25  06:00:00,19.9375,22.67731621,80.24520124,408.5417276,-0.299297669,6.86290013,0,0,0,,,
 09/25  07:00:00,19.775,22.59365394,78.90619941,408.5406293,-0.331010244,7.280763997,0,0,0,,,
 09/25  08:00:00,19.7,24.20316829,69.78614426,408.5402267,-1.220214612,36.44818295,0.038361864,0,0,,,
 09/25  09:00:00,20.575,25.13740574,65.65537389,408.5400695,-1.000851424,26.17341542,0.038361864,0,0,,,
 09/25  10:00:00,22.1,26.55175176,66.80154035,602.7518656,-0.761847121,17.49393712,0.038361864,0,0,,,
 09/25  11:00:00,23.325,26.96537273,70.60277111,710.865323,-0.574603639,11.92209021,0.038361864,0,0,,,
 09/25  12:00:00,24.075,27.22034685,71.45485301,727.0312806,-0.509207607,10.42669703,0.038361864,0,0,,,
 09/25  13:00:00,24.55,27.21983819,70.52607891,684.766063,-0.492495522,10.06965094,0.038361864,0,0,,,
 09/25  14:00:00,25.0125,27.42036377,69.02658546,670.0692451,-0.474916389,9.713869567,0.038361864,0,0,,,
 09/25  15:00:00,25.575,27.62425157,68.45724272,677.3652351,-0.434277905,8.936554703,0.038361864,0,0,,,
 09/25  16:00:00,26.175,27.98821933,68.85903742,733.0338287,-0.366914088,7.818089652,0.038361864,0,0,,,
 09/25  17:00:00,26.275,27.96890378,69.83498808,735.4897246,-0.331958972,7.292433034,0.038361864,0,0,,,
 09/25  18:00:00,25.8875,27.6382471,69.30311224,647.5204157,-0.380614453,8.032382816,0.038361864,0,0,,,
 09/25  19:00:00,25.2625,27.2669326,67.74473744,539.9371662,-0.463634279,9.504223708,0.038361864,0,0,,,
 09/25  20:00:00,24.4375,26.90822152,66.35307757,462.0291837,-0.547510722,11.28800213,0.038361864,0,0,,,
 09/25  21:00:00,23.5375,26.60534852,65.42553237,426.6296949,-0.62004132,13.07295747,0.038361864,0,0,,,
 09/25  22:00:00,22.6375,26.30553789,65.1648575,414.6492339,0.35955641,7.696807151,0.038361864,0,0,,,
 09/25  23:00:00,21.7375,25.99207705,65.13997922,410.6000543,0.297039129,6.84014429,0.038361864,0,0,,,
 09/25  24:00:00,20.9,23.9205682,72.59192097,409.3193881,0.040628849,5.544544481,0,0,0,,,
 09/26  01:00:00,20.1625,22.89967011,76.20721698,408.8036605,-0.248873625,6.298056567,0,0,0,,,
 09/26  02:00:00,19.4625,22.61887358,77.00546813,408.6360048,-0.317420492,7.100795109,0,0,0,,,
 09/26  03:00:00,18.8875,22.39084192,77.38295053,408.5749078,-0.37540492,7.938894373,0,0,0,,,
 09/26  04:00:00,18.45,22.20843969,77.59054361,408.5526798,-0.424412288,8.759106286,0,0,0,,,
 09/26  05:00:00,18.1125,22.0576659,77.93973362,408.5446026,-0.465597104,9.528087281,0,0,0,,,
 09/26  06:00:00,17.875,21.93656595,78.36274113,408.5416699,-0.499390792,10.21374753,0,0,0,,,
 09/26  07:00:00,17.7375,21.84267165,78.56445795,408.5406057,-0.528780001,10.8505583,0,0,0,,,
 09/26  08:00:00,17.7,23.23351728,71.79617008,408.5402152,-1.426927551,47.02081542,0.038361864,0,0,,,
 09/26  09:00:00,18.2625,23.94223735,68.95985727,408.5400675,-1.249776094,37.72227156,0.038361864,0,0,,,
 09/26  10:00:00,19.2875,25.46233923,68.4217932,601.9624628,-1.009180132,26.7816854,0.038361864,0,0,,,
 09/26  11:00:00,20.2625,25.85251711,71.27541274,710.2525211,-0.826740932,19.42033296,0.038361864,0,0,,,
 09/26  12:00:00,21.1,26.12810299,71.95773413,726.0944674,-0.76632054,17.37888599,0.038361864,0,0,,,
 09/26  13:00:00,21.9,26.18926303,71.5633066,683.8449342,-0.737439131,16.44925135,0.038361864,0,0,,,
 09/26  14:00:00,22.7,26.49794727,70.33211953,669.3286243,-0.696000768,15.19471122,0.038361864,0,0,,,
 09/26  15:00:00,23.625,26.80844217,69.78285808,676.7684726,-0.635205876,13.47628982,0.038361864,0,0,,,
 09/26  16:00:00,24.5,27.27654434,70.27433449,732.5490937,-0.544930925,11.23851621,0.038361864,0,0,,,
 09/26  17:00:00,24.6125,27.26558949,70.94206336,734.9600212,-0.503652151,10.30381436,0.038361864,0,0,,,
 09/26  18:00:00,24,26.85166746,69.34540544,646.9240933,-0.572898117,11.90367575,0.038361864,0,0,,,
 09/26  19:00:00,23.1375,26.37217055,66.45999736,539.4144693,-0.68867443,15.00136932,0.038361864,0,0,,,
 09/26  20:00:00,22.2375,25.93837537,64.02433944,461.6868216,-0.801188933,18.55314501,0.038361864,0,0,,,
 09/26  21:00:00,21.5875,25.66795477,62.59851092,426.4608141,-0.879522366,21.33481236,0.038361864,0,0,,,
 09/26  22:00:00,21.3375,25.54743937,62.52794288,414.5816028,0.128720773,5.343601709,0.038361864,0,0,,,
 09/26  23:00:00,21.1125,25.46757772,63.67593231,410.576927,0.120083314,5.298831591,0.038361864,0,0,,,
 09/26  24:00:00,20.625,23.54901005,72.45942188,409.3111642,-0.093039164,5.64227351,0,0,0,,,
 09/27  01:00:00,19.9,22.57260624,77.29307394,408.8010724,-0.358655901,7.687871351,0,0,0,,,
 09/27  02:00:00,19.1625,22.2847739,77.90805011,408.635069,-0.427682311,8.820803427,0,0,0,,,
 09/27  03:00:00,18.525,22.04700173,77.75089309,408.5745634,-0.488842516,9.998489733,0,0,0,,,
 09/27  04:00:00,18.1125,21.86743633,77.45115181,408.5525522,-0.542052607,11.1524254,0,0,0,,,
 09/27  05:00:00,17.875,21.74662424,77.09269647,408.5445563,-0.580352215,12.05940707,0,0,0,,,
 09/27  06:00:00,17.8,21.67098191,76.54599007,408.5416535,-0.610445768,12.81698804,0,0,0,,,
 09/27  07:00:00,17.925,21.64935051,76.03728416,408.5406003,-0.63040156,13.34075839,0,0,0,,,
 09/27  08:00:00,18.0625,23.17138364,69.10981973,408.5402136,-1.507659183,51.34199951,0.038361864,0,0,,,
 09/27  09:00:00,18.1625,23.82541441,66.13711253,408.540067,-1.323279657,41.47362611,0.038361864,0,0,,,
 09/27  10:00:00,18.2,24.99022672,65.48870225,606.1737865,-1.148812975,32.93679705,0.038361864,0,0,,,
 09/27  11:00:00,18.2,25.00315676,67.67264975,709.3140547,-1.054775856,28.48494542,0.038361864,0,0,,,
 09/27  12:00:00,18.1375,24.9735086,68.01505304,725.2961778,-1.065800313,28.97069797,0.038361864,0,0,,,
 09/27  13:00:00,18.0375,24.69616318,67.92288024,682.8467706,-1.106630043,30.82805524,0.038361864,0,0,,,
 09/27  14:00:00,17.9375,24.6993712,67.17344326,668.192648,-1.133338631,32.05683888,0.038361864,0,0,,,
 09/27  15:00:00,17.9,24.70795662,66.99097287,675.3566414,-1.133071841,32.04410803,0.038361864,0,0,,,
 09/27  16:00:00,17.8375,24.93963167,67.05130295,730.6952077,-1.100918374,30.56263574,0.038361864,0,0,,,
 09/27  17:00:00,17.7375,24.76531899,67.52059955,732.6253616,-1.108208899,30.89498596,0.038361864,0,0,,,
 09/27  18:00:00,17.575,24.28270719,66.90367237,644.7749146,-1.19625753,35.08967091,0.038361864,0,0,,,
 09/27  19:00:00,17.5,23.83828817,65.51049745,537.9522971,-1.307684717,40.67617455,0.038361864,0,0,,,
 09/27  20:00:00,17.625,23.6107574,64.60237766,460.9082685,-1.378895992,44.39234826,0.038361864,0,0,,,
 09/27  21:00:00,17.825,23.61755218,64.29462345,426.1196744,-1.396902052,45.34677197,0.038361864,0,0,,,
 09/27  22:00:00,17.9625,23.66210255,64.64049399,414.4445798,-0.344113667,7.463425337,0.038361864,0,0,,,
 09/27  23:00:00,18,23.66563604,65.25364083,410.5235956,-0.342661917,7.442580715,0.038361864,0,0,,,
 09/27  24:00:00,17.9375,21.94470509,72.81223509,409.2785039,-0.549686246,11.78141047,0,0,0,,,
 09/28  01:00:00,17.7125,21.29061757,75.82204302,408.7923714,-0.763984338,17.29921674,0,0,0,,,
 09/28  02:00:00,17.475,21.15473925,76.22968002,408.631681,-0.803583245,18.61739309,0,0,0,,,
 09/28  03:00:00,17.15,21.01351193,76.46732115,408.5732893,-0.839997337,19.89000718,0,0,0,,,
 09/28  04:00:00,16.75,20.85237164,76.3680717,408.5520763,-0.882839402,21.45783939,0,0,0,,,
 09/28  05:00:00,16.35,20.68956524,76.08460829,408.5443771,-0.928146166,23.19728573,0,0,0,,,
 09/28  06:00:00,16.0125,20.54251853,75.58526739,408.5415852,-0.97196932,24.95688586,0,0,0,,,
 09/28  07:00:00,15.775,20.42409985,74.91022453,408.5405738,-1.010630231,26.57126451,0,0,0,,,
 09/28  08:00:00,15.6375,22.08501007,66.77432816,408.5402,-1.858127062,69.70227068,0.038361864,0,0.117022489,,,
 09/28  09:00:00,16.1625,22.27884723,66.44407876,408.5400638,-1.762112802,65.04423443,0.038361864,0,0,,,
 09/28  10:00:00,17.0625,23.875689,66.43346666,602.1714594,-1.518137852,51.90984012,0.038361864,0,0,,,
 09/28  11:00:00,17.5875,24.17877177,70.33300959,710.4537802,-1.333009449,41.97839484,0.038361864,0,0,,,
 09/28  12:00:00,17.7625,24.24852295,71.81748228,726.0138713,-1.309783562,40.77336328,0.038361864,0,0,,,
 09/28  13:00:00,17.675,23.99234999,72.08070157,683.3542645,-1.337636308,42.22561488,0.038361864,0,0,,,
 09/28  14:00:00,17.5375,23.99588017,71.02029417,668.5601681,-1.364692785,43.63985386,0.038361864,0,0,,,
 09/28  15:00:00,17.5,24.01442766,70.47844022,675.6781686,-1.363254753,43.56391206,0.038361864,0,0,,,
 09/28  16:00:00,17.6875,24.32790175,70.17308334,731.1046734,-1.319967821,41.30756068,0.038361864,0,0,,,
 09/28  17:00:00,17.9875,24.28647392,71.00626566,733.2341984,-1.2972924,40.13008332,0.038361864,0,0,,,
 09/28  18:00:00,18.225,23.95835331,71.19755987,645.468877,-1.349468384,42.84762183,0.038361864,0,0,,,
 09/28  19:00:00,18.2375,23.62082485,70.6199351,538.497935,-1.425467599,46.87852479,0.038361864,0,0,,,
 09/28  20:00:00,18.0125,23.33877195,69.5162803,461.1966312,-1.497329336,50.75649917,0.038361864,0,0,,,
 09/28  21:00:00,17.775,23.18389425,68.45487448,426.2360499,-1.548596184,53.54502776,0.038361864,0,0,,,
 09/28  22:00:00,17.6375,23.09589005,67.7686769,414.4868295,-0.5299908,10.87711933,0.038361864,0,0,,,
 09/28  23:00:00,17.6,23.05321602,67.57992351,410.5386367,-0.546471648,11.25090413,0.038361864,0,0,,,
 09/28  24:00:00,17.6625,21.36283095,75.39625987,409.2846744,-0.750918739,17.30739422,0,0,0,,,
 09/29  01:00:00,17.7,20.77635923,78.76441422,408.7948881,-0.951806655,24.13646976,0,0,0,,,
 09/29  02:00:00,17.7625,20.73065661,79.59582823,408.6328105,-0.97027735,24.88516252,0,0,0,,,
 09/29  03:00:00,17.7375,20.68656182,80.62686886,408.573805,-0.979674498,25.2720249,0,0,0,,,
 09/29  04:00:00,17.575,20.60481218,81.44238027,408.55231,-0.997731168,26.02496168,0,0,0,,,
 09/29  05:00:00,17.375,20.51075433,81.94923337,408.5444807,-1.021072249,27.01609728,0,0,0,,,
 09/29  06:00:00,17.1125,20.40218961,82.0587659,408.54163,-1.048131058,28.19106848,0,0,0,,,
 09/29  07:00:00,16.875,20.29418109,81.80888676,408.5405926,-1.080140995,29.61390767,0,0,0,,,
 09/29  08:00:00,16.7375,22.22715719,72.17173333,408.5402072,-1.890589664,71.19245475,0.038361864,0,0.123199662,,,
 09/29  09:00:00,17.45,22.57707226,71.47617603,408.5400663,-1.75343739,64.5856934,0.038361864,0,0,,,
 09/29  10:00:00,18.5875,24.06327839,72.03908323,602.3089985,-1.50765432,51.3433883,0.038361864,0,0,,,
 09/29  11:00:00,19.3125,24.35836193,76.33115581,711.0571336,-1.328059739,41.72087645,0.038361864,0,0,,,
 09/29  12:00:00,19.4375,24.44457592,77.57855716,726.8262076,-1.293526555,39.9363862,0.038361864,0,0,,,
 09/29  13:00:00,19.275,24.19667589,77.1706878,684.1712844,-1.322252992,41.42384308,0.038361864,0,0,,,
 09/29  14:00:00,19.075,24.20928715,75.26403319,669.27276,-1.34619481,42.66746504,0.038361864,0,0,,,
 09/29  15:00:00,19.0625,24.24193337,73.74140352,676.354411,-1.34867789,42.79753318,0.038361864,0,0,,,
 09/29  16:00:00,19.4125,24.5937587,73.04551738,731.8803198,-1.299821319,40.26863577,0.038361864,0,0,,,
 09/29  17:00:00,20.0375,24.65173116,74.07502349,734.2610034,-1.25912641,38.18570505,0.038361864,0,0,,,
 09/29  18:00:00,20.4875,24.44251087,75.10114455,646.5661405,-1.276553448,39.07398961,0.038361864,0,0,,,
 09/29  19:00:00,20.4125,24.15400768,75.03519722,539.3200983,-1.330140362,41.83483698,0.038361864,0,0,,,
 09/29  20:00:00,19.925,23.84578958,73.91987748,461.6641729,-1.401935231,45.61903956,0.038361864,0,0,,,
 09/29  21:00:00,19.45,23.64263775,72.45477152,426.4521979,-1.464084712,48.9542873,0.038361864,0,0,,,
 09/29  22:00:00,19.3,23.55668845,71.75820088,414.5784228,-0.448450326,9.196566637,0.038361864,0,0,,,
 09/29  23:00:00,19.2375,23.5300533,71.8601868,410.5760176,-0.45481242,9.317192747,0.038361864,0,0,,,
 09/29  24:00:00,19.1375,21.7551057,80.13638779,409.3111358,-0.664228468,14.73181189,0,0,0,,,
 09/30  01:00:00,18.9125,20.99069787,83.59435565,408.8014238,-0.901324883,22.15861603,0,0,0,,,
 09/30  02:00:00,18.6125,20.84506725,83.7878417,408.6354492,-0.941678334,23.73137754,0,0,0,,,
 09/30  03:00:00,18.375,20.73148555,83.84234948,408.574832,-0.973882932,25.03418835,0,0,0,,,
 09/30  04:00:00,18.175,20.6364005,84.00595925,408.552707,-1.000003177,26.12069392,0,0,0,,,
 09/30  05:00:00,18.1,20.57207481,84.34407189,408.5446349,-1.021162854,27.01946984,0,0,0,,,
 09/30  06:00:00,18.1,20.53821441,85.03807037,408.5416909,-1.031641569,27.47083751,0,0,0,,,
 09/30  07:00:00,18.1,20.50811428,85.72886522,408.540617,-1.039648161,27.81865492,0,0,0,,,
 09/30  08:00:00,18.1625,22.20978996,77.60611967,408.5402204,-1.890084918,71.23457619,0.038361864,0,0,,,
 09/30  09:00:00,18.2625,22.86609322,74.93934537,408.5400694,-1.679394608,60.64505325,0.038361864,0,0,,,
 09/30  10:00:00,18.3625,23.99563027,74.30759182,606.4175743,-1.50452814,51.16483534,0.038361864,0,0,,,
