日期-时间,环境:工地室外空气干球温度[C](小时),热区:第102空间:区平均气温[C](每小时),热区:空间102:区域空气相对湿度[%](小时),热区:空间102:区空气CO2浓度[ppm](小时),人:区域热舒适Fanger模型PMV[](小时),人群:区域热舒适Fanger模型PPD[%](小时),DOAS供电风机:风机电能[Kwh](小时),VRF热泵：VRF热泵冷却电能[Kwh](小时),VRF热泵：VRF热泵加热电能[Kwh](小时),,,
 04/23  08:00:00,13.2125,21.87384689,46.58691799,413.3201899,-1.831918952,67.87233457,0.038361864,0,0.817471343,,,
 04/23  09:00:00,13.9625,22.00021065,45.16071675,413.3200598,-1.680932013,60.7283789,0.038361864,0,0.413477039,,,
 04/23  10:00:00,14.8625,22.69363414,46.16822376,611.4891711,-1.587688301,55.66907788,0.038361864,0,0,,,
 04/23  11:00:00,15.7,22.83984169,46.09754137,713.8203915,-1.514212378,51.67283568,0.038361864,0,0,,,
 04/23  12:00:00,16.4375,23.08166636,43.26724977,730.5423566,-1.49564472,50.66387613,0.038361864,0,0,,,
 04/23  13:00:00,17.2,23.08129354,39.41675037,688.4913192,-1.500083109,50.90518909,0.038361864,0,0,,,
 04/23  14:00:00,18.0625,23.44396473,35.10748284,674.189488,-1.479286984,49.77748306,0.038361864,0,0,,,
 04/23  15:00:00,19.025,23.8254348,31.88268424,681.7860503,-1.426350282,46.92232513,0.038361864,0,0,,,
 04/23  16:00:00,20.0875,24.43752507,30.32366014,737.8593303,-1.342255255,42.47227423,0.038361864,0,0,,,
 04/23  17:00:00,20.875,24.59349488,29.89831797,740.5270966,-1.287659027,39.63546825,0.038361864,0,0,,,
 04/23  18:00:00,20.9125,24.29226246,28.91660306,652.5468622,-1.322736188,41.45172196,0.038361864,0,0,,,
 04/23  19:00:00,20.3625,23.86440449,27.91248736,544.8016908,-1.398094326,45.41527306,0.038361864,0,0,,,
 04/23  20:00:00,19.5375,23.4590547,28.02991561,466.7692916,-1.466716216,49.09764139,0.038361864,0,0,,,
 04/23  21:00:00,18.6375,23.13296819,29.59341625,431.357098,-1.517119342,51.83109546,0.038361864,0,0,,,
 04/23  22:00:00,17.8,22.83033783,32.15144083,419.3985072,-0.527383139,10.81982504,0.038361864,0,0,,,
 04/23  23:00:00,17.0625,22.54378744,34.94130029,415.3656812,-0.558671502,11.5370032,0.038361864,0,0,,,
 04/23  24:00:00,16.4875,20.61100086,42.01846325,414.0923057,-0.761105242,17.57015639,0,0,0,,,
 04/24  01:00:00,15.9875,19.8258952,47.37272245,413.5804017,-0.958916047,24.42396238,0,0,0,,,
 04/24  02:00:00,15.425,19.61381368,51.03625721,413.4145304,-0.987201484,25.58500865,0,0,0,,,
 04/24  03:00:00,14.8875,19.41729688,54.10634097,413.3542685,-1.014435339,26.73242053,0,0,0,,,
 04/24  04:00:00,14.325,19.22068535,56.19813397,413.332405,-1.045055476,28.05665249,0,0,0,,,
 04/24  05:00:00,13.7875,19.0252779,57.33654067,413.3244837,-1.08285375,29.73697416,0,0,0,,,
 04/24  06:00:00,13.35,18.85553437,57.75783273,413.3216187,-1.120289159,31.45015761,0,0,0,,,
 04/24  07:00:00,13.075,18.72475669,57.50683315,413.3205839,-1.15524263,33.09105138,0,0,0,,,
 04/24  08:00:00,13.125,21.87550911,46.52868813,413.3202029,-1.829274205,67.75258076,0.038361864,0,0.823874064,,,
 04/24  09:00:00,13.3875,22.0001882,45.39577434,413.3200638,-1.677989501,60.57006527,0.038361864,0,0.497200963,,,
 04/24  10:00:00,13.75,22.3955451,47.11090156,611.6802377,-1.618520738,57.34840409,0.038361864,0,0,,,
 04/24  11:00:00,14.2125,22.35152786,47.77961558,711.5094944,-1.585778117,55.57086803,0.038361864,0,0,,,
 04/24  12:00:00,14.775,22.53863228,46.05594418,729.3987977,-1.572058655,54.82348824,0.038361864,0,0,,,
 04/24  13:00:00,15.5625,22.53139501,43.72403969,687.7255718,-1.56954899,54.68676803,0.038361864,0,0,,,
 04/24  14:00:00,16.65,22.96310943,41.20008783,673.6550524,-1.531962391,52.63957128,0.038361864,0,0,,,
 04/24  15:00:00,18.1,23.46710602,40.39344159,681.4549801,-1.452115211,48.3104481,0.038361864,0,0,,,
 04/24  16:00:00,19.5125,24.20069126,41.39937358,737.6326253,-1.324691431,41.5661658,0.038361864,0,0,,,
 04/24  17:00:00,19.875,24.2664492,43.00734401,740.7706587,-1.260268779,38.24358775,0.038361864,0,0,,,
 04/24  18:00:00,19.4875,23.8124821,42.9183655,652.2009856,-1.316396514,41.12528689,0.038361864,0,0,,,
 04/24  19:00:00,18.8625,23.32212446,42.01785165,544.3861722,-1.405190759,45.7948851,0.038361864,0,0,,,
 04/24  20:00:00,18.1,22.89278121,41.73386557,466.4916976,-1.484753197,50.07456983,0.038361864,0,0,,,
 04/24  21:00:00,17.3625,22.57957581,42.04305599,431.2181889,-1.544773074,53.3367859,0.038361864,0,0,,,
 04/24  22:00:00,16.725,22.31612538,42.63561549,419.3385536,-0.562795262,11.63600796,0.038361864,0,0,,,
 04/24  23:00:00,16.1875,22.07534076,43.16961896,415.3419587,-0.602138371,12.60500833,0.038361864,0,0,,,
 04/24  24:00:00,15.75,20.21562333,48.28481239,414.0720361,-0.813409562,19.32836494,0,0,0,,,
 04/25  01:00:00,15.35,19.53316905,50.1883667,413.5764262,-1.011757738,26.62029167,0,0,0,,,
 04/25  02:00:00,14.8875,19.35207364,50.73728067,413.4129249,-1.05035598,28.28921989,0,0,0,,,
 04/25  03:00:00,14.325,19.15744802,51.34992105,413.3536352,-1.088523609,29.9937082,0,0,0,,,
 04/25  04:00:00,13.6625,18.93461278,52.0965427,413.332157,-1.131756984,31.98544066,0,0,0,,,
 04/25  05:00:00,12.9625,18.69802407,52.89658346,413.3243868,-1.179276045,34.24349463,0,0,0,,,
 04/25  06:00:00,12.325,18.47498699,53.75610283,413.3215804,-1.22498656,36.47949381,0,0,0,,,
 04/25  07:00:00,11.975,18.31570985,54.45635653,413.3205688,-1.263988937,38.43182198,0,0,0,,,
 04/25  08:00:00,12.025,21.82971454,44.34769874,413.3201972,-1.889291324,70.39686253,0.038361864,0,1.064961035,,,
 04/25  09:00:00,12.4125,21.99979722,44.72773795,413.3200618,-1.704851515,62.01118248,0.038361864,0,0.689587264,,,
 04/25  10:00:00,13.0375,22.11090665,48.88434024,611.7291959,-1.664129732,59.82070808,0.038361864,0,0,,,
 04/25  11:00:00,13.8625,22.12198075,50.77090599,711.5950625,-1.62865172,57.90246507,0.038361864,0,0,,,
 04/25  12:00:00,14.8875,22.44981217,49.65033927,729.6042072,-1.590919703,55.85048213,0.038361864,0,0,,,
 04/25  13:00:00,16.2375,22.62961524,47.84197701,688.1019979,-1.554121939,53.84609987,0.038361864,0,0,,,
 04/25  14:00:00,17.8625,23.23732072,45.59159721,674.1849293,-1.479664635,49.80108995,0.038361864,0,0,,,
 04/25  15:00:00,19.8125,23.92713894,44.54040749,682.1451561,-1.358831508,43.34299828,0.038361864,0,0,,,
 04/25  16:00:00,21.6,24.76349674,45.09910987,738.5397576,-1.208441346,35.69273308,0.038361864,0,0,,,
 04/25  17:00:00,22.0125,24.86752948,46.04928189,741.8655069,-1.136295209,32.19567707,0.038361864,0,0,,,
 04/25  18:00:00,21.525,24.46256849,45.42523293,653.1973423,-1.182574046,34.41134324,0.038361864,0,0,,,
 04/25  19:00:00,20.7375,23.98772567,44.47289297,545.0827896,-1.265713502,38.52922896,0.038361864,0,0,,,
 04/25  20:00:00,19.775,23.53729306,44.00290311,466.8759346,-1.349353845,42.83835277,0.038361864,0,0,,,
 04/25  21:00:00,18.9,23.21495177,44.22016539,431.3949527,-1.41065497,46.08152304,0.038361864,0,0,,,
 04/25  22:00:00,18.225,22.97497611,45.11631894,419.4131087,-0.422525391,8.723631491,0.038361864,0,0,,,
 04/25  23:00:00,17.75,22.79659249,46.36540889,415.3721258,-0.446447941,9.15917256,0.038361864,0,0,,,
 04/25  24:00:00,17.4125,20.92136431,53.15825274,414.095711,-0.639736022,13.97114403,0,0,0,,,
 04/26  01:00:00,17.175,20.17073044,56.69657892,413.5821583,-0.843862681,20.02701123,0,0,0,,,
 04/26  02:00:00,16.9125,20.05726388,58.3316096,413.4154552,-0.862160685,20.68911032,0,0,0,,,
 04/26  03:00:00,16.55,19.92792451,59.37832896,413.3547267,-0.88265207,21.4487415,0,0,0,,,
 04/26  04:00:00,16.0875,19.76923315,59.47891297,413.3326187,-0.913858441,22.63874654,0,0,0,,,
 04/26  05:00:00,15.525,19.58040827,58.74665336,413.3245788,-0.956070041,24.31041916,0,0,0,,,
 04/26  06:00:00,14.9875,19.39186742,57.41682145,413.321659,-1.003663291,26.27731504,0,0,0,,,
 04/26  07:00:00,14.675,19.25523975,55.62538204,413.3206005,-1.047289146,28.15460037,0,0,0,,,
 04/26  08:00:00,14.975,21.84180371,46.05540292,413.3202094,-1.79309853,66.21659784,0.038361864,0,0.431620925,,,
 04/26  09:00:00,15.95,21.81373097,46.11629503,413.3200665,-1.685937866,60.99679666,0.038361864,0,0,,,
 04/26  10:00:00,17.15,23.34717635,46.41494186,607.1628965,-1.493773456,50.59508331,0.038361864,0,0,,,
 04/26  11:00:00,18.2875,23.77805313,48.16772231,715.9412222,-1.326725675,41.65168351,0.038361864,0,0,,,
 04/26  12:00:00,19.2625,24.09277569,48.00809846,732.0190239,-1.275740472,39.03058808,0.038361864,0,0,,,
 04/26  13:00:00,20.1,24.15096349,47.17128933,689.7592819,-1.248545737,37.65323647,0.038361864,0,0,,,
 04/26  14:00:00,20.8375,24.47373282,46.02767189,675.2019847,-1.207796976,35.6344475,0.038361864,0,0,,,
 04/26  15:00:00,21.5375,24.7403185,46.05007128,682.6174137,-1.155490278,33.10453896,0.038361864,0,0,,,
 04/26  16:00:00,22.05,25.15896159,47.5030227,738.4498859,-1.078579081,29.55815788,0.038361864,0,0,,,
 04/26  17:00:00,22.075,25.11908005,49.49018691,740.8115655,-1.035668834,27.64564425,0.038361864,0,0,,,
 04/26  18:00:00,21.5625,24.6804455,50.4231765,652.5584115,-1.081520545,29.68969765,0.038361864,0,0,,,
 04/26  19:00:00,20.8,24.1953328,50.7023691,544.7255777,-1.161502391,33.39833866,0.038361864,0,0,,,
 04/26  20:00:00,19.9375,23.77128297,51.44618129,466.7190755,-1.233406625,36.90237634,0.038361864,0,0,,,
 04/26  21:00:00,19.1625,23.46171579,52.21679323,431.3356422,-1.291644369,39.84109205,0.038361864,0,0,,,
 04/26  22:00:00,18.5875,23.24216039,52.83301426,419.3914323,-0.304907096,6.933406038,0.038361864,0,0,,,
 04/26  23:00:00,18.2125,23.09205438,53.3508802,415.3645531,-0.329836282,7.262995827,0.038361864,0,0,,,
 04/26  24:00:00,17.975,21.23021677,59.84560383,414.0930265,-0.526637687,11.18832293,0,0,0,,,
 04/27  01:00:00,17.8375,20.48387618,62.51625266,413.5814641,-0.736288088,16.4144045,0,0,0,,,
 04/27  02:00:00,17.675,20.38700784,62.97570232,413.4153057,-0.760212724,17.17421547,0,0,0,,,
 04/27  03:00:00,17.35,20.26583249,63.4954896,413.3547232,-0.783246735,17.93047007,0,0,0,,,
 04/27  04:00:00,16.825,20.09004876,64.0451247,413.3326379,-0.81517928,19.01687542,0,0,0,,,
 04/27  05:00:00,16.225,19.88426043,64.5040425,413.3245932,-0.856439149,20.48264264,0,0,0,,,
 04/27  06:00:00,15.6875,19.69017886,65.1661193,413.3216673,-0.896874255,21.98687369,0,0,0,,,
 04/27  07:00:00,15.375,19.55138683,65.9412881,413.3206047,-0.929016025,23.22899002,0,0,0,,,
 04/27  08:00:00,15.4875,21.76387663,58.29333019,413.3202112,-1.699960521,61.51226655,0.038361864,0,0.232120011,,,
 04/27  09:00:00,15.975,21.79195987,59.74687052,413.3200672,-1.607900585,56.77492933,0.038361864,0,0,,,
 04/27  10:00:00,16.5125,23.22145019,59.9343775,607.0619665,-1.413279366,46.29234343,0.038361864,0,0,,,
 04/27  11:00:00,17.0125,23.45169268,62.19262339,715.4991458,-1.277092021,39.09634876,0.038361864,0,0,,,
 04/27  12:00:00,17.45,23.60159071,62.0294088,731.2337355,-1.254575197,37.95690996,0.038361864,0,0,,,
 04/27  13:00:00,18.0375,23.53786607,61.10887556,688.7963957,-1.256812392,38.0701589,0.038361864,0,0,,,
 04/27  14:00:00,18.8625,23.85653894,59.63430194,674.3094832,-1.228503355,36.65701504,0.038361864,0,0,,,
 04/27  15:00:00,20.0125,24.24353351,59.74527228,681.8775309,-1.160574244,33.35169989,0.038361864,0,0,,,
 04/27  16:00:00,21.1875,24.85666877,61.68172926,737.9262569,-1.046691482,28.15575262,0.038361864,0,0,,,
 04/27  17:00:00,21.4125,24.86929551,64.55591268,740.4149535,-0.983212821,25.41849281,0.038361864,0,0,,,
 04/27  18:00:00,20.8,24.38543531,65.67325851,652.1796989,-1.03682533,27.71507575,0.038361864,0,0,,,
 04/27  19:00:00,19.875,23.82029207,65.31890559,544.4128872,-1.137758706,32.28278097,0.038361864,0,0,,,
 04/27  20:00:00,18.8125,23.29447844,64.49497446,466.5066854,-1.241903669,37.33228857,0.038361864,0,0,,,
 04/27  21:00:00,17.775,22.87233416,63.69980739,431.2205345,-1.331864743,41.92331627,0.038361864,0,0,,,
 04/27  22:00:00,16.9625,22.52440795,63.14761536,419.336335,-0.378565034,7.990495975,0.038361864,0,0,,,
 04/27  23:00:00,16.3875,22.24924597,62.67156789,415.3402161,-0.435945908,8.968667247,0.038361864,0,0,,,
 04/27  24:00:00,16.0125,20.39550754,69.03727694,414.0712502,-0.655780898,14.4195063,0,0,0,,,
 04/28  01:00:00,15.7125,19.73426687,70.91236257,413.57624,-0.855522054,20.44989577,0,0,0,,,
 04/28  02:00:00,15.5375,19.61766638,71.16074227,413.4129402,-0.889685795,21.71302537,0,0,0,,,
 04/28  03:00:00,15.375,19.52647412,71.85114547,413.3537085,-0.910371677,22.50242768,0,0,0,,,
 04/28  04:00:00,15.175,19.42756256,72.51402552,413.3322213,-0.932547676,23.36815746,0,0,0,,,
 04/28  05:00:00,14.9125,19.3135919,73.35241864,413.3244292,-0.956156545,24.31151943,0,0,0,,,
 04/28  06:00:00,14.675,19.20290552,74.15855771,413.3216043,-0.980716687,25.31547516,0,0,0,,,
 04/28  07:00:00,14.5375,19.11908922,74.9228952,413.3205809,-1.000437732,26.13854814,0,0,0,,,
 04/28  08:00:00,14.5625,21.91440681,63.38584094,413.3202026,-1.708674234,61.82116871,0.038361864,0,0.517488211,,,
 04/28  09:00:00,14.7875,22.00002651,63.14942358,413.320064,-1.577530005,55.12167413,0.038361864,0,0.262878936,,,
 04/28  10:00:00,15.3375,22.81137502,63.58224357,611.3745886,-1.468993162,49.23682638,0.038361864,0,0,,,
 04/28  11:00:00,16.1625,22.97650454,64.50866643,713.6814498,-1.381178045,44.51158027,0.038361864,0,0,,,
 04/28  12:00:00,17.125,23.28078228,62.64302009,730.4709003,-1.345213881,42.61820115,0.038361864,0,0,,,
 04/28  13:00:00,18.25,23.39167874,60.1255083,688.5853472,-1.32471775,41.5471126,0.038361864,0,0,,,
 04/28  14:00:00,19.45,23.84085309,57.49884169,674.3990934,-1.276974854,39.09652429,0.038361864,0,0,,,
 04/28  15:00:00,20.525,24.23339645,56.59500391,682.0711391,-1.206075563,35.55001091,0.038361864,0,0,,,
 04/28  16:00:00,21.275,24.74024948,57.55042562,738.0461662,-1.113714148,31.16179325,0.038361864,0,0,,,
 04/28  17:00:00,21.3125,24.68829897,60.05920756,740.4799925,-1.070667835,29.18838723,0.038361864,0,0,,,
 04/28  18:00:00,20.7,24.2008484,62.15164572,652.2768461,-1.12082981,31.48819776,0.038361864,0,0,,,
 04/28  19:00:00,19.7125,23.62564396,63.88425443,544.4997172,-1.208728227,35.6883637,0.038361864,0,0,,,
 04/28  20:00:00,18.6125,23.09065861,65.5169821,466.556378,-1.298503256,40.19926915,0.038361864,0,0,,,
 04/28  21:00:00,17.6375,22.69010364,66.82635946,431.2440472,-1.371894325,44.02229799,0.038361864,0,0,,,
 04/28  22:00:00,16.9875,22.40360073,67.85426291,419.3470894,-0.398624189,8.313261212,0.038361864,0,0,,,
 04/28  23:00:00,16.6125,22.22331865,68.39880831,415.3451957,-0.431943353,8.892404474,0.038361864,0,0,,,
 04/28  24:00:00,16.4375,20.42683547,75.82038496,414.0738553,-0.633517255,13.80388782,0,0,0,,,
 04/29  01:00:00,16.275,19.77760419,77.69644511,413.5775663,-0.830505892,19.55328088,0,0,0,,,
 04/29  02:00:00,16.075,19.66685256,76.68475895,413.4135651,-0.865464624,20.81148795,0,0,0,,,
 04/29  03:00:00,15.6875,19.5261389,75.51050897,413.3539681,-0.901348022,22.15824585,0,0,0,,,
 04/29  04:00:00,15,19.30539662,74.22419865,413.3323147,-0.952093927,24.15215794,0,0,0,,,
 04/29  05:00:00,14.075,19.01759264,72.77646075,413.3244552,-1.017447342,26.86755433,0,0,0,,,
 04/29  06:00:00,13.2,18.7315284,71.27239567,413.3216081,-1.087543629,29.95280836,0,0,0,,,
 04/29  07:00:00,12.7125,18.5364619,70.04082298,413.3205796,-1.143949137,32.55743852,0,0,0,,,
 04/29  08:00:00,12.6625,21.85608955,56.41533282,413.3202012,-1.801841007,66.30394826,0.038361864,0,0.883729435,,,
 04/29  09:00:00,12.95,21.99993136,56.07679754,413.3200632,-1.635468518,58.27238837,0.038361864,0,0.560994178,,,
 04/29  10:00:00,13.6,22.27837985,59.3109023,611.5035497,-1.580181004,55.26500472,0.038361864,0,0,,,
 04/29  11:00:00,14.5875,22.37538806,61.57071099,711.36268,-1.522842157,52.14239769,0.038361864,0,0,,,
 04/29  12:00:00,15.8125,22.78874102,61.27420429,729.4596834,-1.457324759,48.5914725,0.038361864,0,0,,,
 04/29  13:00:00,17.3,23.01031487,60.77728359,688.0858862,-1.405624233,45.81236613,0.038361864,0,0,,,
 04/29  14:00:00,19.025,23.6217631,60.02448321,674.2047392,-1.319570826,41.29331448,0.038361864,0,0,,,
 04/29  15:00:00,20.8875,24.25371171,60.75353014,682.1505175,-1.19445872,34.99744383,0.038361864,0,0,,,
 04/29  16:00:00,22.725,25.10951867,63.02174463,738.4709417,-1.019885393,27.03052984,0.038361864,0,0,,,
 04/29  17:00:00,23.9,25.39934477,66.88600027,742.0152452,-0.902538184,22.20366723,0.038361864,0,0,,,
 04/29  18:00:00,24.0125,25.17797014,69.42812235,653.7036706,-0.896656588,21.98250811,0.038361864,0,0,,,
 04/29  19:00:00,23.4625,24.82892337,70.32185604,545.6138951,-0.94443022,23.84704241,0.038361864,0,0,,,
 04/29  20:00:00,22.5125,24.4664954,70.60328505,467.2568164,-1.000791827,26.16101419,0.038361864,0,0,,,
 04/29  21:00:00,21.4125,24.13431319,70.13436841,431.5921586,-1.063748149,28.88387314,0.038361864,0,0,,,
 04/29  22:00:00,20.3125,23.80523317,69.26847325,419.4968135,-0.100367864,5.215358732,0.038361864,0,0,,,
 04/29  23:00:00,19.275,23.47027899,67.84054352,415.4036641,-0.16675076,5.583592684,0.038361864,0,0,,,
 04/29  24:00:00,18.275,21.38844798,73.80175747,414.1080667,-0.409888025,8.958862098,0,0,0,,,
 04/30  01:00:00,17.3375,20.34669177,74.73392321,413.5862288,-0.686083044,14.91065464,0,0,0,,,
 04/30  02:00:00,16.4375,20.03577349,72.757964,413.4167496,-0.764226151,17.31164865,0,0,0,,,
 04/30  03:00:00,15.6,19.76008693,71.00643999,413.3550897,-0.832263329,19.61939639,0,0,0,,,
 04/30  04:00:00,14.8,19.49689094,69.74649256,413.332704,-0.895708971,21.94648052,0,0,0,,,
 04/30  05:00:00,14.125,19.26218411,68.95520049,413.3245918,-0.954232615,24.23684468,0,0,0,,,
 04/30  06:00:00,13.65,19.08089284,68.75688493,413.3216579,-0.999824145,26.11445557,0,0,0,,,
 04/30  07:00:00,13.375,18.95478343,68.582836,413.3205982,-1.033721957,27.56200315,0,0,0,,,
 04/30  08:00:00,13.8,21.9002465,57.13128685,413.3202079,-1.727740155,62.7425823,0.038361864,0,0.602877351,,,
 04/30  09:00:00,15.225,21.77840012,59.29445814,413.3200657,-1.601834945,56.44445386,0.038361864,0,0.061578604,,,
 04/30  10:00:00,16.9,23.29239857,60.18069861,606.9597254,-1.415715654,46.44657759,0.038361864,0,0,,,
 04/30  11:00:00,18.4375,23.85605914,61.59647984,715.5387956,-1.220314797,36.24858697,0.038361864,0,0,,,
 04/30  12:00:00,19.9375,24.32530936,59.42266214,731.6645761,-1.151883986,32.93770805,0.038361864,0,0,,,
 04/30  13:00:00,21.4375,24.56671467,55.58353217,689.6603351,-1.113273022,31.1242259,0.038361864,0,0,,,
 04/30  14:00:00,23.1875,25.15590528,50.85936932,675.4504973,-1.055010936,28.50687532,0.038361864,0,0,,,
 04/30  15:00:00,25.3375,25.84360991,47.74347925,683.4066856,-0.948455464,24.02204422,0.038361864,0,0,,,
 04/30  16:00:00,27.325,26.66180334,47.85519029,740.0120583,-0.804739899,18.70410944,0.038361864,0,0,,,
 04/30  17:00:00,27.8125,26.84424561,50.59780785,743.7365486,-0.704652334,15.44523417,0.038361864,0,0,,,
 04/30  18:00:00,27.1375,26.50707136,52.84431522,655.0759354,-0.712481223,15.68599419,0.038361864,0,0,,,
 04/30  19:00:00,26.05,26.07007376,54.77904583,546.4959968,-0.762316031,17.24908461,0.038361864,0,0,,,
 04/30  20:00:00,24.725,25.6346824,57.50070058,467.7309353,-0.813007558,18.94497613,0.038361864,0,0,,,
 04/30  21:00:00,23.3875,25.25429239,60.38204519,431.8103153,-0.858331651,20.55116195,0.038361864,0,0,,,
 04/30  22:00:00,22.2125,24.91538367,62.27136992,419.5869525,0.12448322,5.3238317,0.038361864,0,0,,,
 04/30  23:00:00,21.3,24.63434796,63.11284878,415.439425,0.081890358,5.141060814,0.038361864,0,0,,,
 04/30  24:00:00,20.5625,22.65006448,70.37305446,414.1241028,-0.126759943,5.696996846,0,0,0,,,
 05/01  01:00:00,19.925,21.62184335,73.05410282,414.189864,-0.837577201,19.81692644,0,0,0,,,
 05/01  02:00:00,19.3875,21.38540081,72.5129266,414.4882064,-0.905333988,22.3117015,0,0,0,,,
 05/01  03:00:00,18.8875,21.20315675,71.72184101,414.5972934,-0.953177339,24.19387626,0,0,0,,,
 05/01  04:00:00,18.3875,21.02358339,70.74911971,414.6371378,-1.002928454,26.24682948,0,0,0,,,
 05/01  05:00:00,17.95,20.85795927,70.04982779,414.6516727,-1.050666856,28.30366481,0,0,0,,,
 05/01  06:00:00,17.55,20.70750687,69.58662055,414.6569693,-1.092731561,30.18478064,0,0,0,,,
 05/01  07:00:00,17.3375,20.60032029,69.36243591,414.6588976,-1.128228883,31.8185767,0,0,0,,,
 05/01  08:00:00,17.4875,22.59070312,61.58833294,414.6596145,-1.932512934,73.13912042,0.038361864,0,0.101097645,,,
 05/01  09:00:00,17.9125,23.10767246,60.48181372,414.6598762,-1.737730705,63.75786362,0.038361864,0,0,,,
 05/01  10:00:00,18.4125,24.40268526,60.67870181,612.2010106,-1.527659235,52.41302892,0.038361864,0,0,,,
 05/01  11:00:00,18.9125,24.57314545,62.74965823,715.5121776,-1.395365404,45.26522623,0.038361864,0,0,,,
 05/01  12:00:00,19.475,24.77086518,62.24032313,731.7672838,-1.358750683,43.32857518,0.038361864,0,0,,,
 05/01  13:00:00,20.1375,24.76162179,61.11352264,689.661841,-1.349155185,42.82356323,0.038361864,0,0,,,
 05/01  14:00:00,20.9,25.07884221,59.54239849,675.2228838,-1.307142119,40.64198218,0.038361864,0,0,,,
 05/01  15:00:00,21.8875,25.41614171,58.91044259,682.7080105,-1.240412301,37.25028394,0.038361864,0,0,,,
 05/01  16:00:00,23.1125,25.99991526,59.72291903,738.6022672,-1.129320165,31.89976778,0.038361864,0,0,,,
 05/01  17:00:00,24.2875,26.25253676,61.33823987,741.405629,-1.036005395,27.66416081,0.038361864,0,0,,,
 05/01  18:00:00,25.0125,26.21214787,62.04823671,653.88216,-1.012489563,26.6508389,0.038361864,0,0,,,
 05/01  19:00:00,24.95,26.04257498,61.55898682,546.434141,-1.031318756,27.46167655,0.038361864,0,0,,,
 05/01  20:00:00,24.175,25.74822101,60.19031183,468.4073672,-1.091487399,30.13686007,0.038361864,0,0,,,
 05/01  21:00:00,23.1125,25.42669795,58.53185707,432.8747682,-1.169071714,33.75645732,0.038361864,0,0,,,
 05/01  22:00:00,22.1375,25.13014499,56.85665529,420.8212319,-0.191258824,5.765172914,0.038361864,0,0,,,
 05/01  23:00:00,21.3625,24.87886255,55.27238305,416.740954,-0.252870814,6.332682545,0.038361864,0,0,,,
 05/01  24:00:00,20.725,22.90446148,60.14558305,415.448895,-0.508713683,10.94530254,0,0,0,,,
 05/02  01:00:00,20.125,21.89402901,62.44207813,414.9277147,-0.803100751,18.61285504,0,0,0,,,
 05/02  02:00:00,19.525,21.63784369,62.2744355,414.7578,-0.871559968,21.04008685,0,0,0,,,
 05/02  03:00:00,18.8625,21.40237273,62.11566891,414.6956815,-0.928256041,23.20345189,0,0,0,,,
 05/02  04:00:00,18.1,21.14142221,62.49665487,414.6729984,-0.988008627,25.62358892,0,0,0,,,
 05/02  05:00:00,17.2375,20.85364326,62.87461856,414.6647262,-1.054010325,28.45491788,0,0,0,,,
 05/02  06:00:00,16.525,20.59780527,63.14149613,414.6617152,-1.119079854,31.39628998,0,0,0,,,
 05/02  07:00:00,16.1125,20.42341984,63.39327009,414.6606218,-1.16804717,33.70280588,0,0,0,,,
 05/02  08:00:00,16.3125,22.26723877,56.94520661,414.660217,-1.99143659,75.89858721,0.038361864,0,0.119079999,,,
 05/02  09:00:00,17.1875,22.76017241,56.96392705,414.6600694,-1.821313503,68.1043796,0.038361864,0,0,,,
 05/02  10:00:00,18.225,24.35128206,57.24587346,608.2820064,-1.553055585,53.78002557,0.038361864,0,0,,,
 05/02  11:00:00,19.1,24.71301116,59.00429507,716.7474615,-1.372887237,44.07295197,0.038361864,0,0,,,
 05/02  12:00:00,19.8375,24.98240847,57.37963018,732.5865447,-1.322588654,41.43826431,0.038361864,0,0,,,
 05/02  13:00:00,20.5375,24.99508824,54.17637066,690.2592992,-1.320550385,41.33217723,0.038361864,0,0,,,
 05/02  14:00:00,21.2375,25.27725352,50.2250154,675.747739,-1.306477218,40.60420698,0.038361864,0,0,,,
 05/02  15:00:00,22.0625,25.575604,47.06561135,683.2207886,-1.264088824,38.43821974,0.038361864,0,0,,,
 05/02  16:00:00,23.025,26.10238027,45.32326525,739.1701731,-1.182052487,34.39239469,0.038361864,0,0,,,
 05/02  17:00:00,23.9625,26.29496908,44.66931527,741.9240032,-1.12105964,31.48518592,0.038361864,0,0,,,
 05/02  18:00:00,24.55,26.21348885,43.59784921,654.2125234,-1.121561988,31.51134762,0.038361864,0,0,,,
 05/02  19:00:00,24.45,26.03121082,42.50414609,546.5968286,-1.149744562,32.8330086,0.038361864,0,0,,,
 05/02  20:00:00,23.7375,25.75361062,42.21508652,468.4704576,-1.198527447,35.18216776,0.038361864,0,0,,,
 05/02  21:00:00,22.7125,25.42624029,42.8393411,432.8973109,-1.26267002,38.36759487,0.038361864,0,0,,,
 05/02  22:00:00,21.675,25.09738822,43.99491137,420.8295746,-0.269315991,6.510446451,0.038361864,0,0,,,
 05/02  23:00:00,20.8,24.80455334,45.34183672,416.7435646,-0.317321856,7.09624638,0.038361864,0,0,,,
 05/02  24:00:00,20.0625,22.78075817,52.2909376,415.4494665,-0.561594198,12.13834061,0,0,0,,,
 05/03  01:00:00,19.3625,21.76737191,57.27930774,414.9275682,-0.842105524,19.97120786,0,0,0,,,
 05/03  02:00:00,18.725,21.51135503,59.76686282,414.7575907,-0.894457055,21.89549297,0,0,0,,,
 05/03  03:00:00,18.0625,21.28175285,61.97244842,414.6955427,-0.936455724,23.52499675,0,0,0,,,
