日期-时间,环境:工地室外空气干球温度[C](小时),热区:第102空间:区平均气温[C](每小时),热区:空间102:区域空气相对湿度[%](小时),热区:空间102:区空气CO2浓度[ppm](小时),人:区域热舒适Fanger模型PMV[](小时),人群:区域热舒适Fanger模型PPD[%](小时),DOAS供电风机:风机电能[Kwh](小时),VRF热泵：VRF热泵冷却电能[Kwh](小时),VRF热泵：VRF热泵加热电能[Kwh](小时)
 01/01  01:00:00,2.9625,12.24659867,46.84087324,410.8383785,-1.039728107,27.82277983,0,0,0
 01/01  02:00:00,2.8125,12.10466282,49.40840031,410.8329814,-1.056524036,28.55976195,0,0,0
 01/01  03:00:00,2.5125,11.94524525,50.35856943,410.8310602,-1.078845806,29.5553214,0,0,0
 01/01  04:00:00,2.2125,11.79456875,50.33445401,410.8303768,-1.10328019,30.66485356,0,0,0
 01/01  05:00:00,1.975,11.66298594,49.9800983,410.8301338,-1.126972704,31.75978677,0,0,0
 01/01  06:00:00,1.7125,11.5344096,49.44804027,410.8300475,-1.149030165,32.79597486,0,0,0
 01/01  07:00:00,1.6,11.43659401,48.81928503,410.8300169,-1.170306222,33.80959429,0,0,0
 01/01  08:00:00,1.6625,16.89192974,34.11389938,410.8300044,-1.74748114,63.50682993,5.415881507,0,35.53366883
 01/01  09:00:00,1.8875,17.99924733,31.36556168,410.8300006,-1.462289867,48.856596,5.415881507,0,33.72037096
 01/01  10:00:00,2.1875,18.00041637,34.29255124,572.7731123,-1.44108312,47.71314139,5.415881507,0,22.93143925
 01/01  11:00:00,2.4875,18.001086,35.62777331,615.6367241,-1.424668254,46.83080853,5.415881507,0,24.2504897
 01/01  12:00:00,2.725,18.00121063,35.71953185,613.8253663,-1.419027038,46.52845231,5.415881507,0,23.19636333
 01/01  13:00:00,2.925,18.00116971,34.85534407,574.133672,-1.418701942,46.5110346,5.415881507,0,24.91392485
 01/01  14:00:00,3.0625,18.00107691,34.32692222,570.0774014,-1.418545572,46.50265809,5.415881507,0,23.34108791
 01/01  15:00:00,3.1625,18.00109182,34.07375252,577.9330946,-1.41668875,46.40324089,5.415881507,0,22.68083192
 01/01  16:00:00,3.2,18.00123438,34.58366576,622.5310493,-1.411385964,46.11960458,5.415881507,0,19.79155358
 01/01  17:00:00,3.2,18.00132697,34.33132322,613.4657143,-1.408563645,45.96875254,5.415881507,0,21.45291394
 01/01  18:00:00,3.2,18.00099615,33.0711199,541.8289234,-1.41252101,46.18028108,5.415881507,0,24.95323419
 01/01  19:00:00,3.1375,18.00054338,31.78144342,470.5566202,-1.418427533,46.49635206,5.415881507,0,27.3454391
 01/01  20:00:00,3.1,18.00018414,30.98180151,427.2999891,-1.422531149,46.71620311,5.415881507,0,28.49254241
 01/01  21:00:00,3.0375,18.00001434,30.81126403,413.7607848,-1.423005534,46.74163041,5.415881507,0,28.6376765
 01/01  22:00:00,3,17.99994961,30.92937201,411.351439,-0.4568821,9.356786146,5.415881507,0,28.7208708
 01/01  23:00:00,2.9375,17.99994314,31.15576244,410.9227643,-0.454419102,9.309609502,5.415881507,0,28.84023838
 01/01  24:00:00,2.9,13.57256318,41.85303485,410.8557561,-0.759248615,18.13250135,0,0,0
 01/02  01:00:00,2.8375,12.18039728,45.95870471,410.8383777,-1.051329387,28.33166923,0,0,0
 01/02  02:00:00,2.7375,12.04061834,46.78508793,410.8329797,-1.076676447,29.45763052,0,0,0
 01/02  03:00:00,2.6375,11.92913792,47.73951833,410.8310599,-1.094995007,30.28588085,0,0,0
 01/02  04:00:00,2.5375,11.83195791,48.72679046,410.830377,-1.110036839,30.9747097,0,0,0
 01/02  05:00:00,2.375,11.72718969,49.80626526,410.8301341,-1.124723206,31.65472358,0,0,0
 01/02  06:00:00,2.2375,11.62811552,50.90943743,410.8300477,-1.139407318,32.3415508,0,0,0
 01/02  07:00:00,2.075,11.53113443,51.74446329,410.830017,-1.152847771,32.97648022,0,0,0
 01/02  08:00:00,2,16.84852782,36.88545315,410.8300044,-1.741205226,63.23517042,5.415881507,0,35.41028554
 01/02  09:00:00,2.25,17.99875224,33.91640159,410.8300006,-1.453905498,48.40384708,5.415881507,0,33.97165078
 01/02  10:00:00,2.775,18.00050275,36.59473512,572.7280453,-1.432602102,47.25708122,5.415881507,0,22.31734533
 01/02  11:00:00,3.3125,18.00139834,37.19507691,615.6652604,-1.417174901,46.42927172,5.415881507,0,22.73006586
 01/02  12:00:00,3.875,18.00167882,35.88959565,613.9716721,-1.415532922,46.34137805,5.415881507,0,20.51755646
 01/02  13:00:00,4.6,18.00167831,33.53582919,574.4334699,-1.417266567,46.4341811,5.415881507,0,20.61534757
 01/02  14:00:00,5.4625,18.0015527,31.71886312,570.5482942,-1.41861318,46.50627692,5.415881507,0,16.4907003
 01/02  15:00:00,6.4875,18.00141259,30.75870488,578.6852398,-1.417154086,46.42815469,5.415881507,0,14.37376121
 01/02  16:00:00,7.4625,18.00139686,31.39817169,623.7365512,-1.409232309,46.00455071,5.415881507,0,10.11799912
 01/02  17:00:00,7.675,18.00151963,31.59347811,614.972811,-1.402766207,45.65929465,5.415881507,0,11.29213351
 01/02  18:00:00,7.2875,18.00110748,30.66860399,543.0108597,-1.406967762,45.88355917,5.415881507,0,15.2021977
 01/02  19:00:00,6.6625,18.0005798,29.64555952,471.1874287,-1.417383189,46.44044646,5.415881507,0,18.47630386
 01/02  20:00:00,5.9625,18.00016998,28.99046767,427.5384523,-1.421024601,46.63545636,5.415881507,0,20.47317419
 01/02  21:00:00,5.3875,17.99991258,29.07986598,413.8241066,-1.419639586,46.5612561,5.415881507,0,21.21660292
 01/02  22:00:00,5.0125,17.99989158,29.47693579,411.3657924,-0.451068809,9.245879592,5.415881507,0,22.55401573
 01/02  23:00:00,4.8375,17.99986725,29.8743516,410.9257974,-0.446729686,9.164029148,5.415881507,0,23.71608961
 01/02  24:00:00,4.8,14.06673448,39.12836804,410.8566904,-0.713510904,16.49045987,0,0,0
 01/03  01:00:00,4.8,12.82110735,42.85050522,410.8387435,-0.971753986,24.94654678,0,0,0
 01/03  02:00:00,4.675,12.705415,43.62089755,410.8331253,-0.990261544,25.71184835,0,0,0
 01/03  03:00:00,4.35,12.56487187,44.31729552,410.8311166,-1.008810245,26.4927343,0,0,0
 01/03  04:00:00,3.7625,12.36366213,45.06337437,410.8303985,-1.033398081,27.5481784,0,0,0
 01/03  05:00:00,2.9375,12.10002498,45.54193857,410.830142,-1.066952149,29.0239321,0,0,0
 01/03  06:00:00,2.1,11.82723425,45.71035068,410.8300505,-1.104401048,30.71719261,0,0,0
 01/03  07:00:00,1.3625,11.57896685,45.62755399,410.8300179,-1.140144454,32.37748474,0,0,0
 01/03  08:00:00,0.975,16.96531238,31.84133546,410.8300047,-1.728997304,62.58726494,5.415881507,0,35.66730727
 01/03  09:00:00,1.525,17.99966378,29.63466948,410.8300007,-1.453061058,48.35829056,5.415881507,0,32.88464131
 01/03  10:00:00,2.9,18.00011294,33.57311737,572.7088242,-1.4266717,46.93894851,5.415881507,0,20.06533002
 01/03  11:00:00,4.5625,18.00083654,36.23043412,615.8735542,-1.401474553,45.59054643,5.415881507,0,18.2276363
 01/03  12:00:00,6.2625,18.00124968,37.17087666,614.5187293,-1.3850682,44.71781166,5.415881507,0,13.08399719
 01/03  13:00:00,7.9,18.00149744,36.45171597,575.2036457,-1.378994613,44.39563581,5.415881507,0,12.47507384
 01/03  14:00:00,9.375,17.93969165,35.64630432,571.3325097,-1.367344837,43.77972918,5.415881507,0,7.650076644
 01/03  15:00:00,10.7125,17.39038233,35.68600338,579.9064711,-1.411046534,46.10610946,5.415881507,0,1.133544959
 01/03  16:00:00,11.6375,17.67835185,34.87509049,625.222635,-1.416570649,46.39940009,5.415881507,0,0
 01/03  17:00:00,11.7125,17.63083361,34.27300864,616.4843261,-1.392937826,45.13640354,5.415881507,0,0
 01/03  18:00:00,11.1,17.80333921,32.31516003,546.3607764,-1.407337195,45.90334872,5.415881507,0,6.755232134
 01/03  19:00:00,10.175,18.0006153,30.51688199,470.9409668,-1.388162427,44.88195893,5.415881507,0,11.86401166
 01/03  20:00:00,9.05,18.00019085,29.86350906,427.6194984,-1.391302713,45.04882577,5.415881507,0,14.44068233
 01/03  21:00:00,7.9125,17.99994314,29.90454857,413.8607066,-1.389676991,44.96241713,5.415881507,0,15.99788358
 01/03  22:00:00,7,17.99983373,30.29941061,411.3754391,-0.420912115,8.693744227,5.415881507,0,17.2010102
 01/03  23:00:00,6.2625,17.99984292,30.82914969,410.9279298,-0.415998493,8.607470424,5.415881507,0,18.17647184
 01/03  24:00:00,5.6875,14.44059866,39.49322167,410.8573442,-0.654944779,14.64405006,0,0,0
 01/04  01:00:00,5.25,13.20496821,43.8386911,410.8389721,-0.894566391,21.8984056,0,0,0
 01/04  02:00:00,4.9125,13.03263583,45.50348928,410.8332069,-0.917956828,22.79609579,0,0,0
 01/04  03:00:00,4.55,12.88000377,47.26325128,410.8311455,-0.935541794,23.48626907,0,0,0
 01/04  04:00:00,4.15,12.72091348,49.03872228,410.8304088,-0.953783903,24.21521759,0,0,0
 01/04  05:00:00,3.6875,12.55226253,50.50487216,410.8301457,-0.973172578,25.00449247,0,0,0
 01/04  06:00:00,3.25,12.38543221,51.4727319,410.8300519,-0.995027281,25.91145388,0,0,0
 01/04  07:00:00,2.9125,12.24135944,51.83758335,410.8300185,-1.016737502,26.83031726,0,0,0
 01/04  08:00:00,2.7375,17.17830758,37.50877356,410.8300048,-1.63118008,57.72312384,5.415881507,0,32.69538158
 01/04  09:00:00,3.075,18.00005592,35.05557806,410.8300007,-1.396558838,45.3285139,5.415881507,0,29.31087948
 01/04  10:00:00,4.1125,18.00045628,37.91848709,573.0083769,-1.37621234,44.24891219,5.415881507,0,16.44157846
 01/04  11:00:00,5.5375,18.00128972,39.26890942,616.439905,-1.358070623,43.29096131,5.415881507,0,14.01313621
 01/04  12:00:00,7.225,18.00163361,39.10607433,615.1319197,-1.350799566,42.90887797,5.415881507,0,10.2783547
 01/04  13:00:00,9.025,18.00181456,37.74536465,575.8031187,-1.34293723,42.49682029,5.415881507,0,9.27861298
 01/04  14:00:00,10.6375,17.74167311,37.2046224,571.762704,-1.352098552,42.97758289,5.415881507,0,3.163716149
 01/04  15:00:00,12.0125,17.72980648,36.43399749,580.5908115,-1.367480452,43.78726114,5.415881507,0,0
 01/04  16:00:00,12.875,18.38392119,36.31470293,625.3617434,-1.312440875,40.9150476,5.415881507,0,0
 01/04  17:00:00,12.7875,18.2268741,38.47958661,616.9567784,-1.294399675,39.9816516,5.415881507,0,0
 01/04  18:00:00,11.85,17.54883844,40.97241697,545.1695249,-1.35197479,42.98012286,5.415881507,0,1.39533134
 01/04  19:00:00,10.275,17.99723848,39.95970883,471.6411236,-1.329764582,41.81015552,5.415881507,0,10.89898526
 01/04  20:00:00,8.475,18.00022623,39.52076978,427.4362764,-1.324922307,41.55720153,5.415881507,0,14.16693851
 01/04  21:00:00,6.675,18.00030272,38.75020534,413.8216522,-1.326603269,41.64460439,5.415881507,0,16.75198453
 01/04  22:00:00,5.125,18.00038596,37.5715195,411.3662946,-0.365356107,7.778547689,5.415881507,0,20.7897345
 01/04  23:00:00,3.975,18.00038283,36.26386809,410.9257666,-0.369710265,7.845524728,5.415881507,0,24.46755786
 01/04  24:00:00,3.1625,14.03428832,45.50212552,410.8565704,-0.647704945,14.62411333,0,0,0
 01/05  01:00:00,2.525,12.68774918,47.95758849,410.8386348,-0.922977729,22.99524449,0,0,0
 01/05  02:00:00,1.9875,12.44786574,47.31519744,410.833059,-0.964545283,24.65279449,0,0,0
 01/05  03:00:00,1.4875,12.24381512,46.57660569,410.8310825,-0.998244697,26.04738036,0,0,0
 01/05  04:00:00,0.925,12.03215814,45.72461104,410.8303826,-1.032166747,27.49535262,0,0,0
 01/05  05:00:00,0.325,11.80891457,44.90495339,410.830135,-1.068220476,29.08033371,0,0,0
 01/05  06:00:00,-0.2125,11.59951741,43.87882726,410.8300476,-1.103487813,30.67511294,0,0,0
 01/05  07:00:00,-0.65,11.41370362,42.52333179,410.8300167,-1.137211529,32.23950081,0,0,0
 01/05  08:00:00,-0.8625,16.90183923,28.73805516,410.8300043,-1.719459769,62.09011639,5.415881507,0,36.53541279
 01/05  09:00:00,0.35,17.99945069,26.49348164,410.8300006,-1.434840885,47.3770594,5.415881507,0,32.71575309
 01/05  10:00:00,2.85,17.99984393,31.29775522,572.8539959,-1.405436695,45.80281911,5.415881507,0,17.86464368
 01/05  11:00:00,5.4,18.00063451,34.91276527,616.3056896,-1.373524949,44.10641647,5.415881507,0,13.77753057
 01/05  12:00:00,7.675,17.96693886,36.56196139,615.1525267,-1.358556616,43.31654658,5.415881507,0,9.057699602
 01/05  13:00:00,9.5625,17.96877086,35.9917291,576.2585049,-1.358266644,43.30146843,5.415881507,0,8.36346958
 01/05  14:00:00,11.075,17.74674724,35.26329566,571.6911608,-1.375441987,44.20766851,5.415881507,0,3.127239193
 01/05  15:00:00,12.1625,17.69841343,34.54649207,580.5771152,-1.38964448,44.96138974,5.415881507,0,0
 01/05  16:00:00,12.75,18.4106929,34.30626247,625.2540859,-1.309161821,40.75004501,5.415881507,0,0
 01/05  17:00:00,12.5875,18.19633035,36.89986722,616.7996372,-1.298238561,40.1805462,5.415881507,0,0
 01/05  18:00:00,11.65,17.62846093,39.65070184,545.4663855,-1.35638253,43.20785855,5.415881507,0,2.567140174
 01/05  19:00:00,10.2,17.9983956,39.68576186,471.3870493,-1.331980043,41.92556034,5.415881507,0,11.06103604
 01/05  20:00:00,8.475,17.99998417,40.01904337,427.3808883,-1.32409652,41.51428695,5.415881507,0,14.20424754
 01/05  21:00:00,6.7375,18.00019275,39.670616,413.8097335,-1.323743274,41.49593426,5.415881507,0,16.69957262
 01/05  22:00:00,5.2875,18.0003268,38.71564911,411.363924,-0.361573733,7.721032916,5.415881507,0,19.78612899
 01/05  23:00:00,4.175,18.00036726,37.52168966,410.9253211,-0.365719402,7.784110705,5.415881507,0,24.52210284
 01/05  24:00:00,3.3,14.05644152,46.87554124,410.8564493,-0.642406157,14.47301418,0,0,0
 01/06  01:00:00,2.6875,12.72206523,48.90773984,410.8385987,-0.917852314,22.79505831,0,0,0
 01/06  02:00:00,2.1875,12.49715759,47.85006207,410.8330478,-0.957964019,24.38562507,0,0,0
 01/06  03:00:00,1.6875,12.29036138,46.92260126,410.8310791,-0.993290977,25.83975977,0,0,0
 01/06  04:00:00,1.1875,12.09080506,46.2075006,410.8303816,-1.026392212,27.24551581,0,0,0
 01/06  05:00:00,0.625,11.88090909,45.65268334,410.8301348,-1.059281018,28.68282882,0,0,0
 01/06  06:00:00,0.15,11.68587704,45.19001151,410.8300476,-1.091952176,30.14826742,0,0,0
 01/06  07:00:00,-0.25,11.51462661,44.73201265,410.8300168,-1.120449428,31.45681371,0,0,0
 01/06  08:00:00,-0.4625,16.8820485,31.13034897,410.8300043,-1.709654019,61.63308565,5.415881507,0,36.19030858
 01/06  09:00:00,-0.1875,17.99927999,28.49646481,410.8300006,-1.425973112,46.90081618,5.415881507,0,34.35246059
 01/06  10:00:00,0.8125,18.00025065,31.8318169,572.3962783,-1.403812819,45.7157292,5.415881507,0,22.20734314
 01/06  11:00:00,2.55,18.0007952,34.23059201,615.1907438,-1.382265943,44.56911289,5.415881507,0,20.79708051
 01/06  12:00:00,4.675,18.00087746,35.8204148,613.8851879,-1.36902247,43.86830804,5.415881507,0,15.76702143
 01/06  13:00:00,6.9375,18.0007772,36.84798843,574.7726923,-1.359287639,43.35499746,5.415881507,0,12.77792518
 01/06  14:00:00,9.05,17.94087514,38.56286245,571.0989084,-1.346628345,42.69036568,5.415881507,0,7.562119815
 01/06  15:00:00,10.8,17.47088889,41.34588568,579.7494808,-1.367705174,43.80091908,5.415881507,0,1.071877555
 01/06  16:00:00,11.8375,17.94720986,42.1148789,624.7901297,-1.331228148,41.89330582,5.415881507,0,0
 01/06  17:00:00,11.85,17.87635011,43.18567115,616.3575202,-1.301472389,40.345392,5.415881507,0,0
 01/06  18:00:00,11.1375,17.782756,42.68193914,546.1497206,-1.326369916,41.63263077,5.415881507,0,4.681174886
 01/06  19:00:00,9.9875,17.9991865,40.81325602,471.1706888,-1.326323619,41.63063515,5.415881507,0,11.5097949
 01/06  20:00:00,8.5625,18.00058191,39.29204048,427.3163964,-1.329315744,41.78579312,5.415881507,0,14.27948094
 01/06  21:00:00,7.1875,18.00037127,38.07767302,413.7966772,-1.334435351,42.05256852,5.415881507,0,16.24268029
 01/06  22:00:00,6.075,18.0003352,37.05785367,411.3619783,-0.372818922,7.893813465,5.415881507,0,17.82079156
 01/06  23:00:00,5.2,18.00027467,36.0990155,410.9251289,-0.375969713,7.943183465,5.415881507,0,19.87008288
 01/06  24:00:00,4.4625,14.28325942,44.99724065,410.8564566,-0.633695272,14.13737804,0,0,0
 01/07  01:00:00,3.8875,13.01011347,47.64133195,410.8386387,-0.891500883,21.7836538,0,0,0
 01/07  02:00:00,3.3875,12.79325513,47.59309834,410.8330729,-0.926605235,23.13499155,0,0,0
 01/07  03:00:00,2.825,12.58272233,47.53942886,410.8310918,-0.957513894,24.36690396,0,0,0
 01/07  04:00:00,2.1625,12.35395963,47.29430596,410.8303873,-0.990505947,25.72344537,0,0,0
 01/07  05:00:00,1.4,12.10004334,46.92072774,410.8301371,-1.027245793,27.28300025,0,0,0
 01/07  06:00:00,0.6625,11.84626793,46.5720188,410.8300485,-1.065505667,28.95943837,0,0,0
 01/07  07:00:00,0.0875,11.62994206,45.93521372,410.8300171,-1.100444574,30.53563944,0,0,0
 01/07  08:00:00,-0.225,16.93060088,31.8206175,410.8300044,-1.696720515,60.99756459,5.415881507,0,35.92659065
 01/07  09:00:00,0.2,17.9993512,29.48105921,410.8300006,-1.420476682,46.60614866,5.415881507,0,33.78878151
 01/07  10:00:00,1.3125,18.00019582,33.19792531,572.2451797,-1.396364454,45.31883461,5.415881507,0,21.31607353
 01/07  11:00:00,2.675,18.00091195,35.39394729,614.8982637,-1.374443432,44.15479219,5.415881507,0,20.54633601
 01/07  12:00:00,4.1375,18.00120977,36.05293012,613.3933775,-1.365788724,43.69754386,5.415881507,0,17.05549051
 01/07  13:00:00,5.7,18.00129462,35.44122045,574.1506285,-1.363545208,43.57922108,5.415881507,0,14.65661494
 01/07  14:00:00,7.3625,18.00121387,35.27612024,570.4797022,-1.356326251,43.19923351,5.415881507,0,10.78965397
 01/07  15:00:00,9.1875,17.85239389,36.28925957,578.70947,-1.356879364,43.22879569,5.415881507,0,5.989950533
 01/07  16:00:00,10.7125,17.60485407,39.24503577,624.335533,-1.371128725,43.97991988,5.415881507,0,0
 01/07  17:00:00,11.0125,17.42928282,41.16556287,615.7588157,-1.376851009,44.28300262,5.415881507,0,0
 01/07  18:00:00,10.4,17.98771275,39.45327232,543.7555939,-1.342580475,42.48435083,5.415881507,0,8.799218655
 01/07  19:00:00,9.4125,18.00057649,38.75096349,471.0550381,-1.333697561,42.01411959,5.415881507,0,12.08123109
 01/07  20:00:00,8.25,18.00019867,38.19957572,427.5548843,-1.337827422,42.22963364,5.415881507,0,14.79465013
 01/07  21:00:00,7.05,18.00014119,37.82998949,413.8327091,-1.33870761,42.27561351,5.415881507,0,16.50387769
 01/07  22:00:00,5.975,18.00019734,37.26552564,411.3672999,-0.375587072,7.937162293,5.415881507,0,18.06016462
 01/07  23:00:00,5.1625,18.00011753,36.77804379,410.9258816,-0.377286727,7.963939978,5.415881507,0,20.13430011
 01/07  24:00:00,4.4625,14.25873633,46.37917604,410.8566417,-0.635375251,14.19047945,0,0,0
 01/08  01:00:00,3.8875,12.97201187,49.53662728,410.8387005,-0.894236937,21.88727131,0,0,0
 01/08  02:00:00,3.3875,12.74756906,49.77318122,410.8330954,-0.929760849,23.25909003,0,0,0
 01/08  03:00:00,2.825,12.53311281,49.77429672,410.8311,-0.961390318,24.52412449,0,0,0
 01/08  04:00:00,2.225,12.31460677,49.43460952,410.8303903,-0.994330343,25.8832263,0,0,0
 01/08  05:00:00,1.625,12.09830577,48.87013025,410.8301383,-1.027960112,27.31322936,0,0,0
 01/08  06:00:00,1.025,11.88296323,48.38577556,410.8300489,-1.061157757,28.76590871,0,0,0
 01/08  07:00:00,0.55,11.69024197,47.68766411,410.8300173,-1.093743904,30.22985738,0,0,0
 01/08  08:00:00,0.3375,16.94709605,33.2349749,410.8300045,-1.692196544,60.78080352,5.415881507,0,35.50518463
 01/08  09:00:00,0.6125,17.99951147,30.49413137,410.8300006,-1.420179024,46.5901754,5.415881507,0,33.36861623
 01/08  10:00:00,1.6125,18.0003335,33.56530363,572.3221196,-1.399232099,45.47147355,5.415881507,0,21.01769217
 01/08  11:00:00,3.2875,18.00094711,35.57060438,615.1210863,-1.378795184,44.38514698,5.415881507,0,19.63799449
 01/08  12:00:00,5.4375,18.00097917,36.81168754,613.8237525,-1.366496342,43.73500471,5.415881507,0,13.66404953
 01/08  13:00:00,7.8,18.00088865,37.67530266,574.7554934,-1.350012528,42.86771761,5.415881507,0,11.26349731
 01/08  14:00:00,10.2625,17.71908306,40.03247246,570.9808749,-1.34795748,42.76002155,5.415881507,0,3.577586718
 01/08  15:00:00,12.575,17.80160391,42.68598439,579.9870138,-1.360751889,43.43706168,5.415881507,0,0
 01/08  16:00:00,14.2125,18.89079142,44.08793411,624.6115938,-1.230242341,36.76096311,5.415881507,0,0
 01/08  17:00:00,14.3875,18.89442097,47.04418514,616.1034997,-1.180804704,34.31612521,5.415881507,0,0
 01/08  18:00:00,13.325,18.04621794,49.74032388,544.1587246,-1.244992608,37.48964481,5.415881507,0,0
 01/08  19:00:00,11.6125,17.98173473,48.58815513,471.3925501,-1.291018238,39.80793693,5.415881507,0,8.163794819
 01/08  20:00:00,9.7125,18.00070937,46.73395571,427.6784581,-1.29173683,39.84418944,5.415881507,0,12.39885359
 01/08  21:00:00,7.9375,18.00064695,44.93690006,413.8630833,-1.299389685,40.23707398,5.415881507,0,14.91010351
 01/08  22:00:00,6.6125,18.00052193,43.27173208,411.3736275,-0.341122189,7.420606837,5.415881507,0,16.76314952
 01/08  23:00:00,5.7625,18.00040513,41.93238024,410.9271515,-0.345558989,7.484251843,5.415881507,0,17.92125515
 01/08  24:00:00,5.3125,14.48562229,51.66600036,410.857042,-0.589880363,12.92495546,0,0,0
 01/09  01:00:00,5.1375,13.35444534,54.83276618,410.8388582,-0.825943595,19.39116646,0,0,0
 01/09  02:00:00,5.0375,13.24974586,54.69783057,410.8331637,-0.846900884,20.13521701,0,0,0
 01/09  03:00:00,4.875,13.14943069,54.23025556,410.8311298,-0.865178136,20.8000169,0,0,0
 01/09  04:00:00,4.55,13.0172631,53.38657158,410.8304032,-0.887338788,21.62468487,0,0,0
 01/09  05:00:00,4.0875,12.85384339,52.1158944,410.8301438,-0.914477658,22.66188858,0,0,0
 01/09  06:00:00,3.5875,12.67570498,50.57146532,410.8300512,-0.945442563,23.88133945,0,0,0
 01/09  07:00:00,3.15,12.5068328,48.98022001,410.8300182,-0.976844688,25.15624558,0,0,0
 01/09  08:00:00,2.9375,17.32365819,34.65221072,410.8300048,-1.60367836,56.31122801,5.415881507,0,30.85396833
 01/09  09:00:00,4.525,17.99935921,33.69742859,410.8300007,-1.38995758,44.97748296,5.415881507,0,24.29065802
 01/09  10:00:00,7.0625,17.90752388,40.9548494,569.9525902,-1.356676341,43.21857868,5.415881507,0,7.273692356
 01/09  11:00:00,8.6875,17.88014214,47.16114745,618.4175071,-1.326329664,41.6322567,5.415881507,0,6.82437094
 01/09  12:00:00,9.1625,17.78929942,49.86689194,614.9356698,-1.319022852,41.25113059,5.415881507,0,4.746546367
 01/09  13:00:00,8.8875,18.00015777,48.45701878,575.0799328,-1.300531919,40.29644994,5.415881507,0,9.643713918
 01/09  14:00:00,8.325,18.00184279,46.95917108,570.2742143,-1.300041191,40.27055409,5.415881507,0,9.142006968
 01/09  15:00:00,7.975,18.00161998,45.97977817,578.1365672,-1.303393756,40.44312766,5.415881507,0,9.383551293
 01/09  16:00:00,8.025,17.78148762,47.43478692,621.0845851,-1.316374778,41.11441827,5.415881507,0,4.492067486
 01/09  17:00:00,8.0375,17.99977231,47.69939147,614.3540688,-1.299060798,40.22119233,5.415881507,0,8.817426238
 01/09  18:00:00,7.875,18.00098991,47.39785593,542.0659368,-1.294121629,39.96643184,5.415881507,0,12.09428741
 01/09  19:00:00,7.675,18.00049057,46.82686486,470.7316552,-1.297471052,40.13841186,5.415881507,0,14.5385071
 01/09  20:00:00,7.475,18.00029774,46.14619545,427.3931964,-1.300530267,40.29571304,5.415881507,0,15.79648725
 01/09  21:00:00,7.3375,18.00026836,45.37246515,413.7923228,-1.303665501,40.45713323,5.415881507,0,15.97640432
 01/09  22:00:00,7.3,18.00038999,44.38417757,411.3597157,-0.342426408,7.439223789,5.415881507,0,16.01140351
 01/09  23:00:00,7.3625,18.00060365,42.83929923,410.9247334,-0.348214257,7.522822078,5.415881507,0,15.91578523
 01/09  24:00:00,7.4625,14.88952551,50.24929689,410.856414,-0.567942857,12.25463039,0,0,0
 01/10  01:00:00,7.5,13.90205276,50.68788401,410.838732,-0.781693853,17.87949217,0,0,0
 01/10  02:00:00,7.4375,13.8066314,48.17968459,410.8331388,-0.80983004,18.83060342,0,0,0
 01/10  03:00:00,7.2125,13.69680354,46.16799817,410.8311282,-0.834465403,19.69153815,0,0,0
 01/10  04:00:00,6.725,13.52960103,45.03397542,410.8304052,-0.861344167,20.66023715,0,0,0
 01/10  05:00:00,6.0625,13.31348921,44.90821251,410.8301453,-0.891532445,21.78340371,0,0,0
 01/10  06:00:00,5.3625,13.08353393,45.60167381,410.830052,-0.921337745,22.92864469,0,0,0
 01/10  07:00:00,4.7875,12.87925129,46.81865717,410.8300186,-0.94784051,23.97653147,0,0,0
 01/10  08:00:00,4.475,17.37885435,35.89266486,410.8300049,-1.589711712,55.6102641,5.415881507,0,28.86651833
 01/10  09:00:00,4.7125,17.99940027,35.46742609,410.8300008,-1.387498907,44.84677664,5.415881507,0,25.62349015
 01/10  10:00:00,5.275,18.00026942,39.36502557,572.5399963,-1.363127485,43.55793531,5.415881507,0,11.56330203
 01/10  11:00:00,5.75,18.00149003,40.55370754,615.5301864,-1.346242497,42.66987862,5.415881507,0,12.73672631
 01/10  12:00:00,6.025,18.0020896,39.09164556,613.788607,-1.346397492,42.67800316,5.415881507,0,11.94129263
 01/10  13:00:00,6.2875,18.00225356,35.76949891,574.1947028,-1.35689858,43.22941458,5.415881507,0,13.7015205
 01/10  14:00:00,6.5875,18.00220204,32.58427722,570.1743604,-1.369699039,43.90401254,5.415881507,0,12.25853144
 01/10  15:00:00,6.95,18.00216528,29.80354977,578.1330614,-1.38053126,44.47709579,5.415881507,0,11.44289266
 01/10  16:00:00,7.4125,17.93281756,28.69156484,622.1751345,-1.388411535,44.89541605,5.415881507,0,7.706859587
 01/10  17:00:00,7.7875,18.00145211,27.69323163,614.6323929,-1.390733246,45.0187343,5.415881507,0,9.276387869
 01/10  18:00:00,7.775,18.00126691,26.49164496,542.5552932,-1.39255833,45.11562603,5.415881507,0,12.6922261
 01/10  19:00:00,7.45,18.0006274,25.3499701,470.9582003,-1.399087056,45.46317614,5.415881507,0,15.37470789
 01/10  20:00:00,6.9875,18.0000481,24.98303724,427.4679594,-1.402259878,45.6322899,5.415881507,0,17.04396154
 01/10  21:00:00,6.4875,17.99976809,25.52659439,413.808749,-1.400000401,45.51183833,5.415881507,0,17.7405813
 01/10  22:00:00,6.05,17.99976289,26.29069836,411.36253,-0.431227572,8.878197533,5.415881507,0,18.35654134
 01/10  23:00:00,5.775,17.99974209,27.05488202,410.925094,-0.42716619,8.805038122,5.415881507,0,18.72073076
