日期-时间,环境:工地室外空气干球温度[C](小时),热区:第102空间:区平均气温[C](每小时),热区:空间102:区域空气相对湿度[%](小时),热区:空间102:区空气CO2浓度[ppm](小时),人:区域热舒适Fanger模型PMV[](小时),人群:区域热舒适Fanger模型PPD[%](小时),DOAS供电风机:风机电能[Kwh](小时),VRF热泵：VRF热泵冷却电能[Kwh](小时),VRF热泵：VRF热泵加热电能[Kwh](小时)
 04/21  07:00:00,11.675,18.19141084,66.84089803,413.3200257,-1.23756518,37.10422622,0,0,0
 04/21  08:00:00,12.1,18.74638274,64.89981298,413.3200066,-2.219966722,85.57573557,4.699328326,0,0
 04/21  09:00:00,13.4,19.31949815,65.46347834,413.3200012,-2.111179653,81.49430949,4.699328326,0,0
 04/21  10:00:00,15.125,21.33257948,64.09259636,570.8792337,-1.821728792,67.87706498,4.699328326,0,0
 04/21  11:00:00,16.925,22.32207562,64.1477827,624.5468787,-1.55478723,53.8827117,4.699328326,0,0
 04/21  12:00:00,18.6625,23.09319173,62.03496607,621.713674,-1.427305769,46.98060975,4.699328326,0,0
 04/21  13:00:00,20.3625,23.59516332,58.76504413,581.6605515,-1.335689876,42.12067884,4.699328326,0,0
 04/21  14:00:00,22,24.34814803,54.4557623,576.8610454,-1.235115405,36.99792452,4.699328326,0,0
 04/21  15:00:00,23.6,25.03996096,51.08552185,584.7352813,-1.123232949,31.59981761,4.699328326,0,0
 04/21  16:00:00,24.825,25.78344711,48.93309453,629.649071,-0.995862161,25.97299724,4.699328326,0,0
 04/21  17:00:00,25.0125,25.85649311,47.70280191,621.3885262,-0.94820007,23.99156351,4.699328326,0,0
 04/21  18:00:00,24.4,25.44152807,46.65315166,549.2306846,-1.002143222,26.22382175,4.699328326,0,0
 04/21  19:00:00,23.475,24.94240152,46.17649381,476.2210071,-1.082702,29.74094265,4.699328326,0,0
 04/21  20:00:00,22.6,24.51212491,46.78633478,431.2827849,-1.15413001,33.04219731,4.699328326,0,0
 04/21  21:00:00,22.05,24.2760016,48.8624905,416.7291742,-1.189890494,34.75498284,4.699328326,0,0
 04/21  22:00:00,21.9,24.2154171,51.9241404,413.9667332,-0.159946053,5.531249726,4.699328326,0,0
 04/21  23:00:00,21.65,24.15297532,55.31447478,413.4426094,-0.138542216,5.397768541,4.699328326,0,0
 04/21  24:00:00,21,22.37038415,63.50419681,413.3551134,-0.303185657,7.201588855,0,0,0
 04/22  01:00:00,20.075,21.32610227,67.93771402,413.3320204,-0.528570256,10.86150511,0,0,0
 04/22  02:00:00,19.0125,20.90250328,68.51640472,413.3243968,-0.610880957,12.83679741,0,0,0
 04/22  03:00:00,18.1,20.5731846,67.70897249,413.3216044,-0.683245956,14.82022125,0,0,0
 04/22  04:00:00,17.4875,20.34282216,66.17371971,413.3205844,-0.742567938,16.61407474,0,0,0
 04/22  05:00:00,17.175,20.20586981,64.29089447,413.3202127,-0.787184874,18.06288258,0,0,0
 04/22  06:00:00,17.1,20.14013318,62.38861011,413.3200774,-0.817803736,19.10644217,0,0,0
 04/22  07:00:00,17.1625,20.12170672,60.20364953,413.3200282,-0.83935921,19.86502728,0,0,0
 04/22  08:00:00,17.2625,21.37850527,53.29108673,413.3200075,-1.748497078,64.2596299,4.699328326,0,0
 04/22  09:00:00,17.3625,21.82335943,49.84174832,413.3200013,-1.637975969,58.40823961,4.699328326,0,0
 04/22  10:00:00,17.3375,22.99549691,48.10189306,575.938027,-1.491793304,50.47250907,4.699328326,0,0
 04/22  11:00:00,17.175,22.91993275,47.67217224,624.3619858,-1.434184905,47.34389241,4.699328326,0,0
 04/22  12:00:00,16.975,22.82814536,46.20396228,622.2691203,-1.466992314,49.11089295,4.699328326,0,0
 04/22  13:00:00,16.775,22.47487723,44.99093525,582.2294177,-1.521137225,52.0509123,4.699328326,0,0
 04/22  14:00:00,16.575,22.4333481,43.92188697,577.396866,-1.554136266,53.84686574,4.699328326,0,0
 04/22  15:00:00,16.4375,22.39492975,43.84411376,585.2239433,-1.561442916,54.24505157,4.699328326,0,0
 04/22  16:00:00,16.275,22.60393147,44.36306757,630.1873342,-1.53500283,52.80472029,4.699328326,0,0
 04/22  17:00:00,15.95,22.30321826,45.01548133,621.8268534,-1.555048931,53.89681083,4.699328326,0,0
 04/22  18:00:00,15.55,21.56623191,45.41954471,549.68398,-1.664768435,59.84575011,4.699328326,0,0
 04/22  19:00:00,15.15,20.88033339,45.94925597,476.0294448,-1.7950031,66.74750827,4.699328326,0,0
 04/22  20:00:00,14.9375,20.52887696,46.78653047,431.2816476,-1.874240828,70.7806598,4.699328326,0,0
 04/22  21:00:00,15.025,20.48740186,48.49044665,416.7334191,-1.893489515,71.73467608,4.699328326,0,0
 04/22  22:00:00,15.1625,20.53095952,50.77028806,413.96878,-0.852678438,20.3437083,4.699328326,0,0
 04/22  23:00:00,15.1375,20.51432428,53.07115318,413.443286,-0.843651807,20.01805058,4.699328326,0,0
 04/22  24:00:00,14.975,19.54236097,57.93950043,413.3538842,-0.950548867,24.18081964,0,0,0
 04/23  01:00:00,14.7125,19.22837354,60.51180295,413.3318959,-1.04155339,27.90251765,0,0,0
 04/23  02:00:00,14.4125,19.09372305,61.98553998,413.3243074,-1.066622645,29.00824401,0,0,0
 04/23  03:00:00,14.05,18.94810349,62.77577798,413.3215585,-1.096091077,30.33710057,0,0,0
 04/23  04:00:00,13.65,18.79064599,62.76269007,413.3205633,-1.132497842,32.01902277,0,0,0
 04/23  05:00:00,13.3125,18.65005963,62.16685381,413.3202034,-1.16943905,33.76914144,0,0,0
 04/23  06:00:00,13.075,18.53489276,61.17756556,413.3200734,-1.203616516,35.42562037,0,0,0
 04/23  07:00:00,12.9375,18.44524125,59.54931174,413.3200265,-1.236370567,37.04448646,0,0,0
 04/23  08:00:00,13.2125,19.15759912,54.73958007,413.3200069,-2.205556688,85.05009883,4.699328326,0,0
 04/23  09:00:00,13.9625,19.58172674,52.09463212,413.3200012,-2.122276081,81.9597919,4.699328326,0,0
 04/23  10:00:00,14.8625,21.25574725,48.77834646,573.1246109,-1.906268118,72.12660227,4.699328326,0,0
 04/23  11:00:00,15.7,21.75691751,46.31122618,625.5788361,-1.749350886,64.37483258,4.699328326,0,0
 04/23  12:00:00,16.4375,22.10441845,42.45296636,623.2943536,-1.716795072,62.64755377,4.699328326,0,0
 04/23  13:00:00,17.2,22.20422348,38.0614767,583.1321045,-1.707696217,62.16264497,4.699328326,0,0
 04/23  14:00:00,18.0625,22.66958339,33.52093569,578.2695106,-1.669272791,60.09783998,4.699328326,0,0
 04/23  15:00:00,19.025,23.1481505,30.11946203,586.1856009,-1.60014395,56.35242046,4.699328326,0,0
 04/23  16:00:00,20.0875,23.8427911,28.41939153,631.3262338,-1.501398407,50.9799948,4.699328326,0,0
 04/23  17:00:00,20.875,24.0863743,27.96808242,623.4981286,-1.432527413,47.2528671,4.699328326,0,0
 04/23  18:00:00,20.9125,23.82603275,27.44541914,550.6589592,-1.455499015,48.49303801,4.699328326,0,0
 04/23  19:00:00,20.3625,23.38014282,27.35720985,476.9847008,-1.52558883,52.29300449,4.699328326,0,0
 04/23  20:00:00,19.5375,22.91039331,28.51224954,431.5734053,-1.596439655,56.15075624,4.699328326,0,0
 04/23  21:00:00,18.6375,22.48821775,31.00294097,416.80887,-1.656240068,59.39601158,4.699328326,0,0
 04/23  22:00:00,17.8,22.07742005,34.240958,413.9863066,-0.680058892,14.72461789,4.699328326,0,0
 04/23  23:00:00,17.0625,21.67358739,37.56233975,413.4471586,-0.728630584,16.17785497,4.699328326,0,0
 04/23  24:00:00,16.4875,20.10810934,43.85767942,413.3558457,-0.905247896,22.51353124,0,0,0
 04/24  01:00:00,15.9875,19.54840422,48.36600457,413.3323654,-1.047462748,28.16142835,0,0,0
 04/24  02:00:00,15.425,19.34544935,51.95607509,413.324493,-1.073034887,29.29465147,0,0,0
 04/24  03:00:00,14.8875,19.15394366,55.02214786,413.3216302,-1.098738465,30.45709611,0,0,0
 04/24  04:00:00,14.325,18.96158283,57.12076635,413.3205907,-1.127938084,31.80580625,0,0,0
 04/24  05:00:00,13.7875,18.7699757,58.2607008,413.3202137,-1.164410619,33.52843285,0,0,0
 04/24  06:00:00,13.35,18.60401224,58.67476974,413.3200772,-1.20054962,35.27577533,0,0,0
 04/24  07:00:00,13.075,18.47708645,58.40642833,413.3200279,-1.234209483,36.9366482,0,0,0
 04/24  08:00:00,13.125,19.12576049,54.93351572,413.3200072,-2.205685069,85.06136947,4.699328326,0,0
 04/24  09:00:00,13.3875,19.34884339,53.20979802,413.3200013,-2.146998777,82.93516428,4.699328326,0,0
 04/24  10:00:00,13.75,20.70621844,50.49163041,573.2574419,-1.981666425,75.72909322,4.699328326,0,0
 04/24  11:00:00,14.2125,20.98703684,49.00571881,625.8280517,-1.865227467,70.33471862,4.699328326,0,0
 04/24  12:00:00,14.775,21.288125,46.43484755,623.5236377,-1.837499843,68.93678252,4.699328326,0,0
 04/24  13:00:00,15.5625,21.40667689,43.71310594,583.2778638,-1.816431553,67.86507967,4.699328326,0,0
 04/24  14:00:00,16.65,21.9972827,41.02449803,578.3611011,-1.752997272,64.55733,4.699328326,0,0
 04/24  15:00:00,18.1,22.67346878,40.17988182,586.2333062,-1.644254572,58.74373723,4.699328326,0,0
 04/24  16:00:00,19.5125,23.54511991,41.0306543,631.2874734,-1.489853515,50.35728407,4.699328326,0,0
 04/24  17:00:00,19.875,23.65683152,42.33882354,623.3249982,-1.41474593,46.29955087,4.699328326,0,0
 04/24  18:00:00,19.4875,23.19332898,42.3765287,550.4610204,-1.472257069,49.39995733,4.699328326,0,0
 04/24  19:00:00,18.8625,22.66802517,42.2216113,476.8648752,-1.562044271,54.27796122,4.699328326,0,0
 04/24  20:00:00,18.1,22.1701814,42.88859846,431.5244895,-1.646204242,58.85146924,4.699328326,0,0
 04/24  21:00:00,17.3625,21.76476531,43.93938581,416.7951093,-1.716955228,62.65524641,4.699328326,0,0
 04/24  22:00:00,16.725,21.39000649,45.04623876,413.9832272,-0.749372321,16.83119024,4.699328326,0,0
 04/24  23:00:00,16.1875,21.01338755,46.03229328,413.446578,-0.809535853,18.82507294,4.699328326,0,0
 04/24  24:00:00,15.75,19.68629191,49.85421068,413.355664,-0.975426104,25.25403302,0,0,0
 04/25  01:00:00,15.35,19.23575146,51.12033359,413.3322785,-1.107683136,30.86806755,0,0,0
 04/25  02:00:00,14.8875,19.0648625,51.65160621,413.324454,-1.142545261,32.49054783,0,0,0
 04/25  03:00:00,14.325,18.87607211,52.25895796,413.3216138,-1.17867,34.21344411,0,0,0
 04/25  04:00:00,13.6625,18.65786206,53.00554056,413.3205838,-1.220239675,36.24466974,0,0,0
 04/25  05:00:00,12.9625,18.42527623,53.80790639,413.3202109,-1.266304581,38.55019841,0,0,0
 04/25  06:00:00,12.325,18.20611571,54.67056135,413.320076,-1.310648788,40.81901179,0,0,0
 04/25  07:00:00,11.975,18.05086283,55.36983367,413.3200274,-1.348290443,42.77776224,0,0,0
 04/25  08:00:00,12.025,18.56390546,54.39596639,413.3200071,-2.328619026,89.08317391,4.699328326,0,0
 04/25  09:00:00,12.4125,18.78964156,54.82126184,413.3200013,-2.269065185,87.27761237,4.699328326,0,0
 04/25  10:00:00,13.0375,20.23294925,53.50365289,573.3938263,-2.07648414,79.82650465,4.699328326,0,0
 04/25  11:00:00,13.8625,20.65461046,53.03491429,626.0801288,-1.929372277,73.47297668,4.699328326,0,0
 04/25  12:00:00,14.8875,21.20770281,50.66700522,623.7533626,-1.8619487,70.15969746,4.699328326,0,0
 04/25  13:00:00,16.2375,21.60079413,48.22785571,583.4606359,-1.791544462,66.58013929,4.699328326,0,0
 04/25  14:00:00,17.8625,22.41767834,45.58498346,578.5097192,-1.681127117,60.72751583,4.699328326,0,0
 04/25  15:00:00,19.8125,23.30925919,44.23111026,586.3836245,-1.526747156,52.35838342,4.699328326,0,0
 04/25  16:00:00,21.6,24.30340756,44.39159445,631.4719708,-1.346777275,42.7235628,4.699328326,0,0
 04/25  17:00:00,22.0125,24.45996521,44.81366108,623.5519145,-1.262839629,38.37322118,4.699328326,0,0
 04/25  18:00:00,21.525,24.04136772,44.32264888,550.64785,-1.310576811,40.82171457,4.699328326,0,0
 04/25  19:00:00,20.7375,23.52328344,44.20849863,476.9670266,-1.393832875,45.19030741,4.699328326,0,0
 04/25  20:00:00,19.775,22.99611412,44.65772996,431.5657411,-1.48304198,49.98242055,4.699328326,0,0
 04/25  21:00:00,18.9,22.58202752,45.66400026,416.807259,-1.554905311,53.88884176,4.699328326,0,0
 04/25  22:00:00,18.225,22.25668664,47.15044117,413.9861899,-0.577761626,11.99681271,4.699328326,0,0
 04/25  23:00:00,17.75,22.0080246,48.87384899,413.4472161,-0.612373064,12.86692516,4.699328326,0,0
 04/25  24:00:00,17.4125,20.45847705,54.89798253,413.3559017,-0.778307455,18.01618184,0,0,0
 04/26  01:00:00,17.175,19.87910218,57.8015042,413.3324136,-0.93797775,23.58330121,0,0,0
 04/26  02:00:00,16.9125,19.77366558,59.39145865,413.3245244,-0.953660563,24.21006008,0,0,0
 04/26  03:00:00,16.55,19.64940505,60.42236558,413.3216476,-0.972447358,24.97493848,0,0,0
 04/26  04:00:00,16.0875,19.49472941,60.50552671,413.3205992,-1.002189558,26.21387277,0,0,0
 04/26  05:00:00,15.525,19.30932975,59.74799062,413.3202176,-1.04307238,27.97100047,0,0,0
 04/26  06:00:00,14.9875,19.12401934,58.38502304,413.3200789,-1.089439878,30.03580304,0,0,0
 04/26  07:00:00,14.675,18.9909858,56.5517936,413.3200286,-1.131806716,31.9865707,0,0,0
 04/26  08:00:00,14.975,19.96078949,51.50115101,413.3200075,-2.073603752,79.85975867,4.699328326,0,0
 04/26  09:00:00,15.95,20.59226308,49.72248777,413.3200013,-1.945601821,74.23217468,4.699328326,0,0
 04/26  10:00:00,17.15,22.42692432,48.30068918,573.0041341,-1.690740901,61.14358811,4.699328326,0,0
 04/26  11:00:00,18.2875,23.00618892,48.42822577,625.3936571,-1.505580599,51.20375687,4.699328326,0,0
 04/26  12:00:00,19.2625,23.42868758,47.52310084,623.0599846,-1.439909604,47.65198591,4.699328326,0,0
 04/26  13:00:00,20.1,23.58605151,46.38970149,582.8821254,-1.398052179,45.40834076,4.699328326,0,0
 04/26  14:00:00,20.8375,23.98265788,45.21622182,577.9322971,-1.343401517,42.52549732,4.699328326,0,0
 04/26  15:00:00,21.5375,24.31282051,45.23098426,585.7515988,-1.280317261,39.26371887,4.699328326,0,0
 04/26  16:00:00,22.05,24.76229688,46.61649675,630.7682948,-1.195355192,35.03372633,4.699328326,0,0
 04/26  17:00:00,22.075,24.72864288,48.49672689,622.4327967,-1.150905074,32.88426819,4.699328326,0,0
 04/26  18:00:00,21.5625,24.27293062,49.78114939,549.9335929,-1.19722385,35.12435226,4.699328326,0,0
 04/26  19:00:00,20.8,23.74366261,50.9305736,476.581259,-1.278375512,39.16940665,4.699328326,0,0
 04/26  20:00:00,19.9375,23.24885029,52.64259063,431.413181,-1.355296193,43.15045623,4.699328326,0,0
 04/26  21:00:00,19.1625,22.85836619,54.02730217,416.7633247,-1.423726649,46.78176381,4.699328326,0,0
 04/26  22:00:00,18.5875,22.56692963,54.99173835,413.9750412,-0.447128384,9.174143811,4.699328326,0,0
 04/26  23:00:00,18.2125,22.36290864,55.77466323,413.4445841,-0.481766062,9.849239811,4.699328326,0,0
 04/26  24:00:00,17.975,20.82676984,61.35472901,413.3553062,-0.64976864,14.12998321,0,0,0
 04/27  01:00:00,17.8375,20.23075542,63.51214043,413.3321433,-0.818565749,19.13337491,0,0,0
 04/27  02:00:00,17.675,20.14153832,63.94253174,413.3244301,-0.839821865,19.8816673,0,0,0
 04/27  03:00:00,17.35,20.02484963,64.45075693,413.3216154,-0.861263317,20.65688087,0,0,0
 04/27  04:00:00,16.825,19.85226398,64.996275,413.3205884,-0.891934165,21.79946143,0,0,0
 04/27  05:00:00,16.225,19.6489904,65.45310516,413.320214,-0.932127741,23.35335187,0,0,0
 04/27  06:00:00,15.6875,19.45745271,66.11569649,413.3200778,-0.971551294,24.93935052,0,0,0
 04/27  07:00:00,15.375,19.32158353,66.8907712,413.3200282,-1.002647871,26.23196379,0,0,0
 04/27  08:00:00,15.4875,20.30223003,63.976257,413.3200074,-1.927802382,73.29675155,4.699328326,0,0
 04/27  09:00:00,15.975,20.73205847,64.23463063,413.3200013,-1.813357661,67.70472103,4.699328326,0,0
 04/27  10:00:00,16.5125,22.24117086,63.08589009,572.9379807,-1.606803525,56.67945218,4.699328326,0,0
 04/27  11:00:00,17.0125,22.54869526,63.67291166,625.2170284,-1.467850982,49.15735784,4.699328326,0,0
 04/27  12:00:00,17.45,22.74943599,62.71844043,622.8466275,-1.442077721,47.76684359,4.699328326,0,0
 04/27  13:00:00,18.0375,22.75813062,61.45690832,582.6863472,-1.436915277,47.48893602,4.699328326,0,0
 04/27  14:00:00,18.8625,23.17019039,59.90891331,577.7933624,-1.392453039,45.11434862,4.699328326,0,0
 04/27  15:00:00,20.0125,23.672935,60.02808492,585.6357039,-1.305041147,40.53760813,4.699328326,0,0
 04/27  16:00:00,21.1875,24.38749357,61.87759263,630.6406042,-1.17133036,33.88763576,4.699328326,0,0
 04/27  17:00:00,21.4125,24.43227088,64.41890934,622.2622691,-1.100460403,30.53535799,4.699328326,0,0
 04/27  18:00:00,20.8,23.92040866,65.57482222,549.7858358,-1.158384475,33.25683888,4.699328326,0,0
 04/27  19:00:00,19.875,23.29274999,65.82776931,476.500092,-1.265624181,38.53045434,4.699328326,0,0
 04/27  20:00:00,18.8125,22.67001775,65.81115262,431.3824275,-1.381003615,44.51178463,4.699328326,0,0
 04/27  21:00:00,17.775,22.12312627,65.80691631,416.755123,-1.487752629,50.23783644,4.699328326,0,0
 04/27  22:00:00,16.9625,21.63819559,65.99207755,413.9732813,-0.553745287,11.43099634,4.699328326,0,0
 04/27  23:00:00,16.3875,21.21695077,66.21979076,413.4442804,-0.633737006,13.43912422,4.699328326,0,0
 04/27  24:00:00,16.0125,19.90391736,70.82112079,413.3549641,-0.806902417,18.89749201,0,0,0
 04/28  01:00:00,15.7125,19.48008141,71.93123252,413.3320401,-0.938231663,23.59470808,0,0,0
 04/28  02:00:00,15.5375,19.37346101,72.20954848,413.3243709,-0.968359175,24.80720192,0,0,0
 04/28  03:00:00,15.375,19.28816413,72.90983485,413.3215866,-0.986951931,25.57404968,0,0,0
 04/28  04:00:00,15.175,19.19398767,73.57099288,413.3205757,-1.007509852,26.43757968,0,0,0
 04/28  05:00:00,14.9125,19.08409972,74.40701253,413.3202088,-1.029713961,27.38826353,0,0,0
 04/28  06:00:00,14.675,18.97711648,75.20952189,413.3200757,-1.053015201,28.40490856,0,0,0
 04/28  07:00:00,14.5375,18.89696154,75.96843985,413.3200274,-1.071537484,29.22709199,0,0,0
 04/28  08:00:00,14.5625,19.75137238,72.47297269,413.3200072,-2.010599807,77.15255302,4.699328326,0,0
 04/28  09:00:00,14.7875,20.01761327,71.35479176,413.3200013,-1.931835133,73.59098594,4.699328326,0,0
 04/28  10:00:00,15.3375,21.51397813,67.50157636,572.8511454,-1.748633182,64.212235,4.699328326,0,0
 04/28  11:00:00,16.1625,21.97740379,66.07070601,625.0489436,-1.595667835,56.10943666,4.699328326,0,0
 04/28  12:00:00,17.125,22.40497888,63.11433413,622.7103314,-1.544011056,53.29544479,4.699328326,0,0
 04/28  13:00:00,18.25,22.65536314,59.99243201,582.610822,-1.504221384,51.12968603,4.699328326,0,0
 04/28  14:00:00,19.45,23.23818659,57.17897624,577.7532838,-1.432015968,47.23021226,4.699328326,0,0
 04/28  15:00:00,20.525,23.73794744,56.18738853,585.606053,-1.340698137,42.38501972,4.699328326,0,0
 04/28  16:00:00,21.275,24.30036875,57.09909778,630.6158063,-1.235699191,37.02565215,4.699328326,0,0
 04/28  17:00:00,21.3125,24.25953347,59.59994344,622.2688279,-1.189055756,34.71486644,4.699328326,0,0
 04/28  18:00:00,20.7,23.74511581,62.22413913,549.7973513,-1.240067987,37.23974373,4.699328326,0,0
 04/28  19:00:00,19.7125,23.10164974,64.99023314,476.4914064,-1.332501078,41.9625773,4.699328326,0,0
 04/28  20:00:00,18.6125,22.4641285,67.66006168,431.3708032,-1.433782839,47.32554855,4.699328326,0,0
 04/28  21:00:00,17.6375,21.94531258,69.77691388,416.7499539,-1.52388812,52.20005008,4.699328326,0,0
 04/28  22:00:00,16.9875,21.5519376,71.41013516,413.9715723,-0.567464859,11.7497526,4.699328326,0,0
 04/28  23:00:00,16.6125,21.278372,72.38936374,413.4437835,-0.615698895,12.95536417,4.699328326,0,0
 04/28  24:00:00,16.4375,19.93180574,78.07711995,413.3548183,-0.780046904,18.01445693,0,0,0
 04/29  01:00:00,16.275,19.52168781,78.91940643,413.3320099,-0.913571135,22.62726757,0,0,0
 04/29  02:00:00,16.075,19.42159866,77.85565715,413.3243666,-0.944581341,23.84665292,0,0,0
 04/29  03:00:00,15.6875,19.28638169,76.64392944,413.3215866,-0.978532245,25.22724767,0,0,0
 04/29  04:00:00,15,19.06936914,75.32493589,413.3205757,-1.027850805,27.31191087,0,0,0
 04/29  05:00:00,14.075,18.78433026,73.84643625,413.3202084,-1.092070082,30.15920513,0,0,0
 04/29  06:00:00,13.2,18.50082959,72.31137278,413.3200753,-1.161157113,33.37645845,0,0,0
 04/29  07:00:00,12.7125,18.30877279,71.049744,413.3200272,-1.216495865,36.05931213,0,0,0
 04/29  08:00:00,12.6625,18.87261659,67.73277052,413.320007,-2.200805962,84.89722827,4.699328326,0,0
 04/29  09:00:00,12.95,19.07513225,67.2258545,413.3200013,-2.146212433,82.90396343,4.699328326,0,0
 04/29  10:00:00,13.6,20.54584776,64.59926585,573.0244695,-1.958034392,74.5964026,4.699328326,0,0
 04/29  11:00:00,14.5875,21.09989027,64.34658769,625.3324148,-1.788362359,66.41497623,4.699328326,0,0
 04/29  12:00:00,15.8125,21.71842959,62.99484331,622.9306778,-1.691544431,61.29080701,4.699328326,0,0
 04/29  13:00:00,17.3,22.14301978,61.92181241,582.7303918,-1.608263218,56.79423606,4.699328326,0,0
 04/29  14:00:00,19.025,22.95514287,60.83384879,577.8111232,-1.486814896,50.19159978,4.699328326,0,0
 04/29  15:00:00,20.8875,23.77476559,61.24705499,585.6248423,-1.329307691,41.806871,4.699328326,0,0
 04/29  16:00:00,22.725,24.7823836,63.18197105,630.4963679,-1.127319793,31.84437629,4.699328326,0,0
 04/29  17:00:00,23.9,25.19112843,66.57476154,622.4797598,-0.989376378,25.67978051,4.699328326,0,0
 04/29  18:00:00,24.0125,25.02708144,68.90715949,549.8227734,-0.970237645,24.88793281,4.699328326,0,0
 04/29  19:00:00,23.4625,24.66706361,70.13177706,476.5011523,-1.015813832,26.79730173,4.699328326,0,0
 04/29  20:00:00,22.5125,24.23775776,70.96289851,431.38464,-1.07623653,29.44697058,4.699328326,0,0
 04/29  21:00:00,21.4125,23.80206663,70.92622947,416.7561392,-1.152853264,32.98292768,4.699328326,0,0
 04/29  22:00:00,20.3125,23.35649912,70.43011755,413.9730801,-0.207169984,5.901557395,4.699328326,0,0
 04/29  23:00:00,19.275,22.90228626,69.30050286,413.4440491,-0.292622091,6.790875689,4.699328326,0,0
 04/29  24:00:00,18.275,21.04945323,74.7047012,413.355597,-0.520022612,10.99711423,0,0,0
 04/30  01:00:00,17.3375,20.11074257,75.60683863,413.3320665,-0.764137471,17.31423872,0,0,0
 04/30  02:00:00,16.4375,19.80293503,73.73378799,413.3243887,-0.839717779,19.88492016,0,0,0
 04/30  03:00:00,15.6,19.52937758,72.00257187,413.321593,-0.906413286,22.35572519,0,0,0
 04/30  04:00:00,14.8,19.26851978,70.73554942,413.3205772,-0.968759208,24.8286436,0,0,0
 04/30  05:00:00,14.125,19.03634353,69.93049295,413.3202088,-1.026264257,27.24217433,0,0,0
 04/30  06:00:00,13.65,18.85788465,69.72050203,413.3200754,-1.070836896,29.1973361,0,0,0
 04/30  07:00:00,13.375,18.73494828,69.53182417,413.3200272,-1.103674743,30.68307167,0,0,0
 04/30  08:00:00,13.8,19.52748055,66.18270029,413.3200071,-2.056849291,79.18445953,4.699328326,0,0
 04/30  09:00:00,15.225,20.23765596,65.7397593,413.3200013,-1.921604783,73.0736064,4.699328326,0,0
 04/30  10:00:00,16.9,22.29564233,63.63027331,571.1469088,-1.62069467,57.40189584,4.699328326,0,0
 04/30  11:00:00,18.4375,23.10774623,62.58684878,625.1772847,-1.390751242,45.0221187,4.699328326,0,0
 04/30  12:00:00,19.9375,23.74138131,58.80932829,622.462075,-1.302382677,40.39916826,4.699328326,0,0
 04/30  13:00:00,21.4375,24.15257636,53.92211085,582.3851856,-1.242631778,37.35760223,4.699328326,0,0
 04/30  14:00:00,23.1875,24.91128283,48.70627241,577.5916025,-1.157832232,33.23325632,4.699328326,0,0
 04/30  15:00:00,25.3375,25.79061676,45.40159565,585.5507351,-1.02112034,27.05110011,4.699328326,0,0
 04/30  16:00:00,27.325,26.01296749,47.73778009,630.9572588,-0.916592477,22.74432783,4.699328326,6.098423418,0
 04/30  17:00:00,27.8125,26.00209905,51.76890292,622.9828323,-0.874372772,21.14133541,4.699328326,6.159459526,0
 04/30  18:00:00,27.1375,26.00232546,53.38453221,550.3021212,-0.84827419,20.18448896,4.699328326,3.673302867,0
 04/30  19:00:00,26.05,26.02863706,54.48664209,476.6712636,-0.826802929,19.42091097,4.699328326,0,0
 04/30  20:00:00,24.725,25.5692286,57.92171732,431.4218081,-0.855698015,20.45957497,4.699328326,0,0
 04/30  21:00:00,23.3875,25.07007492,61.48250717,416.7625214,-0.913338995,22.62127218,4.699328326,0,0
 04/30  22:00:00,22.2125,24.61252878,63.62796259,413.9735968,0.050746541,5.059599479,4.699328326,0,0
 04/30  23:00:00,21.3,24.23130951,64.62625951,413.4439549,-0.008798009,5.005877875,4.699328326,0,0
 04/30  24:00:00,20.5625,22.39732751,71.39112592,413.3555978,-0.209367724,6.206902453,0,0,0
 05/01  01:00:00,19.925,21.43066614,73.89416484,413.9287486,-0.911330204,22.55463242,0,0,0
 05/01  02:00:00,19.3875,21.19029121,73.37907855,414.3926134,-0.97956637,25.27085272,0,0,0
 05/01  03:00:00,18.8875,21.00860588,72.58216592,414.5623356,-1.026749782,27.26273618,0,0,0
 05/01  04:00:00,18.3875,20.83020493,71.595649,414.6243688,-1.075695553,29.41633628,0,0,0
 05/01  05:00:00,17.95,20.666072,70.88309183,414.6470131,-1.12260715,31.55836457,0,0,0
 05/01  06:00:00,17.55,20.51747474,70.40735764,414.6552704,-1.163791853,33.49925345,0,0,0
 05/01  07:00:00,17.3375,20.41251387,70.17139298,414.6582785,-1.198359619,35.16798715,0,0,0
 05/01  08:00:00,17.4875,21.65009644,65.30961548,414.6595398,-2.105998626,81.04437512,4.699328326,0,0
 05/01  09:00:00,17.9125,22.26045476,63.91710526,414.6599223,-1.928005798,73.39985031,4.699328326,0,0
 05/01  10:00:00,18.4125,23.63011875,62.85424332,576.5066974,-1.705000041,61.91567533,4.699328326,0,0
 05/01  11:00:00,18.9125,23.83780394,63.48786796,624.9531753,-1.57671454,55.07721007,4.699328326,0,0
 05/01  12:00:00,19.475,24.0915765,62.18141225,622.6456972,-1.535630003,52.83888,4.699328326,0,0
 05/01  13:00:00,20.1375,24.16256168,60.74973536,582.7083749,-1.514932056,51.71200906,4.699328326,0,0
 05/01  14:00:00,20.9,24.55871134,59.1175851,577.9059061,-1.456440921,48.54396633,4.699328326,0,0
 05/01  15:00:00,21.8875,24.98936026,58.33448619,585.7143425,-1.37356276,44.11348911,4.699328326,0,0
 05/01  16:00:00,23.1125,25.67446844,58.9279266,630.5191167,-1.242425077,37.37651861,4.699328326,0,0
