Datetime,Outsides_tem,Temperature,Related_humidity,CO2,PMV
 01/13  14:00:00,8.175,19.00048782,39.91059085,570.0733622,-0.246031673
 01/13  15:00:00,8.65,19.00043733,39.38326976,578.7924839,-0.24423705399999998
 01/13  16:00:00,8.925,19.00023208,39.62738919,626.8618177999999,-0.240078632
 01/13  17:00:00,9.0,19.00037857,38.84813434,613.1772768,-0.24024040300000002
 01/13  18:00:00,8.875,19.00052026,37.03095419,536.3586175,-0.247842261
 01/13  19:00:00,8.55,19.000376899999996,35.35337798,464.8118095,-0.256559888
 01/13  20:00:00,8.15,19.00018829,34.22131397,423.60162699999995,-1.226190696
 01/13  21:00:00,7.8125,19.00002091,33.86710793,412.5040967,-1.2277456340000001
 01/13  22:00:00,7.6375,19.00000001,34.02916964,411.04924589999996,-1.22569039
 01/13  23:00:00,7.475,19.0,34.34892428,410.8586979,-1.222554988
 01/13  24:00:00,7.15,15.25828558,43.85061717,410.8368235,-1.473432621
 01/14  01:00:00,6.75,13.93877073,47.33687962,410.8322452,-0.7663758820000001
 01/14  02:00:00,6.2875,13.72801243,47.76280409,410.8308046,-0.798644331
 01/14  03:00:00,5.85,13.54105494,48.07310643,410.830288,-0.827073594
 01/14  04:00:00,5.45,13.37752747,48.38867591,410.83010299999995,-0.851074977
 01/14  05:00:00,5.175,13.24689592,48.91971842,410.8300368,-0.8714036140000001
 01/14  06:00:00,4.975,13.14012179,49.94587908,410.8300132,-0.8862364970000001
 01/14  07:00:00,4.8375,13.04919811,51.09470089,410.83000469999996,-0.898866437
 01/14  08:00:00,4.7375,15.70650701,43.76657925,410.8300012,-0.711472069
 01/14  09:00:00,4.7,16.39620179,42.27565066,410.8300001,-0.554090709
 01/14  10:00:00,4.575,17.74629398,41.36263861,576.0017271,-0.44390362299999997
 01/14  11:00:00,4.375,17.64699804,41.85395512,619.1950717,-0.393620701
 01/14  12:00:00,4.3625,17.67689034,40.90553627,614.4020257,-0.406375682
 01/14  13:00:00,4.65,17.61304985,40.06967258,570.9086986000001,-0.41033903200000005
 01/14  14:00:00,5.05,18.45715197,38.32148335,569.6316807,-0.358490146
 01/14  15:00:00,5.45,19.00063967,37.95711514,578.0151559999999,-0.264973931
 01/14  16:00:00,5.725,19.00060314,39.36673270000001,625.8194621,-0.253246248
 01/14  17:00:00,5.8,19.00076678,39.61417616,612.0138327000001,-0.24729509
 01/14  18:00:00,5.7375,19.00074902,38.64428897,535.456992,-0.249790425
