Date/Time,环境: 现场室外空气干球温度 [C](Hourly),热区: 空间102: 区域平均气温 [C](Hourly),热区: 空间102: 区域空气相对湿度[%](Hourly),热区: 空间102: 区域空气二氧化碳浓度 [ppm](Hourly),区域热舒适吸管模型 pmv [](Hourly),区域热舒适吸血鬼模型 ppd [%](Hourly),电源风扇: 风扇电能 [KWH](Hourly),热区: 空间102 vrf 供应风扇: 风扇电能 [KWH](Hourly),Vrf 热泵: vrf 热泵冷却电能 [KWH](Hourly),Vrf 热泵: vrf 热泵加热电能[KWH](Hourly),热回收: 热交换器电能 [KWH](Hourly) 
 04/23  05:00:00,13.3125,18.91789033,61.13173566,413.3232797,-1.083932138,29.78561995,0,0,0,0,0
 04/23  06:00:00,13.075,18.79771046,60.17767944,413.3211825,-1.119756919,31.42524401,0,0,0,0,0
 04/23  07:00:00,12.9375,18.703316,58.59273112,413.3204262,-1.154045019,33.03431568,0,0,0,0,0
 04/23  08:00:00,13.2125,20.20274095,51.64868122,413.3201508,-1.009031977,26.72689634,0.09590466,0,0,0,0
 04/23  09:00:00,13.9625,20.87222194,48.35657698,413.3200438,-0.846636622,20.13139374,0.09590466,0,0,0,0
 04/23  10:00:00,14.8625,22.66701362,46.47087262,630.6612257,-0.615223449,13.3107422,0.09590466,0,0,0,0
 04/23  11:00:00,15.7,23.03983422,46.33404525,756.460879,-0.456358198,9.348210477,0.09590466,0,0,0,0
 04/23  12:00:00,16.4375,23.28087002,43.54626673,772.7261607,-0.436872442,8.982876073,0.09590466,0,0,0,0
 04/23  13:00:00,17.2,23.24661107,39.60982221,721.5863146,-0.446129148,9.157819785,0.09590466,0,0,0,0
 04/23  14:00:00,18.0625,23.61230065,35.2905527,706.2239516,-0.425817809,8.787337485,0.09590466,0,0,0,0
 04/23  15:00:00,19.025,23.96936549,32.20998968,715.8672962,-0.375928616,7.946427709,0.09590466,0,0,0,0
 04/23  16:00:00,20.0875,24.55880306,30.95986068,780.1354047,-0.293041581,6.811135777,0.09590466,0,0,0,0
 04/23  17:00:00,20.875,24.68290712,30.65238596,782.8823558,-0.241739021,6.213195394,0.09590466,0,0,0,0
 04/23  18:00:00,20.9125,24.34947077,29.42227302,678.8446749,-0.283022551,6.682647847,0.09590466,0,0,0,0
 04/23  19:00:00,20.3625,23.92442061,28.08309135,555.239239,-0.362069628,7.74393998,0.09590466,0,0,0,0
 04/23  20:00:00,19.5375,23.53898547,27.9883489,468.0870074,-1.452487933,48.32931996,0.09590466,0,0,0,0
 04/23  21:00:00,18.6375,23.2444659,29.47175931,430.4323151,-1.498715338,50.83061361,0.09590466,0,0,0,0
 04/23  22:00:00,17.8,22.97161354,31.98551748,418.6574658,-1.528685452,52.46046937,0.09590466,0,0,0,0
 04/23  23:00:00,17.0625,22.71530505,34.70662776,414.9818662,-1.555300576,53.91032586,0.09590466,0,0,0,0
 04/23  24:00:00,16.4875,20.67515187,41.94994937,413.9251306,-1.767718309,65.14889548,0,0,0,0,0
 04/24  01:00:00,15.9875,19.84282567,47.35552686,413.5240086,-0.953094088,24.18889479,0,0,0,0,0
 04/24  02:00:00,15.425,19.6289702,51.00028428,413.3940543,-0.982172058,25.37621778,0,0,0,0,0
 04/24  03:00:00,14.8875,19.43171961,54.06230882,413.3468442,-1.009706329,26.53117045,0,0,0,0,0
 04/24  04:00:00,14.325,19.23459329,56.15113755,413.329717,-1.040521358,27.85855101,0,0,0,0,0
 04/24  05:00:00,13.7875,19.03878678,57.28885226,413.323512,-1.07846497,29.53929213,0,0,0,0,0
 04/24  06:00:00,13.35,18.86870243,57.71054641,413.3212678,-1.116020073,31.25241526,0,0,0,0,0
 04/24  07:00:00,13.075,18.73761532,57.46065349,413.3204573,-1.151079988,32.89352207,0,0,0,0,0
 04/24  08:00:00,13.125,20.17780389,51.65523308,413.3201619,-1.008497486,26.69295169,0.09590466,0,0,0,0
 04/24  09:00:00,13.3875,20.67331087,49.21337429,413.320047,-0.866390001,20.84514771,0.09590466,0,0,0,0
 04/24  10:00:00,13.75,22.31303887,47.51805203,631.2482492,-0.667450972,14.70047805,0.09590466,0,0,0,0
 04/24  11:00:00,14.2125,22.59065843,47.90085284,755.8855069,-0.522308506,10.70823068,0.09590466,0,0,0,0
 04/24  12:00:00,14.775,22.78992569,46.21115481,771.8827187,-0.50457221,10.32443396,0.09590466,0,0,0,0
 04/24  13:00:00,15.5625,22.74907427,43.8229568,720.696036,-0.506146759,10.35917865,0.09590466,0,0,0,0
 04/24  14:00:00,16.65,23.17843887,41.32339749,705.4793106,-0.470043675,9.625030168,0.09590466,0,0,0,0
 04/24  15:00:00,18.1,23.64334097,40.73008929,715.3616266,-0.39495641,8.261897604,0.09590466,0,0,0,0
 04/24  16:00:00,19.5125,24.34527977,42.02727918,779.8562172,-0.271023096,6.56929884,0.09590466,0,0,0,0
 04/24  17:00:00,19.875,24.36749983,43.76853771,782.4553795,-0.211594546,5.930357287,0.09590466,0,0,0,0
 04/24  18:00:00,19.4875,23.91285554,43.35638823,680.9330942,-0.271234387,6.551999553,0.09590466,0,0,0,0
 04/24  19:00:00,18.8625,23.41749714,42.04167007,554.6130197,-0.363781289,7.773665026,0.09590466,0,0,0,0
 04/24  20:00:00,18.1,23.01172997,41.48985563,467.714265,-1.464801923,48.99469696,0.09590466,0,0,0,0
 04/24  21:00:00,17.3625,22.73215677,41.65575725,430.2618497,-1.520373419,52.00818051,0.09590466,0,0,0,0
 04/24  22:00:00,16.725,22.4980858,42.16292152,418.5899972,-1.558839515,54.10318215,0.09590466,0,0,0,0
 04/24  23:00:00,16.1875,22.2875003,42.61041345,414.9573755,-1.59360903,55.99729808,0.09590466,0,0,0,0
 04/24  24:00:00,15.75,20.29818057,48.04365661,413.9072774,-1.81643329,67.61278407,0,0,0,0,0
 04/25  01:00:00,15.35,19.55150915,50.13020711,413.5202208,-1.005675705,26.36246606,0,0,0,0,0
 04/25  02:00:00,14.8875,19.36809517,50.68634128,413.3925527,-1.045128156,28.05989103,0,0,0,0,0
 04/25  03:00:00,14.325,19.1725399,51.30149816,413.3462598,-1.083605032,29.77125293,0,0,0,0,0
 04/25  04:00:00,13.6625,18.94909346,52.04940258,413.3294908,-1.127045995,31.7655023,0,0,0,0,0
 04/25  05:00:00,12.9625,18.71205377,52.85015655,413.3234245,-1.174721151,34.02402633,0,0,0,0,0
 04/25  06:00:00,12.325,18.48863831,53.71012685,413.3212337,-1.220562617,36.26048943,0,0,0,0,0
 04/25  07:00:00,11.975,18.32902779,54.41086893,413.320444,-1.259679121,38.21403208,0,0,0,0,0
 04/25  08:00:00,12.025,19.72482149,50.46305956,413.3201569,-1.114535573,31.36957371,0.09590466,0,0,0,0
 04/25  09:00:00,12.4125,20.18627588,50.03556296,413.3200455,-0.971672184,24.94424013,0.09590466,0,0,0,0
 04/25  10:00:00,13.0375,21.92540655,49.48371656,629.4344455,-0.750180898,17.24410121,0.09590466,0,0,0,0
 04/25  11:00:00,13.8625,22.36427287,50.86564398,755.8798081,-0.566781005,11.72942789,0.09590466,0,0,0,0
 04/25  12:00:00,14.8875,22.69182346,49.82202822,772.0664104,-0.525737952,10.78878588,0.09590466,0,0,0,0
 04/25  13:00:00,16.2375,22.82267882,48.0066313,721.1548337,-0.495373309,10.12953657,0.09590466,0,0,0,0
 04/25  14:00:00,17.8625,23.41156359,45.80924536,706.1800998,-0.425241934,8.793573217,0.09590466,0,0,0,0
 04/25  15:00:00,19.8125,24.05488172,44.97642977,716.3115397,-0.310612732,7.03161974,0.09590466,0,0,0,0
 04/25  16:00:00,21.6,24.84859565,45.84362765,781.1371971,-0.16508373,5.609798012,0.09590466,0,0,0,0
 04/25  17:00:00,22.0125,24.90691583,46.9219287,784.0039449,-0.099310689,5.205423371,0.09590466,0,0,0,0
 04/25  18:00:00,21.525,24.50277342,45.9832743,682.3097581,-0.147744806,5.470016355,0.09590466,0,0,0,0
 04/25  19:00:00,20.7375,24.02264463,44.62767585,555.5357196,-0.235732496,6.173420349,0.09590466,0,0,0,0
 04/25  20:00:00,19.775,23.59651333,43.88318266,468.1971011,-1.340694539,42.38484689,0.09590466,0,0,0,0
 04/25  21:00:00,18.9,23.30895291,43.95963426,430.4696517,-1.397431686,45.37582984,0.09590466,0,0,0,0
 04/25  22:00:00,18.225,23.09730069,44.7920401,418.6715437,-1.428955958,47.06113746,0.09590466,0,0,0,0
 04/25  23:00:00,17.75,22.94263925,45.99370805,414.9879685,-1.448851095,48.1312648,0.09590466,0,0,0,0
 04/25  24:00:00,17.4125,20.96475485,53.05706705,413.9282567,-1.652232922,59.09891407,0,0,0,0,0
 04/26  01:00:00,17.175,20.17623136,56.6894881,413.525553,-0.84188324,19.95621836,0,0,0,0,0
 04/26  02:00:00,16.9125,20.06152712,58.32068706,413.3948431,-0.860683189,20.63506782,0,0,0,0,0
 04/26  03:00:00,16.55,19.93169923,59.36608126,413.3472276,-0.881357113,21.40027809,0,0,0,0,0
 04/26  04:00:00,16.0875,19.77269903,59.46672012,413.3298936,-0.912675413,22.59296876,0,0,0,0,0
 04/26  05:00:00,15.525,19.58366043,58.73498966,413.3235899,-0.954963987,24.26575987,0,0,0,0,0
 04/26  06:00:00,14.9875,19.39496022,57.40583204,413.3213007,-1.002614414,26.23303626,0,0,0,0,0
 04/26  07:00:00,14.675,19.25820316,55.61512088,413.3204708,-1.046286418,28.11064492,0,0,0,0,0
 04/26  08:00:00,14.975,20.88998631,48.87295998,413.3201677,-0.892824853,22.12591922,0.09590466,0,0,0,0
 04/26  09:00:00,15.95,21.86000362,45.9973488,413.3200487,-0.681281382,14.77741497,0.09590466,0,0,0,0
 04/26  10:00:00,17.15,23.56037321,46.38412945,631.7209529,-0.436184396,9.271736548,0.09590466,0,0,0,0
 04/26  11:00:00,18.2875,23.92879759,48.70677028,757.600293,-0.273470635,6.554503759,0.09590466,0,0,0,0
 04/26  12:00:00,19.2625,24.2292029,48.59121211,774.3394651,-0.224445778,6.050881234,0.09590466,0,0,0,0
 04/26  13:00:00,20.1,24.25037808,47.66285427,723.306633,-0.202376638,5.851031132,0.09590466,0,0,0,0
 04/26  14:00:00,20.8375,24.5739547,46.48038757,707.766614,-0.162117659,5.551825586,0.09590466,0,0,0,0
 04/26  15:00:00,21.5375,24.8211351,46.62228546,717.2720455,-0.112866276,5.267128749,0.09590466,0,0,0,0
 04/26  16:00:00,22.05,25.24169049,48.32071895,783.2506893,-0.035180751,5.045274475,0.09590466,0,0,0,0
 04/26  17:00:00,22.075,25.17452226,50.37829607,783.7088262,0.005163894,5.001103513,0.09590466,0,0,0,0
 04/26  18:00:00,21.5625,24.73586156,50.98817131,681.9367277,-0.042332259,5.057007506,0.09590466,0,0,0,0
 04/26  19:00:00,20.8,24.2481928,50.86374029,555.2382331,-0.12663159,5.347317415,0.09590466,0,0,0,0
 04/26  20:00:00,19.9375,23.84625811,51.32074882,468.0316724,-1.220015367,36.23797021,0.09590466,0,0,0,0
 04/26  21:00:00,19.1625,23.56730749,51.9119756,430.3956767,-1.274544092,38.96783983,0.09590466,0,0,0,0
 04/26  22:00:00,18.5875,23.37225759,52.4244602,418.6421447,-1.307667869,40.66408867,0.09590466,0,0,0,0
 04/26  23:00:00,18.2125,23.24115356,52.87637041,414.9771893,-1.3299039,41.81658764,0.09590466,0,0,0,0
 04/26  24:00:00,17.975,21.28715114,59.64774056,413.9242348,-1.535610077,52.86812345,0,0,0,0,0
 04/27  01:00:00,17.8375,20.49931465,62.45868109,413.5243514,-0.731098005,16.25275643,0,0,0,0,0
 04/27  02:00:00,17.675,20.40050703,62.92394094,413.394484,-0.755748035,17.03036013,0,0,0,0,0
 04/27  03:00:00,17.35,20.27866585,63.44540617,413.3471359,-0.779012801,17.78986628,0,0,0,0,0
 04/27  04:00:00,16.825,20.10244409,63.996098,413.329876,-0.811102039,18.87595195,0,0,0,0,0
 04/27  05:00:00,16.225,19.89633395,64.45580473,413.3235892,-0.852481335,20.3390032,0,0,0,0,0
 04/27  06:00:00,15.6875,19.70197995,65.11839671,413.3213028,-0.89301692,21.84045371,0,0,0,0,0
 04/27  07:00:00,15.375,19.56293106,65.89399731,413.3204725,-0.925249741,23.08112324,0,0,0,0,0
 04/27  08:00:00,15.4875,21.19158386,60.39031362,413.3201685,-0.760124171,17.49171776,0.09590466,0,0,0,0
 04/27  09:00:00,15.975,22.00412229,59.04682259,413.320049,-0.55669353,11.49964741,0.09590466,0,0,0,0
 04/27  10:00:00,16.5125,23.46912126,59.65260834,631.589712,-0.346445827,7.754550909,0.09590466,0,0,0,0
 04/27  11:00:00,17.0125,23.64289134,62.48126481,756.9810758,-0.215051764,5.960354576,0.09590466,0,0,0,0
 04/27  12:00:00,17.45,23.79405874,62.29284865,773.2294083,-0.192871008,5.772929266,0.09590466,0,0,0,0
 04/27  13:00:00,18.0375,23.70247478,61.26834708,721.9589101,-0.199394328,5.828029248,0.09590466,0,0,0,0
 04/27  14:00:00,18.8625,24.02445169,59.76661989,706.5147727,-0.171924765,5.620181752,0.09590466,0,0,0,0
 04/27  15:00:00,20.0125,24.3854023,60.07403957,716.2249814,-0.105842793,5.242533957,0.09590466,0,0,0,0
 04/27  16:00:00,21.1875,24.98392333,62.34920775,782.5140519,0.007324751,5.034810447,0.09590466,0,0,0,0
 04/27  17:00:00,21.4125,24.95232818,65.35694058,783.1717139,0.064668912,5.087386969,0.09590466,0,0,0,0
 04/27  18:00:00,20.8,24.46964936,66.08720261,681.4309722,0.009277413,5.026423267,0.09590466,0,0,0,0
 04/27  19:00:00,19.875,23.90274579,65.25651854,554.8311833,-0.096785481,5.219184454,0.09590466,0,0,0,0
 04/27  20:00:00,18.8125,23.40466203,64.05482783,467.7698243,-1.221929136,36.338556,0.09590466,0,0,0,0
 04/27  21:00:00,17.775,23.02156523,63.02234901,430.2645086,-1.306998392,40.63346817,0.09590466,0,0,0,0
 04/27  22:00:00,16.9625,22.71006446,62.32882327,418.5843372,-1.372976584,44.079188,0.09590466,0,0,0,0
 04/27  23:00:00,16.3875,22.46764751,61.7460824,414.9536718,-1.425105965,46.85535303,0.09590466,0,0,0,0
 04/27  24:00:00,16.0125,20.48512856,68.60442435,413.9056609,-1.656613013,59.32761125,0,0,0,0,0
 04/28  01:00:00,15.7125,19.76349788,70.76172902,413.5197283,-0.846078237,20.10880731,0,0,0,0,0
 04/28  02:00:00,15.5375,19.64452286,71.03404718,413.3924363,-0.881015308,21.38729897,0,0,0,0,0
 04/28  03:00:00,15.375,19.55222678,71.73328223,413.3462696,-0.902033232,22.18208509,0,0,0,0,0
 04/28  04:00:00,15.175,19.45250037,72.40055765,413.3295235,-0.924469141,23.05054665,0,0,0,0,0
 04/28  05:00:00,14.9125,19.33789208,73.24114378,413.3234511,-0.948287208,23.99473316,0,0,0,0,0
 04/28  06:00:00,14.675,19.22667035,74.04868875,413.32125,-0.973022687,24.99834218,0,0,0,0,0
 04/28  07:00:00,14.5375,19.14233835,74.8143238,413.3204526,-0.992919601,25.82295129,0,0,0,0,0
 04/28  08:00:00,14.5625,20.68505657,68.36289102,413.3201612,-0.83409306,19.95485773,0.09590466,0,0,0,0
 04/28  09:00:00,14.7875,21.29040782,65.95386437,413.3200468,-0.669758812,14.42862558,0.09590466,0,0,0,0
 04/28  10:00:00,15.3375,22.88403609,63.6294572,630.677594,-0.464827991,9.822979209,0.09590466,0,0,0,0
 04/28  11:00:00,16.1625,23.18156885,64.60997079,756.5509691,-0.318851686,7.11466939,0.09590466,0,0,0,0
 04/28  12:00:00,17.125,23.48019173,62.78555782,772.929865,-0.283107245,6.669432396,0.09590466,0,0,0,0
 04/28  13:00:00,18.25,23.54864914,60.24905457,721.9660653,-0.268794072,6.50217334,0.09590466,0,0,0,0
 04/28  14:00:00,19.45,23.98882285,57.66237586,706.7853096,-0.223832089,6.050040923,0.09590466,0,0,0,0
 04/28  15:00:00,20.525,24.350083,56.96548934,716.5879441,-0.15558761,5.508752462,0.09590466,0,0,0,0
 04/28  16:00:00,21.275,24.8503058,58.22125243,782.750109,-0.063569168,5.106442965,0.09590466,0,0,0,0
 04/28  17:00:00,21.3125,24.76418344,60.85837325,783.2997751,-0.0247893,5.013852647,0.09590466,0,0,0,0
 04/28  18:00:00,20.7,24.27945509,62.61896642,681.5794818,-0.076128229,5.140857781,0.09590466,0,0,0,0
 04/28  19:00:00,19.7125,23.70312238,63.9503098,554.947421,-0.167861246,5.604344437,0.09590466,0,0,0,0
 04/28  20:00:00,18.6125,23.19823605,65.21477078,467.8254275,-1.278434557,39.17231379,0.09590466,0,0,0,0
 04/28  21:00:00,17.6375,22.83751524,66.25895072,430.285537,-1.346680851,42.69502156,0.09590466,0,0,0,0
 04/28  22:00:00,16.9875,22.58469553,67.11462376,418.5923285,-1.393115567,45.14592633,0.09590466,0,0,0,0
 04/28  23:00:00,16.6125,22.42914224,67.53894023,414.9569514,-1.422244996,46.70114374,0.09590466,0,0,0,0
 04/28  24:00:00,16.4375,20.50640311,75.4487377,413.9073879,-1.636053907,58.23699056,0,0,0,0,0
 04/29  01:00:00,16.275,19.80515473,77.56024902,413.5206596,-0.821496466,19.23719746,0,0,0,0,0
 04/29  02:00:00,16.075,19.6922475,76.56255606,413.3928863,-0.857226336,20.51015448,0,0,0,0,0
 04/29  03:00:00,15.6875,19.55057455,75.3952891,413.3464585,-0.893429224,21.8568863,0,0,0,0,0
 04/29  04:00:00,15,19.32920488,74.11389149,413.3295914,-0.944398145,23.84360753,0,0,0,0,0
 04/29  05:00:00,14.075,19.0409483,72.67018505,413.3234697,-1.009921536,26.54687595,0,0,0,0,0
 04/29  06:00:00,13.2,18.75450722,71.16979092,413.3212523,-1.080158648,29.61938657,0,0,0,0,0
 04/29  07:00:00,12.7125,18.55904298,69.94162971,413.3204513,-1.136704384,32.21662249,0,0,0,0,0
 04/29  08:00:00,12.6625,19.94985207,63.4338581,413.3201596,-1.002462897,26.43002964,0.09590466,0,0,0,0
 04/29  09:00:00,12.95,20.417717,61.80866612,413.3200463,-0.863729138,20.74806265,0.09590466,0,0,0,0
 04/29  10:00:00,13.6,22.14219297,59.90314661,629.4421526,-0.647272407,14.1885047,0.09590466,0,0,0,0
 04/29  11:00:00,14.5875,22.60984872,61.59517467,755.9868789,-0.459189381,9.403078692,0.09590466,0,0,0,0
 04/29  12:00:00,15.8125,23.01774346,61.40196204,772.3042876,-0.392137934,8.216083645,0.09590466,0,0,0,0
 04/29  13:00:00,17.3,23.18421348,60.95544183,721.4867716,-0.348238111,7.524900476,0.09590466,0,0,0,0
 04/29  14:00:00,19.025,23.77594389,60.27864039,706.5673267,-0.265995116,6.495365458,0.09590466,0,0,0,0
 04/29  15:00:00,20.8875,24.36126103,61.26800378,716.7249801,-0.145800436,5.467654621,0.09590466,0,0,0,0
 04/29  16:00:00,22.725,25.18297292,63.83491995,781.5890854,0.023172721,5.08257475,0.09590466,0,0,0,0
 04/29  17:00:00,23.9,25.4189057,67.98088135,784.7957922,0.132723147,5.367155811,0.09590466,0,0,0,0
 04/29  18:00:00,24.0125,25.1620798,70.29718961,680.5711112,0.131694992,5.366997356,0.09590466,0,0,0,0
 04/29  19:00:00,23.4625,24.813013,70.76376526,556.3786492,0.080557535,5.14367946,0.09590466,0,0,0,0
 04/29  20:00:00,22.5125,24.46748473,70.68776473,468.6777672,-0.999122724,26.09081847,0.09590466,0,0,0,0
 04/29  21:00:00,21.4125,24.1660323,69.94948995,430.6781594,-1.059268316,28.68452388,0.09590466,0,0,0,0
 04/29  22:00:00,20.3125,23.86694555,68.89827422,418.748946,-1.1147549,31.19683773,0.09590466,0,0,0,0
 04/29  23:00:00,19.275,23.56356034,67.30308475,415.0136991,-1.17669946,34.12126138,0.09590466,0,0,0,0
 04/29  24:00:00,18.275,21.42427417,73.53022765,413.9377936,-1.425400404,47.01726387,0,0,0,0,0
 04/30  01:00:00,17.3375,20.35617025,74.64871739,413.5286972,-0.68322397,14.82776217,0,0,0,0,0
 04/30  02:00:00,16.4375,20.04424658,72.70439249,413.3958404,-0.761577296,17.22574326,0,0,0,0,0
 04/30  03:00:00,15.6,19.76827445,70.96463314,413.3475055,-0.829652643,19.52720999,0,0,0,0,0
 04/30  04:00:00,14.8,19.50488385,69.70968065,413.3299579,-0.893145578,21.84923844,0,0,0,0,0
 04/30  05:00:00,14.125,19.27002023,68.92072756,413.3235992,-0.951717673,24.13553677,0,0,0,0,0
 04/30  06:00:00,13.65,19.08858789,68.72357061,413.3212994,-0.997355923,26.01067096,0,0,0,0,0
 04/30  07:00:00,13.375,18.96234103,68.55035132,413.3204688,-1.031299647,27.45707301,0,0,0,0,0
 04/30  08:00:00,13.8,20.51724108,62.21094821,413.3201665,-0.875578896,21.4669786,0.09590466,0,0,0,0
 04/30  09:00:00,15.225,21.48167131,60.45473238,413.3200483,-0.66490349,14.32154201,0.09590466,0,0,0,0
 04/30  10:00:00,16.9,23.48879818,60.04936441,630.9007505,-0.364886336,8.170188498,0.09590466,0,0,0,0
 04/30  11:00:00,18.4375,24.00937826,62.02102799,757.3902545,-0.166747134,5.57936132,0.09590466,0,0,0,0
 04/30  12:00:00,19.9375,24.4540023,59.88595862,774.2229261,-0.101168506,5.22095236,0.09590466,0,0,0,0
 04/30  13:00:00,21.4375,24.64276477,55.98039702,723.4766925,-0.07074506,5.104819744,0.09590466,0,0,0,0
 04/30  14:00:00,23.1875,25.21510075,51.25662177,708.3952798,-0.017357914,5.021990576,0.09590466,0,0,0,0
 04/30  15:00:00,25.3375,25.85924525,48.36330485,718.6573787,0.081425766,5.157357738,0.09590466,0,0,0,0
 04/30  16:00:00,27.325,26.63656951,48.8644283,783.9507852,0.218976236,6.042122994,0.09590466,0,0,0,0
 04/30  17:00:00,27.8125,26.77608922,51.86412182,787.3632046,0.314281103,7.054255386,0.09590466,0,0,0,0
 04/30  18:00:00,27.1375,26.42292416,53.86810967,682.5289825,0.301321643,6.894775893,0.09590466,0,0,0,0
 04/30  19:00:00,26.05,25.99700023,55.43190706,557.5653138,0.250062905,6.305782273,0.09590466,0,0,0,0
 04/30  20:00:00,24.725,25.58717081,57.87876665,469.2668677,-0.819293438,19.16287263,0.09590466,0,0,0,0
 04/30  21:00:00,23.3875,25.24313383,60.55508742,430.9244347,-0.860493458,20.62951859,0.09590466,0,0,0,0
 04/30  22:00:00,22.2125,24.93791609,62.25340485,418.8412712,-0.89660071,21.9764023,0.09590466,0,0,0,0
 04/30  23:00:00,21.3,24.68751037,62.92277446,415.0469402,-0.933836126,23.41997573,0.09590466,0,0,0,0
 04/30  24:00:00,20.5625,22.67256395,70.27640297,413.9519195,-1.145340504,32.91652236,0,0,0,0,0
 05/01  01:00:00,19.925,21.6238923,73.0439431,414.1314084,-0.83676966,19.78855312,0,0,0,0,0
 05/01  02:00:00,19.3875,21.38652087,72.50757465,414.4668468,-0.904914878,22.29562906,0,0,0,0,0
 05/01  03:00:00,18.8875,21.20419311,71.71713727,414.5894971,-0.95279255,24.17837699,0,0,0,0,0
 05/01  04:00:00,18.3875,21.02459523,70.74466213,414.6342954,-1.002554468,26.2310459,0,0,0,0,0
 05/01  05:00:00,17.95,20.85896074,70.0454879,414.6506374,-1.050298068,28.28744845,0,0,0,0,0
 05/01  06:00:00,17.55,20.70850397,69.58233422,414.6565925,-1.092365287,30.16813127,0,0,0,0,0
 05/01  07:00:00,17.3375,20.60131233,69.35818791,414.6587606,-1.127865043,31.80160385,0,0,0,0,0
 05/01  08:00:00,17.4875,22.39989839,62.33675379,414.6595474,-0.919939593,23.34972796,0.09590466,0,0,0,0
 05/01  09:00:00,17.9125,23.30137833,59.81559766,414.6598713,-0.650882715,13.90592999,0.09590466,0,0,0,0
 05/01  10:00:00,18.4125,24.59359597,60.61585692,638.1478555,-0.440003987,9.320508752,0.09590466,0,0,0,0
 05/01  11:00:00,18.9125,24.72715754,63.19287175,758.3753899,-0.309525039,6.992596502,0.09590466,0,0,0,0
 05/01  12:00:00,19.475,24.92655137,62.6498122,774.6675562,-0.273324385,6.555634612,0.09590466,0,0,0,0
 05/01  13:00:00,20.1375,24.88605578,61.43343606,723.4520739,-0.26943295,6.51066384,0.09590466,0,0,0,0
 05/01  14:00:00,20.9,25.20651522,59.82594621,707.9745197,-0.228718083,6.095703223,0.09590466,0,0,0,0
 05/01  15:00:00,21.8875,25.52022333,59.35174501,717.5817593,-0.165739995,5.57633485,0.09590466,0,0,0,0
 05/01  16:00:00,23.1125,26.09331027,60.47867636,783.8300838,-0.056159509,5.104773929,0.09590466,0,0,0,0
 05/01  17:00:00,24.2875,26.29726946,62.27668863,784.8835909,0.029870781,5.022243431,0.09590466,0,0,0,0
 05/01  18:00:00,25.0125,26.21645069,62.78334929,680.9951116,0.044362209,5.045177803,0.09590466,0,0,0,0
 05/01  19:00:00,24.95,26.03267836,61.92914184,557.2821054,0.019257641,5.014610056,0.09590466,0,0,0,0
 05/01  20:00:00,24.175,25.74491026,60.22760925,469.8355883,-1.089325759,30.03929099,0.09590466,0,0,0,0
 05/01  21:00:00,23.1125,25.44937755,58.341506,431.952561,-1.164748111,33.5488235,0.09590466,0,0,0,0
 05/01  22:00:00,22.1375,25.180647,56.53657558,420.0675815,-1.230999647,36.77986273,0.09590466,0,0,0,0
 05/01  23:00:00,21.3625,24.9542046,54.87416008,416.3480048,-1.288686501,39.69044185,0.09590466,0,0,0,0
 05/01  24:00:00,20.725,22.93804576,59.92631268,415.2770182,-1.550036424,53.64792701,0,0,0,0,0
 05/02  01:00:00,20.125,21.90710825,62.35585106,414.8693765,-0.798287471,18.44934041,0,0,0,0,0
 05/02  02:00:00,19.525,21.64974317,62.21553441,414.7364855,-0.867104696,20.87565428,0,0,0,0,0
 05/02  03:00:00,18.8625,21.41400212,62.06636524,414.687904,-0.923865449,23.03127889,0,0,0,0,0
 05/02  04:00:00,18.1,21.15286766,62.45086613,414.6701648,-0.983687083,25.44399497,0,0,0,0,0
 05/02  05:00:00,17.2375,20.86493296,62.83023729,414.6636958,-1.049758426,28.26776454,0,0,0,0,0
 05/02  06:00:00,16.525,20.60894104,63.09787785,414.6613412,-1.114896637,31.20269981,0,0,0,0,0
 05/02  07:00:00,16.1125,20.43437696,63.3502857,414.6604862,-1.16393726,33.50614346,0,0,0,0,0
 05/02  08:00:00,16.3125,22.07712975,57.64257107,414.6601733,-0.977276621,25.57353528,0.09590466,0,0,0,0
 05/02  09:00:00,17.1875,23.03278116,56.11033344,414.6600503,-0.72036625,15.94725068,0.09590466,0,0,0,0
 05/02  10:00:00,18.225,24.58751809,57.07418515,632.9980098,-0.453170613,9.636968434,0.09590466,0,0,0,0
 05/02  11:00:00,19.1,24.88100945,59.4288451,758.6040385,-0.282562911,6.659863286,0.09590466,0,0,0,0
 05/02  12:00:00,19.8375,25.14334455,57.77542792,775.0130724,-0.234997716,6.149980438,0.09590466,0,0,0,0
 05/02  13:00:00,20.5375,25.1210012,54.44398354,723.8047867,-0.239813184,6.198863939,0.09590466,0,0,0,0
 05/02  14:00:00,21.2375,25.40449249,50.44185345,708.2928401,-0.22810903,6.083458018,0.09590466,0,0,0,0
 05/02  15:00:00,22.0625,25.6838721,47.40552049,717.8504331,-0.188869256,5.74273627,0.09590466,0,0,0,0
 05/02  16:00:00,23.025,26.20478852,45.95659483,783.9952888,-0.107649104,5.264578666,0.09590466,0,0,0,0
 05/02  17:00:00,23.9625,26.35550368,45.45064182,784.95457,-0.052626541,5.058505589,0.09590466,0,0,0,0
 05/02  18:00:00,24.55,26.23844666,44.16326582,681.0249011,-0.060878519,5.083815015,0.09590466,0,0,0,0
 05/02  19:00:00,24.45,26.04544816,42.75514321,557.3271551,-0.094133036,5.189755548,0.09590466,0,0,0,0
 05/02  20:00:00,23.7375,25.77502083,42.24002387,469.890799,-1.190342332,34.78383662,0.09590466,0,0,0,0
