Date/Time,环境: 现场室外空气干球温度 [C](Hourly),热区: 空间102: 区域平均气温 [C](Hourly),热区: 空间102: 区域空气相对湿度[%](Hourly),热区: 空间102: 区域空气二氧化碳浓度 [ppm](Hourly),区域热舒适吸管模型 pmv [](Hourly),区域热舒适吸血鬼模型 ppd [%](Hourly),电源风扇: 风扇电能 [KWH](Hourly),热区: 空间102 vrf 供应风扇: 风扇电能 [KWH](Hourly),Vrf 热泵: vrf 热泵冷却电能 [KWH](Hourly),Vrf 热泵: vrf 热泵加热电能[KWH](Hourly),热回收: 热交换器电能 [KWH](Hourly) 
 06/20  07:00:00,20.7625,23.57615952,79.94597113,413.9204653,-0.258094796,6.383946043,0,0,0,0,0
 06/20  08:00:00,21.05,25.47357176,70.8955451,413.92017,-0.040597019,5.590695659,0.09590466,0,0,0,0
 06/20  09:00:00,21.5125,26.32711276,67.62395388,413.9200483,0.221185232,6.019444253,0.09590466,0,0,0,0
 06/20  10:00:00,21.95,27.33830889,69.08646391,638.6663673,0.39179172,8.374672893,0.09590466,0,0,0,0
 06/20  11:00:00,22.225,27.38405778,72.21526009,757.6567645,0.493565369,10.09115447,0.09590466,0,0,0,0
 06/20  12:00:00,22.3625,27.43016281,72.52975123,773.7717474,0.501163963,10.24986961,0.09590466,0,0,0,0
 06/20  13:00:00,22.4,27.24829764,71.8591827,722.2380908,0.478040441,9.779237225,0.09590466,0,0,0,0
 06/20  14:00:00,22.4,27.30717841,70.633418,706.4227985,0.464048934,9.495816038,0.09590466,0,0,0,0
 06/20  15:00:00,22.4,27.33027175,70.24336448,715.5482775,0.466469608,9.542922765,0.09590466,0,0,0,0
 06/20  16:00:00,22.4,27.53700143,70.70117798,780.9379621,0.49662107,10.16060125,0.09590466,0,0,0,0
 06/20  17:00:00,22.4625,27.42071989,71.27270644,780.9552142,0.497480974,10.17433604,0.09590466,0,0,0,0
 06/20  18:00:00,22.5,27.10930078,70.36534168,676.9031671,0.44356857,9.120633194,0.09590466,0,0,0,0
 06/20  19:00:00,22.4375,26.82667625,68.86424662,554.0878896,0.367842642,7.83133543,0.09590466,0,0,0,0
 06/20  20:00:00,22.3375,26.63665384,67.75341106,467.7842848,-0.753724426,16.97057036,0.09590466,0,0,0,0
 06/20  21:00:00,22.175,26.54620442,67.13566969,430.6617369,-0.789563961,18.14165014,0.09590466,0,0,0,0
 06/20  22:00:00,21.9125,26.44318432,67.08914324,419.12263,-0.815970465,19.04312842,0.09590466,0,0,0,0
 06/20  23:00:00,21.4875,26.29114724,66.82960466,415.5355727,-0.851192756,20.29298097,0.09590466,0,0,0,0
 06/20  24:00:00,20.9875,24.24219499,74.13290282,414.5082125,-1.130681557,32.45778972,0,0,0,0,0
 06/21  01:00:00,20.4875,23.30942852,76.81969852,414.1188405,-0.375333864,7.94499614,0,0,0,0,0
 06/21  02:00:00,19.9875,23.08648668,76.3322513,413.99238,-0.446109005,9.159494605,0,0,0,0,0
 06/21  03:00:00,19.4875,22.88285779,75.72356506,413.9463209,-0.508923331,10.420915,0,0,0,0,0
 06/21  04:00:00,19.05,22.70054071,75.13746753,413.9295625,-0.566509564,11.72669698,0,0,0,0,0
 06/21  05:00:00,18.7125,22.54449182,74.93839599,413.9234719,-0.617636365,13.00674827,0,0,0,0,0
 06/21  06:00:00,18.5375,22.42950695,75.05720612,413.9212602,-0.658487153,14.10984053,0,0,0,0,0
 06/21  07:00:00,18.4375,22.34473708,75.01559181,413.9204574,-0.689787837,15.0052604,0,0,0,0,0
 06/21  08:00:00,18.65,24.05776008,67.44098845,413.9201655,-0.486081602,10.43920558,0.09590466,0,0,0,0
 06/21  09:00:00,19.3625,24.98925172,63.93665482,413.9200473,-0.21892713,6.010530927,0.09590466,0,0,0,0
 06/21  10:00:00,20.3875,26.31353419,63.97851682,632.2082403,0.011592273,5.282620034,0.09590466,0,0,0,0
 06/21  11:00:00,21.6125,26.65895018,65.56460477,757.8482993,0.174883862,5.636554257,0.09590466,0,0,0,0
 06/21  12:00:00,22.9125,27.03310096,64.2132313,774.5893179,0.239408141,6.197625709,0.09590466,0,0,0,0
 06/21  13:00:00,24.2125,27.2011916,61.69042056,723.7469731,0.269969996,6.51431039,0.09590466,0,0,0,0
 06/21  14:00:00,25.5125,27.62877069,58.7359445,708.5126068,0.31665647,7.093494614,0.09590466,0,0,0,0
 06/21  15:00:00,26.8125,28.02190447,57.15867763,718.3934198,0.384900627,8.094523566,0.09590466,0,0,0,0
 06/21  16:00:00,27.8,28.51242151,57.77546896,784.8332279,0.485082537,9.941113822,0.09590466,0,0,0,0
 06/21  17:00:00,27.975,28.53945544,58.73235658,785.6146,0.540321855,11.10987575,0.09590466,0,0,0,0
 06/21  18:00:00,27.5875,28.26922087,58.10533527,680.972583,0.511611017,10.48143824,0.09590466,0,0,0,0
 06/21  19:00:00,26.9625,27.97847827,57.65769333,556.7802413,0.462027225,9.462670012,0.09590466,0,0,0,0
 06/21  20:00:00,26.2,27.71429421,58.24116687,469.1835164,-0.62422323,13.17971717,0.09590466,0,0,0,0
 06/21  21:00:00,25.4625,27.52557825,59.28031992,431.2537448,-0.651236429,13.9071092,0.09590466,0,0,0,0
 06/21  22:00:00,24.8875,27.3875033,60.54452426,419.3486507,-0.665425352,14.30305226,0.09590466,0,0,0,0
 06/21  23:00:00,24.45,27.28524431,61.54962885,415.6179638,-0.674210631,14.55281287,0.09590466,0,0,0,0
 06/21  24:00:00,24.1125,25.4328159,68.95606071,414.5387509,-0.899010436,22.53776034,0,0,0,0,0
 06/22  01:00:00,23.875,24.58182827,72.63383713,414.1320565,-0.092739414,5.186289499,0,0,0,0,0
 06/22  02:00:00,23.675,24.41133313,73.8681629,413.9978355,-0.135832623,5.383610468,0,0,0,0,0
 06/22  03:00:00,23.4125,24.27530036,74.64660659,413.9485583,-0.165307625,5.568057622,0,0,0,0,0
 06/22  04:00:00,23.05,24.12048485,75.27575003,413.9304712,-0.199576281,5.828161305,0,0,0,0,0
 06/22  05:00:00,22.65,23.95379057,75.8042148,413.9238363,-0.23816561,6.17984913,0,0,0,0,0
 06/22  06:00:00,22.3125,23.80239941,76.18166926,413.9214044,-0.278595669,6.614255705,0,0,0,0,0
 06/22  07:00:00,22.1375,23.7012234,76.55901307,413.9205139,-0.308939934,6.984351845,0,0,0,0,0
 06/22  08:00:00,22.225,25.69135259,68.06763369,413.9201884,-0.065731698,5.743748176,0.09590466,0,0,0,0
 06/22  09:00:00,22.55,26.47941972,65.23037351,413.9200538,0.195483477,5.795034876,0.09590466,0,0,0,0
 06/22  10:00:00,23.1375,27.46997094,66.38600952,638.9034896,0.35319687,7.757919103,0.09590466,0,0,0,0
 06/22  11:00:00,23.9,27.64292349,68.24636685,758.5343122,0.463967252,9.494852795,0.09590466,0,0,0,0
 06/22  12:00:00,24.825,27.91002084,67.10224989,775.2663197,0.504288018,10.31981672,0.09590466,0,0,0,0
 06/22  13:00:00,25.95,28.04124975,64.51407071,724.2933389,0.523489117,10.73262744,0.09590466,0,0,0,0
 06/22  14:00:00,27.2125,28.44473016,61.86077677,708.975222,0.567733194,11.7603435,0.09590466,0,0,0,0
 06/22  15:00:00,28.575,28.839062,60.73846075,718.8630305,0.639102203,13.58540833,0.09590466,0,0,0,0
 06/22  16:00:00,29.725,29.34184381,61.22918174,785.3781452,0.74423335,16.68902228,0.09590466,0,0,0,0
 06/22  17:00:00,29.975,29.40349271,61.27572839,786.2380042,0.801057612,18.52933786,0.09590466,0,0,0,0
 06/22  18:00:00,29.65,29.18093182,59.14185573,681.5309415,0.767751455,17.42844912,0.09590466,0,0,0,0
 06/22  19:00:00,29.0625,28.93333056,56.36929721,557.1776403,0.707227615,15.53030945,0.09590466,0,0,0,0
 06/22  20:00:00,28.3625,28.71118237,54.67582171,469.420675,-0.391496411,8.197401822,0.09590466,0,0,0,0
 06/22  21:00:00,27.6625,28.55109055,54.26834388,431.3741923,-0.424552308,8.759011074,0.09590466,0,0,0,0
 06/22  22:00:00,27.025,28.4116978,54.65436794,419.4016925,-0.441178017,9.060766424,0.09590466,0,0,0,0
 06/22  23:00:00,26.425,28.27546912,55.25847992,415.6390795,-0.455575382,9.332064468,0.09590466,0,0,0,0
 06/22  24:00:00,25.95,26.43184845,62.26870293,414.5481177,-0.6633878,14.66462597,0,0,0,0,0
 06/23  01:00:00,25.4875,25.60890838,66.39592205,414.1358903,0.167748107,5.591382273,0,0,0,0,0
 06/23  02:00:00,24.9875,25.34398262,68.48202719,413.9993816,0.114966162,5.276771768,0,0,0,0,0
 06/23  03:00:00,24.425,25.08902708,70.15197637,413.9491574,0.068609496,5.102133497,0,0,0,0,0
 06/23  04:00:00,23.825,24.80432409,71.22789087,413.9306957,0.008942199,5.008409456,0,0,0,0,0
 06/23  05:00:00,23.1625,24.50476374,71.923617,413.9239185,-0.057781734,5.076655381,0,0,0,0,0
 06/23  06:00:00,22.65,24.2691382,72.07340123,413.9214338,-0.121408524,5.310211572,0,0,0,0,0
 06/23  07:00:00,22.375,24.1218951,72.05653275,413.9205243,-0.168370411,5.589727747,0,0,0,0,0
 06/23  08:00:00,22.675,26.1282202,64.33357934,413.9201922,0.061824861,5.738547406,0.09590466,0,0,0,0
 06/23  09:00:00,23.5875,27.105748,62.60730146,413.9200549,0.358293016,7.686118877,0.09590466,0,0,0,0
 06/23  10:00:00,24.5,28.15820636,66.20176834,639.0584866,0.548517101,11.47395843,0.09590466,0,0,0,0
 06/23  11:00:00,25.1125,28.33152319,70.2057999,758.8695875,0.68742241,14.93606053,0.09590466,0,0,0,0
 06/23  12:00:00,25.4875,28.45511147,70.50398235,775.3719534,0.717503967,15.83294452,0.09590466,0,0,0,0
 06/23  13:00:00,25.85,28.39584561,69.1241394,723.9794178,0.710325568,15.61673421,0.09590466,0,0,0,0
 06/23  14:00:00,26.3125,28.5908607,67.74330365,708.2463061,0.7258495,16.09197934,0.09590466,0,0,0,0
 06/23  15:00:00,27.0625,28.84505414,67.58211259,717.6996994,0.781134454,17.86676382,0.09590466,0,0,0,0
 06/23  16:00:00,28.15,29.29178137,69.4519099,783.921198,0.870954613,21.035746,0.09590466,0,0,0,0
 06/23  17:00:00,29.0375,29.43919353,71.77723714,784.9005027,0.944484708,23.84382536,0.09590466,0,0,0,0
 06/23  18:00:00,29.1125,29.29087923,72.04417797,680.6028665,0.947824808,23.98049647,0.09590466,0,0,0,0
 06/23  19:00:00,28.625,29.03806842,70.50472924,556.553916,0.895135279,21.92804552,0.09590466,0,0,0,0
 06/23  20:00:00,27.9,28.78401216,68.72232318,469.0610518,-0.212386995,5.942803348,0.09590466,0,0,0,0
 06/23  21:00:00,27.0375,28.55646701,67.77354986,431.2013925,-0.265992026,6.472980467,0.09590466,0,0,0,0
 06/23  22:00:00,26.2625,28.34521001,67.65054237,419.3275682,-0.308346102,6.977939937,0.09590466,0,0,0,0
 06/23  23:00:00,25.5625,28.15294241,67.98385777,415.6096708,-0.340708558,7.41646916,0.09590466,0,0,0,0
 06/23  24:00:00,24.9875,26.21445135,76.31707738,414.5355106,-0.574285482,12.39657978,0,0,0,0,0
 06/24  01:00:00,24.55,25.28817384,81.4151861,414.1310117,0.226019938,6.070616369,0,0,0,0,0
 06/24  02:00:00,24.2125,25.05076915,83.57707351,413.9974422,0.171272265,5.610330393,0,0,0,0,0
 06/24  03:00:00,23.9125,24.8748023,85.20802434,413.9484091,0.135041498,5.380210931,0,0,0,0,0
 06/24  04:00:00,23.675,24.73388538,85.99717784,413.9304154,0.099202486,5.205310921,0,0,0,0,0
 06/24  05:00:00,23.475,24.62258762,86.07925268,413.9238168,0.067413149,5.096191214,0,0,0,0,0
 06/24  06:00:00,23.275,24.51168295,85.05784721,413.9213978,0.027591742,5.018836533,0,0,0,0,0
 06/24  07:00:00,23.2,24.43715944,83.29378035,413.9205117,-0.012003323,5.004478786,0,0,0,0,0
 06/24  08:00:00,23.5125,26.48833794,72.37573829,413.9201877,0.217304349,6.613627351,0.09590466,0,0,0,0
 06/24  09:00:00,24.325,27.38722204,68.01680992,413.9200536,0.475764854,9.734949785,0.09590466,0,0,0,0
 06/24  10:00:00,25.3875,28.46676869,69.14930415,639.132199,0.657393198,14.24721901,0.09590466,0,0,0,0
 06/24  11:00:00,26.3625,28.69822408,71.32938935,759.25131,0.780815229,17.84922284,0.09590466,0,0,0,0
 06/24  12:00:00,27.2,28.93685123,70.39862754,776.1718165,0.819873992,19.18132003,0.09590466,0,0,0,0
 06/24  13:00:00,27.8125,28.97553963,68.23581774,725.0226052,0.832531255,19.62353872,0.09590466,0,0,0,0
 06/24  14:00:00,28.125,29.1456393,65.62908369,709.1979853,0.840400457,19.90268208,0.09590466,0,0,0,0
 06/24  15:00:00,27.6375,29.10574729,63.60164342,718.1847211,0.837304498,19.79346193,0.09590466,0,0,0,0
 06/24  16:00:00,26.6125,29.05849568,62.03949607,783.2474081,0.815146964,19.013959,0.09590466,0,0,0,0
 06/24  17:00:00,25.7,28.75246002,60.19782739,782.8457846,0.761217555,17.21675203,0.09590466,0,0,0,0
 06/24  18:00:00,25.0875,28.3370028,57.71735865,678.2286273,0.669715081,14.44705554,0.09590466,0,0,0,0
 06/24  19:00:00,24.65,27.99947239,56.09901608,554.884193,0.586047511,12.21052204,0.09590466,0,0,0,0
 06/24  20:00:00,24.375,27.79217775,55.76786777,468.1874056,-0.510720112,10.45594289,0.09590466,0,0,0,0
 06/24  21:00:00,24.175,27.70957393,56.90637567,430.8381471,-0.525932114,10.78588569,0.09590466,0,0,0,0
 06/24  22:00:00,23.975,27.64033049,58.92626088,419.1933785,-0.524342898,10.7506752,0.09590466,0,0,0,0
 06/24  23:00:00,23.775,27.57184759,60.90699649,415.5628342,-0.523273803,10.72704591,0.09590466,0,0,0,0
 06/24  24:00:00,23.575,25.66497749,69.69261028,414.5205051,-0.743987251,17.17878124,0,0,0,0,0
 06/25  01:00:00,23.25,24.71827735,74.694684,414.1241169,0.045706994,5.053483886,0,0,0,0,0
 06/25  02:00:00,22.7875,24.48782288,75.79414415,413.9946925,-0.012648607,5.007728444,0,0,0,0,0
 06/25  03:00:00,22.1625,24.25115931,75.83552331,413.9472936,-0.071199602,5.112509539,0,0,0,0,0
 06/25  04:00:00,21.4,23.97469278,75.15785606,413.9299556,-0.14557182,5.449708516,0,0,0,0,0
 06/25  05:00:00,20.5375,23.67209353,73.7649604,413.923624,-0.231529868,6.126368987,0,0,0,0,0
 06/25  06:00:00,19.825,23.40255125,71.56996897,413.9213166,-0.321221483,7.156143396,0,0,0,0,0
 06/25  07:00:00,19.4125,23.21820901,69.25685109,413.9204778,-0.394302451,8.245051171,0,0,0,0,0
 06/25  08:00:00,20.1125,25.06784619,61.22658226,413.920176,-0.196161067,6.365542271,0.09590466,0,0,0,0
 06/25  09:00:00,22.1,26.47053801,59.28602158,413.9200495,0.155783495,5.582714401,0.09590466,0,0,0,0
 06/25  10:00:00,24.125,27.94496127,63.67622958,639.098952,0.455485332,9.612120232,0.09590466,0,0,0,0
 06/25  11:00:00,25.4875,28.33242827,68.67992909,759.1837018,0.651978918,13.93522824,0.09590466,0,0,0,0
 06/25  12:00:00,26.3375,28.58515266,69.45879816,775.9875227,0.715747008,15.78212344,0.09590466,0,0,0,0
 06/25  13:00:00,26.85,28.58096821,67.89413736,724.6990904,0.724646567,16.05282972,0.09590466,0,0,0,0
 06/25  14:00:00,27.375,28.79634751,65.77005699,708.9229978,0.738542651,16.48678988,0.09590466,0,0,0,0
 06/25  15:00:00,28.1625,29.05140479,65.14590924,718.408222,0.788033811,18.09500692,0.09590466,0,0,0,0
 06/25  16:00:00,29.0625,29.47335217,66.22383485,784.6159285,0.874945759,21.18262605,0.09590466,0,0,0,0
 06/25  17:00:00,29.275,29.50093652,67.54175856,785.3196087,0.929646419,23.25315144,0.09590466,0,0,0,0
 06/25  18:00:00,28.8875,29.23899756,66.7979606,680.6651476,0.896285439,21.97200677,0.09590466,0,0,0,0
 06/25  19:00:00,28.2625,28.95404786,65.11189653,556.5300014,0.835342275,19.73097759,0.09590466,0,0,0,0
 06/25  20:00:00,27.6875,28.73308492,63.96098785,469.0483097,-0.265201486,6.464441154,0.09590466,0,0,0,0
 06/25  21:00:00,27.3125,28.62410423,64.30972806,431.2135515,-0.290983595,6.759184563,0.09590466,0,0,0,0
 06/25  22:00:00,27.2,28.59922802,65.54656541,419.3438488,-0.287013308,6.711698007,0.09590466,0,0,0,0
 06/25  23:00:00,27.075,28.5860391,67.00750497,415.6207501,-0.271800527,6.534271928,0.09590466,0,0,0,0
 06/25  24:00:00,26.75,26.81036736,75.36054822,414.5337457,-0.45799342,9.769208222,0,0,0,0,0
 06/26  01:00:00,26.2875,26.06032568,79.0920553,414.1340203,0.388409991,8.151033493,0,0,0,0,0
 06/26  02:00:00,25.725,25.7752405,80.28898212,413.9987532,0.325714861,7.212360095,0,0,0,0,0
 06/26  03:00:00,25.1875,25.5079214,81.11153511,413.9489472,0.26470129,6.460108969,0,0,0,0,0
 06/26  04:00:00,24.6875,25.26123009,81.83497859,413.9306309,0.20819924,5.904367714,0,0,0,0,0
 06/26  05:00:00,24.3125,25.04537593,82.62190452,413.9239016,0.154440689,5.497701173,0,0,0,0,0
 06/26  06:00:00,24.075,24.88696543,83.44110297,413.9214315,0.114087166,5.271596543,0,0,0,0,0
 06/26  07:00:00,23.9375,24.78122061,84.0810907,413.9205252,0.084049188,5.147172724,0,0,0,0,0
 06/26  08:00:00,23.9,26.75157877,75.06230592,413.92019,0.314301191,7.665155343,0.09590466,0,0,0,0
 06/26  09:00:00,23.9625,27.36761772,72.3168247,413.920055,0.527780694,10.82721086,0.09590466,0,0,0,0
 06/26  10:00:00,24.125,28.1679396,73.58788827,638.8518268,0.646167001,13.88071492,0.09590466,0,0,0,0
 06/26  11:00:00,24.3875,28.20090832,75.69489902,758.2193378,0.726329421,16.10358851,0.09590466,0,0,0,0
 06/26  12:00:00,24.75,28.30830593,75.0828603,774.6078026,0.738186206,16.47267971,0.09590466,0,0,0,0
 06/26  13:00:00,25.025,28.21944185,73.38756843,723.2293104,0.724381857,16.04763871,0.09590466,0,0,0,0
 06/26  14:00:00,25.1625,28.31869245,71.50581715,707.4520352,0.715132511,15.76042669,0.09590466,0,0,0,0
 06/26  15:00:00,25.2,28.35460976,71.01835946,716.6489666,0.720552525,15.92531967,0.09590466,0,0,0,0
 06/26  16:00:00,25.0125,28.49566942,71.8846949,782.1194057,0.746602623,16.74225179,0.09590466,0,0,0,0
 06/26  17:00:00,24.65,28.29988688,73.12655808,782.0652841,0.740765589,16.5562546,0.09590466,0,0,0,0
 06/26  18:00:00,24.1875,27.89553947,72.99048438,677.6440695,0.674892048,14.59217858,0.09590466,0,0,0,0
 06/26  19:00:00,23.625,27.49723216,72.54059877,554.4345831,0.589296657,12.29437305,0.09590466,0,0,0,0
 06/26  20:00:00,23.0875,27.18748371,72.71746847,467.8945553,-0.533153221,10.95618776,0.09590466,0,0,0,0
 06/26  21:00:00,22.65,27.00496589,73.16360162,430.6830945,-0.582538763,12.11357677,0.09590466,0,0,0,0
 06/26  22:00:00,22.3125,26.86342248,73.93783512,419.1233739,-0.614870824,12.93210628,0.09590466,0,0,0,0
 06/26  23:00:00,22.1375,26.77321865,74.34691886,415.5344012,-0.638526897,13.55953796,0.09590466,0,0,0,0
 06/26  24:00:00,22.1,24.8552221,83.19746459,414.5082426,-0.881510418,21.97182915,0,0,0,0,0
 06/27  01:00:00,22.1,24.04057506,86.98994751,414.119439,-0.091584954,5.178324735,0,0,0,0,0
 06/27  02:00:00,22.1,23.96302484,86.74652079,413.9928857,-0.128507145,5.343585632,0,0,0,0,0
 06/27  03:00:00,22.1,23.91059484,86.2090335,413.9466405,-0.155544731,5.502285567,0,0,0,0,0
 06/27  04:00:00,22.0375,23.85267431,85.73104377,413.9297383,-0.17984638,5.67164921,0,0,0,0,0
 06/27  05:00:00,21.9375,23.77876476,85.48607406,413.9235597,-0.207998341,5.89868283,0,0,0,0,0
 06/27  06:00:00,21.8375,23.70348545,85.31390005,413.9213011,-0.236387151,6.1607339,0,0,0,0,0
 06/27  07:00:00,21.7375,23.63222052,85.1452903,413.9204755,-0.262295666,6.429403288,0,0,0,0,0
 06/27  08:00:00,21.8875,25.58156387,75.82010289,413.9201741,-0.032971614,5.643535468,0.09590466,0,0,0,0
 06/27  09:00:00,22.3125,26.37237673,73.18409598,413.9200496,0.226605468,6.069455902,0.09590466,0,0,0,0
 06/27  10:00:00,22.75,27.34781665,74.99896937,638.8018253,0.395783905,8.433555581,0.09590466,0,0,0,0
 06/27  11:00:00,23.0875,27.4114877,77.98849058,758.0524584,0.50052836,10.23665675,0.09590466,0,0,0,0
 06/27  12:00:00,23.3875,27.51789293,77.60014381,774.325674,0.517497134,10.60135637,0.09590466,0,0,0,0
 06/27  13:00:00,23.625,27.40765118,76.54205096,722.909031,0.505922167,10.35516237,0.09590466,0,0,0,0
 06/27  14:00:00,23.825,27.53072713,74.99534149,707.1471602,0.504225195,10.31564001,0.09590466,0,0,0,0
 06/27  15:00:00,24.15,27.64908094,74.40539871,716.4178086,0.523860547,10.74100405,0.09590466,0,0,0,0
 06/27  16:00:00,24.6125,27.97391245,75.26825686,782.1779076,0.581396423,12.09858798,0.09590466,0,0,0,0
 06/27  17:00:00,24.925,27.95773831,76.72595385,782.5617601,0.61583511,12.95634415,0.09590466,0,0,0,0
 06/27  18:00:00,24.9375,27.69295636,76.47262986,678.3656385,0.579522716,12.04928069,0.09590466,0,0,0,0
 06/27  19:00:00,24.7125,27.4180159,75.45746735,555.0663661,0.517469321,10.60964601,0.09590466,0,0,0,0
 06/27  20:00:00,24.4125,27.21325048,74.83188464,468.2961955,-0.585410425,12.18727963,0.09590466,0,0,0,0
 06/27  21:00:00,24.05,27.08819694,74.57950108,430.880333,-0.621057574,13.09450167,0.09590466,0,0,0,0
 06/27  22:00:00,23.7125,26.97591658,74.32074,419.2062763,-0.650955727,13.89992223,0.09590466,0,0,0,0
 06/27  23:00:00,23.4125,26.88159488,74.13105948,415.5667006,-0.674327994,14.55688805,0.09590466,0,0,0,0
 06/27  24:00:00,23.175,25.00786161,82.45307907,414.5219713,-0.912974074,23.10328994,0,0,0,0,0
 06/28  01:00:00,22.975,24.10568759,86.62605917,414.1247375,-0.129234164,5.356115566,0,0,0,0,0
 06/28  02:00:00,22.775,23.95296923,87.27531088,413.995024,-0.17819885,5.660136482,0,0,0,0,0
 06/28  03:00:00,22.6375,23.85801248,87.79285938,413.9474868,-0.20764663,5.895156288,0,0,0,0,0
 06/28  04:00:00,22.5375,23.78494669,88.42181932,413.9300701,-0.229340486,6.091968448,0,0,0,0,0
 06/28  05:00:00,22.4375,23.71440376,89.13342503,413.9236891,-0.24929965,6.290635488,0,0,0,0,0
 06/28  06:00:00,22.3375,23.64638706,89.8645604,413.9213513,-0.267978133,6.491669993,0,0,0,0,0
 06/28  07:00:00,22.3,23.59545973,90.42502539,413.920495,-0.284465709,6.681222564,0,0,0,0,0
 06/28  08:00:00,22.425,25.58626376,80.49315941,413.9201789,-0.041173824,5.690048324,0.09590466,0,0,0,0
 06/28  09:00:00,22.6875,26.29825525,77.15900911,413.9200518,0.204351495,5.867914297,0.09590466,0,0,0,0
 06/28  10:00:00,23.05,27.2541973,77.54633947,638.8394767,0.362095956,7.894136226,0.09590466,0,0,0,0
 06/28  11:00:00,23.45,27.34170123,79.01296228,758.1952647,0.461802824,9.452423084,0.09590466,0,0,0,0
 06/28  12:00:00,23.9125,27.49247402,77.26630233,774.6052454,0.475996001,9.732842889,0.09590466,0,0,0,0
 06/28  13:00:00,24.475,27.47385458,75.05259194,723.3707714,0.471753792,9.649515535,0.09590466,0,0,0,0
 06/28  14:00:00,25.2625,27.7562542,73.03372061,707.8758121,0.495005345,10.12678269,0.09590466,0,0,0,0
 06/28  15:00:00,26.2875,28.06090326,72.94684341,717.5631639,0.555308967,11.46431676,0.09590466,0,0,0,0
 06/28  16:00:00,27.2625,28.51451507,74.89465235,783.8395734,0.653588807,13.99962885,0.09590466,0,0,0,0
 06/28  17:00:00,27.475,28.51654092,77.54212546,784.5057199,0.713946638,15.7241685,0.09590466,0,0,0,0
 06/28  18:00:00,27.15,28.22169068,78.12455537,679.9457386,0.683391819,14.82713662,0.09590466,0,0,0,0
 06/28  19:00:00,26.625,27.91478556,77.92208082,556.0533234,0.625374251,13.21620646,0.09590466,0,0,0,0
 06/28  20:00:00,25.9625,27.64428414,77.87313195,468.7802404,-0.473398741,9.685357595,0.09590466,0,0,0,0
 06/28  21:00:00,25.2625,27.44202118,77.85427243,431.0727791,-0.517540735,10.60406682,0.09590466,0,0,0,0
 06/28  22:00:00,24.625,27.26007452,77.86899626,419.2753786,-0.557524082,11.51087084,0.09590466,0,0,0,0
 06/28  23:00:00,24.0875,27.10396061,77.5007814,415.5897973,-0.594698239,12.41641059,0.09590466,0,0,0,0
 06/28  24:00:00,23.65,25.19339327,85.40280762,414.527225,-0.846711191,20.66360202,0,0,0,0,0
 06/29  01:00:00,23.25,24.24603641,88.47380794,414.1277784,-0.073405032,5.129438401,0,0,0,0,0
 06/29  02:00:00,22.9125,24.02374243,87.7246717,413.9961196,-0.148387533,5.461174169,0,0,0,0,0
 06/29  03:00:00,22.55,23.86109473,86.68589696,413.9478727,-0.200732725,5.840269011,0,0,0,0,0
 06/29  04:00:00,22.15,23.69131231,85.78498983,413.9301986,-0.254103098,6.344745998,0,0,0,0,0
 06/29  05:00:00,21.8125,23.54096271,85.26573157,413.9237295,-0.301890004,6.896848114,0,0,0,0,0
 06/29  06:00:00,21.575,23.4223513,85.09329511,413.9213633,-0.340755737,7.417333032,0,0,0,0,0
 06/29  07:00:00,21.4375,23.33436937,85.06459911,413.9204983,-0.371623971,7.876309756,0,0,0,0,0
 06/29  08:00:00,21.4,25.23941597,75.62633131,413.9201825,-0.145718024,6.041687086,0.09590466,0,0,0,0
 06/29  09:00:00,21.525,25.9649271,72.25636307,413.9200519,0.100477847,5.211198656,0.09590466,0,0,0,0
 06/29  10:00:00,21.85,26.97708188,72.91485945,638.7008256,0.275286029,6.778229128,0.09590466,0,0,0,0
 06/29  11:00:00,22.375,27.10666753,75.27361445,757.8455152,0.394486018,8.242404319,0.09590466,0,0,0,0
 06/29  12:00:00,23.1625,27.32628239,75.05473211,774.3200598,0.427338902,8.812611613,0.09590466,0,0,0,0
 06/29  13:00:00,24.125,27.41243642,74.18951962,723.2729808,0.454811607,9.317835326,0.09590466,0,0,0,0
 06/29  14:00:00,25.1875,27.77296214,72.94081686,707.9096632,0.502732081,10.29262404,0.09590466,0,0,0,0
 06/29  15:00:00,26.35,28.12527621,72.10848756,717.6140151,0.571621129,11.85298583,0.09590466,0,0,0,0
 06/29  16:00:00,27.55,28.64537309,71.74324972,783.9023569,0.667173555,14.37825624,0.09590466,0,0,0,0
 06/29  17:00:00,28.75,28.88422218,71.0873361,784.9783166,0.736189229,16.41191155,0.09590466,0,0,0,0
 06/29  18:00:00,29.7,28.93746912,68.51718452,681.0447068,0.74859691,16.80349018,0.09590466,0,0,0,0
 06/29  19:00:00,30.1875,28.94848713,64.88553779,557.2415839,0.729843359,16.21432157,0.09590466,0,0,0,0
 06/29  20:00:00,29.7375,28.82229414,61.82382794,469.5996495,-0.35015399,7.557850863,0.09590466,0,0,0,0
 06/29  21:00:00,28.275,28.49173245,59.3304152,431.4622864,-0.421567976,8.71954065,0.09590466,0,0,0,0
 06/29  22:00:00,26.5375,28.05372659,57.50089442,419.4261684,-0.51408687,10.53891754,0.09590466,0,0,0,0
 06/29  23:00:00,25.025,27.64079497,57.32357101,415.6428352,-0.594143681,12.40795917,0.09590466,0,0,0,0
